 ,221475_127,221480_097,221481_338,221519_043,221519_044,221519_058,221622_001,221622_002,221622_007,221622_011,221622_047,221622_061,221644_085,221645_164,221706_070,221706_088,221706_091,221706_133,221714_042,221714_047,221733_033,221733_035,221733_097,221751_063,221751_065,221751_071,221751_085,221751_087,221751_089,221756_065,221757_065,221757_073,221757_074,221757_075,221757_077,221757_078,230105_019,230108_030,230108_032,230109_004,230110_026,230110_028,230110_029,231567_099,231567_123,231568_028,231568_033,231568_034,233795_061,221419_056,221419_061,221424_043,221474_133,221475_105,221706_084,221706_138,221715_001,221751_257,221751_262,221756_084,221757_071,221757_072,230108_031,231568_030,212075_027,220239_169,221220_008,221418_141,221418_142,221419_059,221423_013,221423_014,221423_016,221423_032,221423_040,221423_058,221475_088,221475_109,221475_110,221475_111,221645_178,221706_078,221706_123,221706_142,221714_045,221714_050,221732_099,221733_091,221754_013,231569_020,220239_189,221062_070,221087_105,221423_042,221423_060,221513_074,221517_026,220239_140,221423_059,221423_065,221530_127
="MOs6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="86.7509",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="81.071",="0",="0",="0",="0",="0",="19.5628",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="68.6179",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ACAd1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2963.031",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="779.4240000000001",="232.3757",="0",="0",="299.9742",="2116.03",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3009.4638",="0",="0",="0",="0",="0",="0",="0",="0",="286.4301",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ACAd2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="596.9672",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="169.5095",="263.127",="0",="0",="221.9704",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2156.7468",="0",="0",="0",="0",="0",="0",="0",="0",="215.6817",="0",="0",="0",="0",="0",="0",="38.9075",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ACAd6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="12.5023",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="BMAa",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="312.6147",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="600.0893",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="154.2867",="231.1662",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="263.1217"
="ENTm6",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="106.4784",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="204.4559",="0",="0",="0",="996.4211",="0",="0",="0",="295.9109",="0",="0",="0",="0",="0",="0",="502.3204",="0",="0",="0",="0",="0",="0",="89.7902",="0",="0",="809.1403",="0",="0",="0",="0",="0",="0",="0",="2136.4068",="294.239",="0",="0",="0",="38.8143",="0",="0",="0",="0",="0",="0",="182.1403",="0",="0",="617.3545",="140.5941",="0",="0",="0",="0",="0",="0"
="ECT6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="594.9238",="761.3293",="338.8826",="0",="0",="0",="0",="0",="0",="0",="121.2904",="96.5973",="0",="0",="130.676",="0",="371.2767",="0",="0",="0",="0",="1004.6412",="0",="313.7305",="0",="401.7995",="0",="1223.6666",="0",="0",="69.4412",="0",="12.5528",="274.5579",="0",="10.8268",="0",="204.465",="74.0293",="0",="600.2712",="623.1579",="33.3607",="0",="50.6187",="186.0441",="228.0824",="423.2989",="0",="129.9235",="0",="410.0492",="334.9227",="471.5198",="353.9519",="541.7585",="0",="0",="0",="523.0298",="158.3358",="0",="404.7735",="300.0423",="148.9098",="121.2174",="985.3118",="23.6485",="30.7697",="218.5412",="0",="144.0762",="272.1604",="0",="784.5236",="75.6435",="0",="19.2782",="0",="0",="0",="235.5797"
="ENTm2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="50.9169",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="906.9118",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="890.4717",="0",="0",="0",="269.2512",="365.356",="0",="0",="0",="54.1984",="0",="0",="0",="0",="0",="0",="0",="0",="89.5962",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3126.1218",="0",="0",="0",="0",="0",="0",="0",="19.6902",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPv2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="243.5483",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="35.117",="82.6881",="0",="0",="0",="0",="0",="0",="0",="0",="781.3941",="0",="0",="0",="0",="0",="0",="0"
="PERI1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="18.2591",="623.7078",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3.4081",="0",="0",="0",="149.5559",="0",="0",="0",="0",="0",="0",="0",="0",="274.2249",="0",="0",="0",="0",="0",="0",="0",="1535.5243",="0",="0",="411.5945",="0",="914.2065",="7188.0379",="0",="0",="13.2968",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4.505",="0",="0",="0",="0",="611.7545",="672.0703000000001",="945.392",="0",="0",="1936.9636",="0",="0",="0",="0",="0",="0",="0",="76.2401"
="PERI6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="67.1186",="372.5168",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="9.9166",="0",="366.9694",="0",="0",="463.4041",="0",="0",="0",="0",="0",="0",="0",="743.6694",="0",="0",="0",="0",="0",="0",="0",="183.9718",="4.6614",="0",="27.2677",="0",="0",="0",="0",="0",="40.2682",="0",="0",="0",="266.5354",="0",="0",="0",="56.0328",="0",="0",="194.1233",="0",="0",="0",="369.3996",="34.9851",="0",="0",="0",="0",="0",="0",="482.4408"
="PERI6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="270.3722",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="19.3946",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="10.0114",="0",="0",="0",="0",="0",="0",="0",="30.0731",="0",="0",="56.5213",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="34.301",="0",="0",="0",="0",="0",="0",="0",="0",="44.8761",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-tr1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="173.4517",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="6068.5258",="0",="0",="0",="0",="0",="0",="0",="0",="352.3634",="0",="0",="0",="0",="0",="0",="29.6158",="0",="0",="579.3794",="0",="0",="0",="0",="0",="0",="0",="189.1028",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-tr2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="282.34",="0",="0",="0",="0",="0",="0",="0",="0",="40.4123",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="407.4753",="0",="0",="0",="0",="0",="0",="0",="0",="267.4439",="0",="0",="0",="0",="0",="0",="503.7755",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1462.7211",="0",="0",="0",="0",="0",="0",="0",="0"
="AIp6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="245.6438",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="245.1699",="0",="154.0209",="157.8466",="85.7133",="0",="492.6777",="0",="0",="0",="0",="0",="368.4616",="0",="899.8373",="562.2389",="0",="640.9261",="92.8782",="0",="0",="2026.3921",="0",="0",="0",="149.8734",="119.9564",="0",="0",="138.3846",="0",="0",="0",="0",="0",="0",="0",="0",="0",="286.1442",="767.7565",="3.1921",="0",="31.8519",="0",="0",="817.7473",="1257.629",="1582.901",="701.1562",="16.3831",="0",="1019.6641",="0",="556.2898",="0",="0",="0",="0",="0",="0"
="AIp6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="93.3135",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="304.11",="0",="66.9555",="99.8782",="351.036",="0",="74.4703",="0",="0",="0",="0",="32.0024",="184.2777",="0",="0",="0",="0",="113.2075",="51.8049",="0",="0",="0",="0",="0",="0",="101.1784",="163.9348",="0",="0",="0",="0",="0",="0",="207.7319",="0",="0",="0",="0",="0",="0",="0",="355.47270000000003",="0",="497.4105",="0",="0",="0",="0",="0",="0",="680.3624",="0",="176.517",="0",="219.7067",="0",="0",="0",="0",="0",="0"
="ENTm1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="259.8073",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1288.8769",="0",="0",="0",="459.9216",="1409.7529",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1763.2805",="0",="0",="0",="0",="15.2663",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="413.4734",="0",="0",="0",="0",="0",="156.2778",="0",="0",="0",="55.6844",="0",="780.1129",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1078.4834",="0",="113.2944",="0",="0",="0",="0",="0",="54.5805",="0",="0",="278.4987",="0",="0",="0",="0",="1415.1718",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="68.9301",="0",="0",="0",="0",="0",="0"
="NLOT3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="172.9599",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="172.4207"
="IA",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="494.0164",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="20.822899999999997",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="285.0083",="114.9894",="0",="0",="0",="0",="0",="58.7719",="198.5649",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ACB",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="905.2328",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5838.8817",="13934.6884",="0",="731.3463",="0",="0",="10184.5319",="0",="0",="0",="0",="5026.5423",="0",="0",="0",="0",="0",="0",="124.7842",="0",="0",="0",="2298.4287",="0",="13574.2684",="0",="0",="7180.236000000001",="8022.3883",="3553.7607",="0",="0",="0",="0",="8840.8494",="0",="0",="0",="0",="15783.6705",="0",="0",="0",="0",="0",="0",="0"
="ccg",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="9.3238",="0",="26.406",="0",="0",="0",="0",="0",="0",="38.1768",="0",="440.157",="0",="0",="0",="0",="861.3678",="0",="0",="0",="0",="0",="0",="0",="488.1495",="0",="0",="0",="508.2733",="0",="0",="0",="465.4957",="721.9575",="0",="0",="0",="1144.2977",="0",="0",="0",="0",="0",="0",="0",="67.3786",="0",="0",="0",="1340.2776",="0",="0",="0",="0",="0",="0",="0"
="ORBl5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="304.485",="0",="0",="0",="0",="0",="0",="0",="1355.133",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="652.0845",="16.3705",="0",="0",="0",="0",="0",="488.6068",="0",="0",="0",="0",="0",="456.5689",="0",="0",="4706.3518",="0",="0",="0",="0",="0",="0",="0",="0"
="ORBl6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="711.5422",="0",="0",="0",="0",="0",="0",="0",="0",="1442.5729",="0",="0",="0",="0",="0",="183.7136",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="435.4963",="0",="1369.2861",="0",="0",="0",="0",="358.7477",="0",="0",="0",="765.1747",="0",="0",="0",="0",="541.9202",="0",="0",="0",="0",="0",="0",="0",="0"
="ORBl6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="16.5192",="0",="0",="0",="0",="0",="0",="0",="0",="85.6377",="0",="0",="0",="0",="0",="145.8373",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="391.858",="0",="344.7805",="0",="0",="0",="0",="211.4386",="0",="0",="0",="65.0153",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ORBvl6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="336.5309",="0",="0",="0",="0",="0",="0",="0",="0",="1301.5966",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1068.3841",="446.8869",="0",="0",="0",="0",="168.6589",="0",="0",="0",="0",="917.7773",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ORBvl6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="193.1036",="0",="0",="0",="0",="0",="0",="0",="0",="287.2662",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="9.3086",="180.8853",="0",="0",="0",="0",="0",="0",="0",="0",="0",="52.3368",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AId6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="430.75",="0",="0",="0",="0",="0",="0",="0",="0",="22.7428",="0",="0",="0",="0",="0",="83.7893",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="62.5901",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="56.58",="0",="0",="0",="0",="0",="0",="0",="0"
="AIv5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="103.9481",="0",="0",="0",="0",="0",="0",="0",="2552.856",="0",="0",="0",="0",="0",="0",="2079.6323",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="893.7593",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5.155",="0",="0",="0",="0",="795.2388",="2629.3325",="0",="0",="1054.1727",="0",="0",="0",="0",="0",="0",="0",="0"
="AIv6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="279.1636",="0",="0",="0",="0",="0",="0",="0",="0",="45.1003",="0",="0",="0",="0",="0",="502.5431",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="23.2845",="0",="0",="0",="0",="193.3935",="0",="0",="0",="0",="42.2949",="0",="0",="0",="551.4311",="65.9238",="0",="0",="0",="1746.5954",="0",="0",="0",="0",="0",="0",="0",="0"
="ILA5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1478.5668",="0",="0",="0",="0",="0",="0",="1035.1378",="0",="165.3772",="0",="0",="0",="0",="644.1872",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="421.1557",="654.1089",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="485.8897",="0",="0",="0",="0",="0",="0",="0"
="ILA6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="42.854",="0",="0",="0",="0",="0",="0",="0",="320.5255",="5.7186",="0",="0",="0",="0",="44.6241",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="212.9155",="673.4917",="0",="0",="413.1911",="0",="118.5934",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="BMAp",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="895.6242",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2005.1184",="0",="0",="0",="0",="78.0045",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="CLA",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1813.6482",="0",="0",="0",="0",="0",="0",="0",="0",="4363.7786",="0",="0",="0",="0",="0",="780.4458",="0",="0",="0",="114.0943",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1072.6718",="272.2365",="1777.1478",="0",="0",="0",="0",="0",="0",="2772.0083",="80.1577",="0",="0",="0",="503.3143",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1425.4535",="0",="0",="0",="0",="372.1352",="0",="0",="287.1698",="548.3767",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="16.7825",="0",="0",="0",="0",="0",="0",="400.7354",="0",="0",="90.9066",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-ll6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="835.7338",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="68.5376",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="MOp6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="35.0214",="0",="0",="0",="149.3623",="58.707",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="31.2669",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SCzo",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="36.0512",="0",="0",="0",="0",="0",="73.5893",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="73.3833",="332.8614",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="67.5325",="76.7483"
="ACAv1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="6.7512",="437.4232",="38.908",="0",="0",="0",="0",="768.5777",="0",="0",="0",="0",="0",="0",="2568.8366",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
