 ,221478_836,221481_220,221481_226,221481_558,221481_607,221701_063,221701_064,221701_065,221701_066,221751_096,230110_031,231570_001,231570_007,233668_074,233668_079,233668_082,233668_083,233668_084,233668_085,233668_086,233668_087,233668_088,233668_089,233668_090,233668_091,233668_092,233668_093,233795_037,233795_038,233795_039,233795_040,233795_041,233795_042,233795_043,233795_045,233795_046,233795_048,233795_049,233795_050,233795_053,233795_055,233795_082,233795_128,233795_135,221481_221,221481_223,221481_225,221481_550,221481_593,221481_603,221481_604,221481_606,230061_041,231686_052,231686_053,231686_054,231686_055,221225_002,221225_007,221367_245,221426_079,221481_222,221713_001,231686_056,231687_019,231687_020,233667_287,233667_288,221065_092,221065_093,221424_044,221426_076,221225_001,221225_003,221225_004,221225_005,221225_006,221225_008,221225_011,221225_012,221225_013,221225_014,221225_017,221225_019,221225_020,221226_008,221226_009,221226_016,221226_025,221226_026,221424_042,231687_022,221513_058,221516_004,221516_010,231687_033,233281_010,233281_119,233281_121
="VISal1",="112.7741",="0",="3369.0882",="834.6012",="9.7802",="221.7589",="1076.325",="672.1628",="347.2336",="1665.9733",="3462.6639",="648.5284",="610.194",="0",="0",="0",="0",="0",="0",="0",="0",="0",="973.5509",="0",="0",="0",="385.5384",="542.9289",="1619.3319",="0",="0",="396.4331",="0",="559.1033",="0",="233.9334",="0",="0",="0",="1843.9509",="477.2403",="681.5609",="0",="934.2136",="615.4567",="0",="1765.7466",="1354.8565",="830.9108",="2458.7097",="545.5607",="1778.6082",="0",="0",="782.0131",="3449.5908",="60.5764",="0",="517.5526",="0",="200.6609",="313.0808",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="791.6295",="654.7792",="0",="0",="1064.2808",="97.3248",="694.2166",="0",="332.0715",="0",="284.5626",="559.0732",="236.1428",="147.0104",="36.7814",="0",="0",="1039.325",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal2/3",="487.9642",="55.2018",="6462.4826",="484.0185",="272.0444",="630.3581",="3989.1694",="1203.543",="796.481",="2606.3037",="1943.5928",="1472.0297",="2986.5398",="0",="0",="0",="0",="0",="0",="0",="0",="0",="395.117",="0",="0",="0",="414.4468",="559.6128",="992.4159",="0",="0",="1615.0262",="0",="242.8467",="0",="808.8482",="0",="756.0563",="0",="2686.3894",="192.5694",="1099.2141",="0",="1046.7627",="703.3216",="50.5432",="904.6599",="767.8853",="125.5185",="3682.6489",="1132.9828",="4048.6094",="0",="0",="0",="1363.8077",="1016.9184",="0",="236.6909",="0",="344.7137",="1177.2393",="0",="0",="0",="0",="307.1625",="0",="0",="0",="0",="0",="84.6229",="688.9735",="0",="0",="159.772",="57.951",="201.097",="0",="0",="0",="228.2414",="1005.9493",="389.7908",="0",="238.6582",="0",="0",="221.7673",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal4",="218.2998",="0",="1059.0684",="328.2073",="161.8624",="445.6899",="829.1929",="412.0441",="1072.2112",="1379.5944",="1898.2258",="234.6692",="771.0355",="0",="0",="0",="0",="0",="0",="0",="48.1294",="0",="796.9378",="0",="0",="0",="173.0198",="345.3811",="1307.8582",="0",="163.3869",="623.7664",="0",="983.4675",="0",="266.5367",="0",="1314.8639",="362.8269",="522.4602",="747.6476",="427.5542",="0",="916.3889",="726.137",="988.4408",="940.252",="0",="244.2014",="2257.2114",="2138.6064",="2262.5469",="0",="0",="0",="909.3049000000001",="15.0113",="0",="0",="0",="1476.4683",="268.6238",="0",="0",="0",="0",="88.3583",="803.5712",="0",="0",="0",="44.7078",="159.1835",="224.0242",="0",="0",="428.6108",="14.9269",="186.2974",="83.1824",="0",="110.3473",="222.232",="46.2717",="60.0069",="144.6978",="591.3217",="0",="350.2013",="160.8057",="452.5909",="0",="2.2572",="0",="0",="0",="0",="0",="0"
="VISal5",="1298.8113",="25.6496",="3211.5474",="926.5599",="1623.3147",="283.2477",="2762.9383",="754.6566",="3278.846",="6936.7745",="2614.3684",="389.4603",="294.2568",="0",="0",="0",="0",="0",="0",="355.8287",="1004.6581",="0",="907.7596",="0",="0",="32.5946",="826.9",="587.7355",="1294.4667",="0",="0",="923.6413",="0",="493.9224",="0",="489.3449",="0",="921.7476",="239.148",="2077.9318",="178.3283",="163.6529",="0",="1274.1872",="932.2357",="0",="600.087",="385.3661",="785.4872",="2127.7383",="313.5066",="2319.2442",="0",="6.779",="599.4999",="0",="0",="0",="412.7528",="720.2173",="2070.7963",="680.9901",="0",="0",="0",="741.375",="0",="527.0363",="0",="0",="0",="4404.8388",="977.7026",="844.7679",="0",="0",="1867.0583",="1318.0437",="3939.0613",="414.9603",="671.4392",="530.5177",="878.3465",="1172.4615",="857.4944",="1258.9339",="5466.015",="0",="2678.4175",="1829.4447",="604.4187",="0",="0",="0",="0",="0",="570.1726",="0",="0"
="VISl1",="4285.0486",="1775.4793",="2577.932",="2467.1949",="624.9174",="1649.2588",="566.2198",="882.7273",="1409.9929",="1105.3137",="3011.5272",="1130.8139",="64.0247",="1485.1412",="205.5373",="1873.3037",="2275.7243",="5000.2295",="1915.827",="818.5494",="2186.7632",="2366.1905",="7425.779199999999",="4037.9822",="4590.2023",="4095.5462",="4049.0765",="132.8551",="2983.9835",="1111.617",="7304.7411",="6.8267",="414.7537",="1140.2754",="653.653",="4960.5647",="5719.8161",="3905.0266",="5435.5447",="2257.9712",="4570.2685",="2630.0849",="820.0422",="1680.6749",="9443.8646",="2799.5621",="5783.2667",="7555.301",="5516.303",="11435.2703",="7657.0337",="16133.9301",="0",="99.8095",="660.6271",="800.1928",="0",="772.179",="1300.3494",="0",="11996.1429",="4169.319",="0",="498.2608",="2276.3455",="2383.77",="130.8591",="6515.8539",="0",="0",="0",="0",="1795.9683",="995.0985",="2773.4703",="1545.9285",="2113.1313",="1353.4716",="849.9627",="0",="5.5322",="0",="0",="299.7668",="0",="3070.0065",="257.1169",="87.8081",="2635.4169",="300.6232",="0",="606.5707",="0",="0",="0",="0",="0",="0",="0"
="VISl2/3",="13717.776",="10134.1997",="6081.1431",="8001.6551",="8620.7272",="4917.1957",="8741.2688",="8343.3867",="5387.7071",="3799.525",="5039.3243",="4269.0603",="2941.2117",="3713.8681",="820.9201",="2624.8382",="4746.4318",="7477.2266",="5040.1277",="1638.3777",="5425.7102",="2361.9852",="11584.160800000001",="10823.6112",="5494.610299999999",="5468.159600000001",="6825.9735",="1845.9604",="5339.3259",="3064.254",="7135.7289",="2272.4793",="32267.8307",="4285.5236",="1544.1637",="9098.2594",="12394.3646",="9316.5714",="5308.0365",="6299.1587",="2972.5137",="2935.3634",="2371.1548",="4942.7019",="4757.3572",="3685.9172",="4685.4704",="3966.5771",="2347.4057",="10921.4492",="2596.4397",="15878.6317",="0",="5.1786",="82.8817",="926.8766",="0",="0",="1914.1915",="0",="10668.4019",="7052.2194",="11499.6534",="588.9227",="5296.396699999999",="5087.7384",="285.7243",="2354.1503",="0",="0",="182.713",="0",="1667.7277",="1040.5746",="519.7902",="2759.2592",="4073.4083",="877.9908",="447.3116",="0",="0",="0",="192.8221",="217.9795",="0",="1050.2645",="0",="279.4548",="643.0214",="420.9386",="0",="193.1281",="0",="0",="0",="0",="0",="0",="0"
="VISl4",="4156.2058",="3699.432",="3683.7521",="2458.4765",="1433.2772",="3318.8637",="1716.2076",="1722.5556",="2566.5546",="993.0907",="3615.8986",="3587.312",="1835.9821",="1218.142",="0",="101.6304",="832.74",="1036.1635",="709.2349",="1024.3344",="577.2411",="199.119",="1480.8449",="2584.556",="1733.2016999999998",="2202.251",="3444.4539",="306.594",="1549.4343",="1611.8741",="4751.4341",="5511.9116",="1054.3721",="2225.4011",="488.6849",="2128.5658",="3037.3585",="3487.8604",="2886.8442",="1557.8715",="1235.6191",="345.508",="0",="3492.8641",="4726.9521",="5458.0405",="4815.5882",="5813.9954",="3551.7943",="8925.0344",="5613.4676",="5021.1656",="18.7004",="741.9243",="231.2631",="2923.7464",="6.9367",="0",="294.4757",="283.0244",="4696.7757",="2835.1629",="6925.8544",="344.2979",="2252.2712",="5884.5488",="697.3433",="807.8856",="0",="0",="443.5749",="117.9051",="1365.3966",="505.0098",="574.393",="1388.6876",="1640.1441",="404.7569",="572.9625",="255.2486",="0",="41.8666",="373.8513",="260.7896",="135.7369",="787.6762",="1031.0741",="702.3785",="664.0878",="925.1069",="215.3632",="174.7878",="0",="0",="775.1082",="2240.104",="3473.2087",="271.2375",="841.7047"
="VISl5",="8282.2087",="3374.8922",="4106.429",="3520.023",="6156.7631",="4222.2638",="3258.0256",="1472.9486",="4061.4136",="2534.6216",="5038.673",="2740.7914",="3013.04",="1319.8093",="72.2959",="3947.9977",="3678.0048",="6030.8681",="1401.9654",="5742.071",="7791.5442",="4385.7669",="9006.1279",="7598.9947",="13490.7085",="7591.3376",="3134.317",="4591.8854",="4178.6047",="4805.2126",="6290.3503",="2670.5945",="856.4106",="7940.5927",="3580.749",="4469.8655",="5621.6738",="7075.7317",="8672.8863",="4808.3796",="3434.7002",="2969.2094",="1124.9584",="4551.6273",="5089.2906",="3571.1077",="7072.2534",="4517.5969000000005",="4355.5916",="5504.6947",="5337.5906",="5139.7531",="516.4972",="3615.7615",="904.3418",="1680.3393",="779.3514",="1875.0427",="1884.3465",="7176.8538",="7427.7254",="9237.7329",="9827.0301",="2558.12",="3214.9436",="13433.7176",="1737.1117",="5440.4163",="986.6782",="605.4876",="10675.8649",="6423.4221",="6263.9771",="3859.3154",="6789.6633",="3889.9205",="10464.0202",="4992.3314",="5589.3942",="3451.9211",="4261.639",="2708.63",="4495.8784",="5136.5102",="1263.5994",="9181.0633",="4460.0116",="4037.406",="11579.1935",="11687.2904",="5177.7557",="6137.9765",="0",="238.7499",="3546.0949",="3835.1642",="7274.4416",="3823.345",="5528.1933"
="VISl6a",="266.8468",="478.8904",="814.8753",="504.1382",="1023.5958",="1147.8686",="920.8636",="0",="816.5889",="707.311",="300.9409",="445.5209",="238.8242",="619.0962",="482.4329",="642.4476",="575.29",="234.5632",="323.2781",="286.53",="232.2962",="711.178",="613.1934",="880.8622",="1125.4017000000001",="661.6016",="492.6046",="270.6773",="974.798",="427.7234",="0",="504.0456",="146.9697",="652.2145",="234.2712",="228.8905",="605.6295",="889.9707",="384.2768",="400.7775",="658.3473",="764.328",="418.8767",="235.5613",="951.3011",="505.3294",="412.4572",="997.6816",="1174.6483",="708.6936",="685.1857",="444.4831",="1131.4962",="759.3009",="526.703",="259.0614",="1079.5164",="765.1815",="537.8539",="16571.617700000003",="871.4875",="848.7257",="217.4881",="930.5483",="4949.51",="11840.427500000002",="605.7472",="1293.9175",="3015.717",="20676.9346",="13880.0972",="9897.8902",="1818.0449",="1367.2255",="2501.2601",="172.0538",="1118.9395",="580.8133",="676.4569",="1380.1906",="267.6366",="283.8429",="380.6702",="952.5319",="285.6318",="978.5029",="759.0088",="537.1488",="2622.9204",="2935.0347",="1174.6502",="2537.5912",="0",="775.5042",="2614.2852",="2164.077",="2151.4621",="1911.7969",="3237.5615"
="VISl6b",="49.5199",="34.184",="98.4952",="154.2465",="50.4011",="164.0223",="250.6406",="0",="136.4789",="149.4108",="0",="103.6351",="37.0476",="130.7173",="9.6845",="50.5321",="43.7883",="39.9495",="171.8101",="45.508",="35.1568",="103.2464",="112.7816",="321.4396",="325.5111",="96.2878",="107.901",="206.0963",="254.0273",="154.6313",="0",="99.5816",="0",="63.5652",="117.442",="70.8185",="107.9598",="69.3907",="46.6274",="0",="213.0421",="44.1442",="144.9974",="61.6709",="135.9153",="60.8629",="57.6412",="213.3291",="151.6574",="48.678",="49.9207",="49.5431",="254.427",="128.5704",="353.7607",="37.8276",="49.0199",="96.15",="189.2583",="876.4684",="35.1049",="56.596",="0",="36.7591",="289.4758",="1205.8182",="150.7264",="135.9476",="1126.2753",="4841.423",="691.9948",="151.8422",="156.7569",="56.5194",="35.6331",="40.1059",="42.9383",="43.2691",="44.6561",="204.6853",="78.0615",="160.4568",="49.6971",="72.2871",="55.1512",="36.6232",="348.427",="47.9871",="62.3553",="45.3374",="294.433",="340.5231",="227.471",="736.0018",="322.908",="417.9833",="147.0981",="713.1181",="173.8709"
="VISp1",="2558.9129",="38.7694",="0",="12941.0716",="397.2733",="1968.1911",="347.1431",="4155.4136",="402.121",="13494.2459",="0",="1587.224",="203.6644",="846.8375",="71.3305",="0",="367.1099",="185.3216",="137.6021",="0",="1278.8598",="1766.8053",="4549.7780999999995",="2984.7239",="2732.6062",="5547.531300000001",="203.2204",="256.3684",="721.5798",="10763.6439",="5126.7405",="5545.2862",="3147.9768",="1318.4402",="2593.7371",="3582.8477",="7958.4631",="1907.6041",="711.6682",="7987.0993",="3908.8924",="2901.8821",="1088.7458",="1252.6042",="11300.3071",="4404.3859",="1002.2837",="14226.4506",="9298.7076",="6685.0695",="13150.6395",="10229.5455",="1023.0106",="251.2945",="8123.1417",="1683.8824",="0",="1409.3328",="0",="0",="276.2876",="15117.5625",="7.2916",="4256.6112",="16857.513",="16582.8876",="56.3781",="2913.0645",="0",="0",="1294.3241",="0",="16539.1308",="7809.2268",="13076.3652",="2990.3523",="4443.1489",="7326.5018",="9452.5407",="6206.349",="795.7611",="0",="1632.7878",="2950.6532",="3331.452",="2875.2386",="1045.0587",="816.3468",="1352.985",="21484.5045",="0",="2605.9644",="4574.6794",="0",="0",="277.9189",="0",="0",="0"
="VISp2/3",="4152.2072",="275.6149",="0",="7536.7843",="2733.0999",="3162.5543",="1842.0371",="4013.5997",="2673.6748",="3502.9442",="120.6144",="1744.5461",="786.4348",="1215.6869",="26.0791",="0",="588.1619",="293.6944",="293.837",="0",="495.7002",="165.6782",="3288.2817999999997",="2153.4103",="891.6809",="1580.4911000000002",="772.8754",="236.2531",="245.8371",="1614.7696",="1657.3426",="6544.9745",="58.319",="766.5312",="838.4153",="4101.5816",="9173.2126",="1544.3846",="616.4686",="3490.9644",="1014.6357",="2492.8056",="571.0503",="1167.8001",="2978.938",="2706.0006",="70.1638",="2776.6956",="1371.3827",="1321.6087",="1033.9336",="2199.2252",="582.7874",="0",="1627.6986",="626.1286",="0",="296.504",="0",="0",="152.1895",="6923.4508",="6342.7971",="896.9726",="9486.234999999999",="6038.8435",="58.2879",="270.8646",="0",="0",="246.2083",="0",="25.3516",="1109.803",="249.9082",="162.2187",="594.1466",="167.4181",="218.8769",="597.6362",="506.0966",="0",="1233.0571",="479.5021",="707.1882",="368.2547",="913.0401",="864.6882",="159.5842",="289.9227",="0",="396.5021",="685.0479",="2.0036",="0",="503.6595",="46.7044",="0",="0"
="VISp4",="831.8144",="0",="37.4935",="940.0608",="921.7478",="2061.9506",="1381.2842",="355.2015",="1670.6251",="1369.2902",="727.938",="683.4498",="546.9613",="287.1734",="0",="0",="137.6211",="0",="0",="0",="117.0275",="144.8554",="1035.9624999999999",="286.9986",="174.9641",="834.0502",="41.0233",="146.285",="353.0971",="1443.9077",="732.0461",="787.2459",="0",="1713.0527",="882.2852",="1592.8153",="3230.7182",="2458.8223",="1740.6762",="1152.7795",="546.7919999999999",="1162.0609",="292.5486",="1052.0802",="1691.6672",="1218.6758",="0",="4204.6535",="4031.7358000000004",="1116.5263",="305.3804",="534.833",="1793.0103",="76.3323",="2285.271",="1296.3001",="0",="192.7233",="0",="467.7776",="0",="2720.8727",="1766.5912",="248.0262",="4697.4866",="3463.0815000000002",="336.5186",="0",="0",="0",="896.8659",="393.5759",="0",="802.4547",="238.2728",="0",="147.086",="0",="53.6583",="645.2433",="920.0097",="155.1076",="738.5627",="611.1202",="390.8112",="261.5085",="559.0162",="916.1673",="108.8762",="1311.6807",="426.1899",="276.5486",="534.647",="566.0991",="327.1635",="2045.0626",="1362.7912",="210.5901",="259.1923"
="VISp5",="2768.7252",="389.2263",="0",="1968.8237",="3030.4273",="454.9051",="965.9162",="1113.639",="1205.107",="2481.5259",="0",="422.8764",="594.9419",="683.2043",="547.7253",="1628.5197",="1133.2508",="333.8528",="0",="0",="562.6268",="306.2361",="1863.1365",="55.2746",="3098.4331",="597.4783",="1348.722",="126.8003",="41.8031",="4072.0377",="1454.118",="419.0538",="0",="1384.1271",="5173.958",="2938.6551",="5137.7163",="2060.9767",="2734.4821",="1949.1951",="1174.6891",="1106.1562",="724.2267",="1115.228",="2690.1910000000003",="2771.1867",="0",="3440.0206000000003",="6045.5906",="2436.7985",="1987.3961",="1358.8187",="573.8247",="52.6473",="1261.4365",="2795.5393",="186.0986",="393.8796",="0",="6663.905199999999",="64.9805",="9219.1921",="4443.9643",="923.1917",="5917.0953",="17551.243599999998",="1112.6211",="44.9236",="462.5282",="0",="26719.0283",="8992.8408",="1307.0525",="2095.7654",="4243.9924",="1662.759",="894.3818",="0",="0",="588.4439",="4404.918",="3104.9615",="2442.2073",="2989.4787",="1413.6011",="3546.7519",="6103.8139",="4668.3815",="4164.8654",="901.4992",="2780.3195",="1140.9405",="876.0312",="1652.1518",="2211.9238",="7296.0321",="233.6258",="200.4541",="368.3539"
="VISp6a",="28.4404",="2058.1354",="0",="149.9545",="1311.0723",="169.7196",="401.6572",="114.2136",="0",="1968.9522",="1367.426",="0",="0",="0",="483.6269",="2774.616",="1964.1544",="0",="1032.9036",="65.0565",="0",="774.4283",="1547.9527",="0",="821.1965",="678.0382",="812.4553",="0",="212.5196",="3442.498",="338.1377",="1005.8389",="0",="0",="53.1008",="227.6561",="1727.4348",="306.1437",="586.839",="1151.3257",="1060.7167",="0",="0",="0",="319.5527",="84.7892",="0",="4273.3552",="1360.4070000000002",="1314.6545",="304.7646",="926.7884",="1920.9245",="289.192",="829.2483",="629.0371",="364.3883",="2361.9906",="0",="9457.0535",="511.2328",="217.1481",="123.0511",="2470.4738",="6844.5075",="22756.856",="3651.9956",="2097.7611",="2192.3503",="664.1761",="20633.5253",="7979.7668",="967.1279",="1451.818",="1539.2512",="22.8225",="385.5852",="0",="0",="33.8568",="294.2729",="5.2379",="743.7287",="1279.7226",="0",="209.9095",="704.9393",="41.0746",="1269.4513",="0",="3835.8204",="1710.8268",="1332.7987",="1697.3451",="680.7054",="1680.755",="8.1572",="38.4905",="136.0555"
="VISrl1",="880.7626",="0",="195.2696",="0",="0",="0",="0",="378.1994",="3509.3795",="6.254",="0",="6410.0079",="1660.7485",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1886.7584",="0",="0",="0",="776.88",="0",="436.3967",="0",="0",="528.51",="0",="238.0401",="0",="327.2251",="0",="69.473",="0",="220.5337",="603.9474",="2983.5387",="0",="2545.7861",="885.2313",="0",="0",="3741.7864",="654.5267",="24.7229",="465.9411",="2825.0363",="0",="0",="1805.8006",="11098.8962",="280.0211",="0",="1652.3301",="0",="0",="389.2581",="0",="0",="0",="0",="398.5804",="1625.5591",="0",="0",="0",="0",="115.2525",="0",="0",="0",="361.7672",="0",="0",="0",="91.5357",="0",="324.8814",="635.8764",="829.9119",="0",="0",="0",="0",="13.7769",="0",="0",="746.22",="0",="0",="0",="0",="0",="0"
="VISrl2/3",="1908.5269",="0",="21.7012",="0",="0",="747.9862",="710.4294",="1166.9008",="4259.4639",="270.0203",="0",="10455.2401",="2211.4692",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1124.3597",="0",="0",="0",="0",="0",="182.4878",="0",="0",="1144.9874",="0",="1883.7239",="0",="1414.5023",="0",="4625.3701",="0",="0",="681.7276",="1418.6276",="0",="5531.4017",="0",="0",="0",="2281.2852",="557.6293",="52.8153",="0",="1530.9105",="0",="0",="609.9735",="7185.37",="5009.4249",="0",="1289.8038",="0",="0",="196.1539",="0",="0",="0",="99.2677",="951.7823",="590.6194",="0",="0",="0",="126.4477",="184.3379",="75.7516",="0",="0",="0",="0",="0",="0",="213.918",="0",="0",="2517.1868",="0",="0",="0",="0",="0",="0",="0",="0",="717.5836",="0",="0",="0",="0",="0",="0"
="VISrl4",="1108.364",="0",="28.52",="0",="0",="202.1734",="208.1552",="102.7674",="1070.7173",="0",="0",="1474.4689",="1140.3034",="0",="0",="0",="0",="0",="0",="0",="606.4822",="0",="291.1569",="0",="0",="0",="50.172",="0",="0",="0",="595.8321",="390.0749",="0",="895.517",="0",="548.9539",="0",="900.8789",="0",="0",="332.3146",="305.6302",="0",="1814.8548",="0",="0",="0",="796.4917",="7.9572",="102.6751",="0",="86.2455",="0",="0",="2938.7303",="3183.0534",="514.5675",="0",="230.174",="0",="66.6394",="0",="0",="0",="0",="468.3505",="0",="533.233",="0",="0",="0",="154.4176",="0",="0",="0",="0",="0",="0",="0",="0",="140.8471",="0",="87.5617",="628.6002",="0",="0",="100.7363",="0",="66.7852",="0",="0",="0",="308.9592",="0",="0",="0",="0",="0",="0"
="VISrl5",="1186.5595",="0",="0",="0",="47.5179",="270.3091",="999.2455",="453.7284",="2104.7128",="734.4678",="0",="1090.4862",="1496.9827",="0",="0",="0",="0",="0",="0",="0",="121.1626",="0",="76.7142",="0",="0",="0",="377.8045",="0",="0",="0",="435.6974",="1476.7146",="0",="583.0307",="0",="726.9717",="0",="725.8757",="2.2095",="0",="391.5118",="165.0234",="0",="812.899",="0",="0",="0",="518.4765",="0",="0",="0",="0",="0",="0",="1206.1063",="383.6891",="266.8038",="0",="766.8415",="0",="116.8915",="0",="0",="0",="0",="200.7264",="0",="245.1283",="0",="0",="0",="1284.0265",="0",="300.3737",="0",="0",="472.2243",="777.2733",="204.5331",="507.8792",="272.2208",="0",="445.6991",="1791.4653",="0",="7.8446",="987.2564",="0",="150.295",="0",="1281.4825",="0",="1112.8053",="0",="0",="0",="0",="0",="0"
="fp",="2479.5975",="956.7019",="29.7506",="625.4027",="764.4024",="3455.9812",="0",="0",="296.1343",="256.2204",="0",="195.3453",="205.3532",="1089.1982",="0",="471.3998",="3431.203",="652.5724",="0",="0",="750.3371",="0",="6626.3238",="2122.7347",="5362.9324",="7272.7663",="535.7296",="798.4076",="1031.9685",="0",="210.314",="851.96",="0",="1303.9588",="41.0564",="826.5426",="1704.8117",="508.5792",="3546.0652",="2407.6288",="6017.6785",="529.9428",="1963.027",="664.3698",="3037.5042",="2438.4151",="4712.8081999999995",="4277.5607",="3442.5964",="454.186",="4943.4303",="1383.8536",="7317.0301",="5904.4424",="5067.9342",="1942.9117",="7638.442800000001",="4315.816",="4332.0027",="5195.3763",="3875.9814",="5218.3501",="0",="1896.0198",="12842.1686",="9992.1888",="3169.3679",="3655.7006",="2200.9886",="0",="1390.7051",="2190.4168",="32.7479",="966.792",="532.2243",="312.4271",="923.514",="919.1741",="992.3867",="4564.7372",="741.5931",="658.5946",="874.1169",="1003.1186",="859.782",="503.0723",="224.8137",="1168.8763",="901.2198",="234.0877",="31.7355",="851.2206",="0",="23.3354",="0",="642.8762",="337.6911",="1754.4002",="260.6561"
="or",="761.6282",="1020.5669",="551.6796",="2907.9981",="2100.3249",="1204.6005",="919.8297",="0",="979.0493",="2775.5336",="551.0373",="705.2717",="3416.1256",="6325.1503",="189.8902",="3538.2026",="376.1196",="3018.7206",="337.0429",="763.5282",="2199.6087",="0",="728.5762",="3527.7731",="2053.9683",="1169.0378",="5012.4553",="2397.8204",="978.5934",="0",="0",="583.849",="0",="1520.4824",="1959.7041",="389.719",="887.4145",="858.3611",="727.1322",="1591.3994",="1951.4354",="2266.0611",="2166.563",="733.9596",="2006.0702",="719.3599",="1793.1114",="10353.6542",="4533.1692",="2383.1556",="4959.2678",="4934.6563",="5489.979300000001",="4812.9642",="4326.4341",="4018.772",="3957.7021",="1237.6118",="3851.8331",="4120.012699999999",="4311.8627",="2656.0004",="0",="3330.9936",="6468.7182999999995",="3139.9244",="3266.5994",="12166.3481",="4934.3397",="1745.6969",="3295.8746",="2401.1787",="2787.1784",="1536.6799",="2877.8438",="2212.2121",="2091.6934",="1405.8018",="1230.7678",="1598.5397",="1435.0963",="1614.9731",="2674.8087",="1667.7032",="1760.8193",="1929.1321",="2187.1279",="2976.2764",="1857.9467",="2990.9603",="1570.5459",="2344.5829",="4245.8478",="3604.2708",="3173.9722",="4371.9326",="2212.8221",="2384.1866",="5111.8035"
="cing",="59.0941",="263.1178",="0",="0",="372.7725",="330.2372",="84.9947",="0",="0",="260.7056",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1981.8588",="0",="848.6335",="424.8973",="389.4986",="0",="0",="0",="0",="0",="0",="0",="0",="0",="262.6473",="0",="0",="0",="390.1697",="0",="0",="0",="2982.2946",="1256.3782",="3148.9272",="597.9221",="0",="0",="1226.3110000000001",="1483.5185",="1119.4023",="476.3193",="708.4659",="1623.6752000000001",="752.085",="2498.1383",="734.2609",="1149.8998",="919.7409",="192.1287",="0",="155.9504",="1582.0702",="956.8339",="1256.3726000000001",="0",="1080.4298",="0",="0",="2397.3736",="0",="0",="0",="0",="0",="0",="0",="131.0687",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal6a",="0",="170.1277",="0",="0",="56.1389",="0",="181.057",="196.9124",="393.6851",="295.8043",="222.3793",="535.8067",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="524.9444",="0",="0",="0",="0",="667.4993",="311.5598",="0",="0",="0",="0",="532.1376",="0",="0",="0",="0",="108.0379",="0",="9.1744",="634.4432",="0",="0",="697.5457",="0",="211.7598",="541.3862",="643.7857",="0",="80.2494",="587.0177",="45.6239",="0",="1194.3901",="0",="0",="274.4422",="28.2082",="564.0223",="347.6606",="0",="0",="0",="0",="1551.3502",="0",="0",="0",="1.5348",="282.9198",="2512.0636",="209.2931",="0",="634.1393",="0",="21.4261",="101.1038",="572.6823",="435.8433",="0",="0",="0",="0",="0",="130.2757",="438.424",="0",="918.8665",="480.8825",="395.4185",="0",="665.8314",="0",="0",="0",="0",="0",="0"
="VISam1",="0",="26.8158",="0",="0",="429.8776",="0",="12.9784",="33.3006",="547.6574",="978.1559",="0",="0",="0",="0",="0",="0",="5721.3605",="0",="0",="0",="0",="0",="0",="0",="0",="1033.1913",="612.7292",="0",="0",="57.2473",="0",="0",="0",="0",="64.5578",="0",="0",="0",="0",="0",="0",="0",="0",="0",="978.0426",="0",="1200.551",="4192.0727",="1452.4731",="0",="0",="0",="0",="0",="0",="2856.9371",="0",="8918.5276",="3060.6806",="0",="1264.0287",="1781.5048",="0",="84.7773",="0",="0",="1142.6152",="0",="0",="0",="0",="0",="300.8947",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="618.4678",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISam2/3",="0",="2483.9521",="0",="0",="3587.6769",="0",="1114.0432",="2164.4101",="229.2211",="194.0044",="0",="0",="0",="0",="0",="0",="4825.329",="0",="502.4396",="0",="0",="0",="0",="0",="0",="834.0978",="503.6594",="0",="0",="233.6075",="0",="0",="0",="0",="1251.3032",="0",="0",="0",="0",="0",="0",="0",="0",="0",="511.3586",="0",="1452.7193",="826.5059",="571.8248",="0",="0",="0",="0",="0",="0",="1403.4651",="0",="3091.4313",="2530.1033",="0",="3287.1566",="5682.5665",="0",="715.3363",="0",="0",="3414.0853",="0",="0",="0",="0",="0",="229.1634",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3347.74",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
