 ,221478_836,221481_220,221481_226,221481_558,221481_607,221701_063,221701_064,221701_065,221701_066,221751_096,230110_031,231570_001,231570_007,233668_074,233668_079,233668_082,233668_083,233668_084,233668_085,233668_086,233668_087,233668_088,233668_089,233668_090,233668_091,233668_092,233668_093,233795_037,233795_038,233795_039,233795_040,233795_041,233795_042,233795_043,233795_045,233795_046,233795_048,233795_049,233795_050,233795_053,233795_055,233795_082,233795_128,233795_135,221481_221,221481_223,221481_225,221481_550,221481_593,221481_603,221481_604,221481_606,230061_041,231686_052,231686_053,231686_054,231686_055,221225_002,221225_007,221367_245,221426_079,221481_222,221713_001,231686_056,231687_019,231687_020,233667_287,233667_288,221065_092,221065_093,221424_044,221426_076,221225_001,221225_003,221225_004,221225_005,221225_006,221225_008,221225_011,221225_012,221225_013,221225_014,221225_017,221225_019,221225_020,221226_008,221226_009,221226_016,221226_025,221226_026,221424_042,231687_022,221513_058,221516_004,221516_010,231687_033,233281_010,233281_119,233281_121
="VISli6a",="0",="0",="0",="294.9233",="0",="0",="1167.2824",="0",="315.5283",="0",="0",="0",="0",="683.0789",="385.8572",="0",="0",="0",="0",="0",="0",="426.9416",="229.3811",="239.7231",="111.9601",="349.4378",="569.5837",="710.8886",="159.5772",="0",="0",="0",="0",="0",="0",="0",="0",="330.8454",="376.5795",="186.2929",="375.4386",="10.3256",="0",="0",="198.203",="82.951",="302.5211",="606.7276999999999",="386.7423",="0",="180.2255",="366.3688",="0",="512.9258",="16.4633",="0",="686.3452",="339.7487",="40.2225",="6015.9256",="192.4277",="462.4852",="0",="0",="665.7576",="2356.7458",="0",="399.9569",="1369.1404",="5907.2344",="3035.5541",="3029.9774",="57.7518",="3.3762",="296.5598",="0",="1787.2073",="134.829",="85.9437",="143.8175",="2.1172",="0",="0",="283.9031",="0",="0",="0",="0",="64.2527",="234.4315",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpor4",="0",="0",="0",="117.1925",="0",="0",="405.7295",="0",="128.6512",="0",="184.5272",="0",="0",="91.4617",="65.8388",="10.2685",="0",="0",="135.8904",="0",="104.1438",="0",="0",="100.9257",="0",="0",="381.4204",="0",="0",="2.7656",="0",="177.0337",="0",="0",="0",="0",="0",="0",="0",="0",="139.2494",="0",="359.7965",="0",="0",="0",="144.9828",="97.2895",="171.0073",="385.3225",="602.5383",="0",="0",="2064.6178",="0",="1154.4841",="0",="617.3038",="374.7757",="0",="811.1987",="0",="0",="251.6489",="17.7362",="517.9165",="0",="666.6368",="0",="0",="0",="0",="88.8227",="0",="113.9828",="0",="229.3824",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="13.4146",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpor5",="0",="0",="0",="1074.1154",="0",="0",="1555.8014",="0",="931.3901",="0",="1903.9971",="0",="0",="3364.4342",="126.3072",="3473.6864",="222.7883",="4621.3055",="1012.517",="507.7093",="4963.7055",="741.5716",="634.8557",="85.3426",="1881.6555",="0",="1527.1983",="1917.5204",="640.125",="670.7009",="0",="790.4219",="47.0471",="0",="0",="0",="0",="0",="0",="221.4758",="276.8343",="217.8778",="5151.9281",="646.3449",="2193.8166",="0",="1700.9631",="1324.6551",="1405.278",="347.8411",="1064.5611",="0",="0",="1568.9786000000001",="0",="414.6854",="0",="1998.8656",="1126.6901",="3365.3021",="838.767",="1952.4709",="0",="2023.4902",="686.3638",="664.1602",="0",="2746.4178",="1507.5152",="338.3679",="847.5367",="2681.9006",="1381.8023",="0",="58.5519",="0",="423.9493",="0",="548.3916",="0",="0",="0",="0",="0",="0",="105.5716",="0",="577.5492",="0",="1661.7539",="0",="0",="0",="0",="0",="0",="0",="696.1674",="0"
="VISpor6a",="0",="0",="0",="369.6635",="0",="0",="693.7479",="0",="491.8774",="0",="0",="0",="0",="5.2194",="12.1724",="472.645",="741.7053",="91.1696",="52.0362",="526.2496",="983.0932",="405.0981",="0",="42.7699",="86.1411",="0",="490.9698",="620.0493",="0",="192.2749",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1004.298",="0",="1285.3837",="0",="513.125",="236.9177",="73.4058",="0",="0",="0",="0",="1102.3027",="0",="0",="716.9207",="0",="0",="4021.6512",="0",="0",="0",="567.5282",="441.043",="1100.317",="0",="1131.2445",="2418.6569",="1471.9068",="2415.861",="5944.4624",="293.5648",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="275.7566",="0",="121.4663",="0",="0",="0",="0",="0",="0",="0",="347.0624",="0"
="VISpor6b",="0",="0",="0",="373.3682",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="227.4216",="468.1274",="0",="0",="17.0283",="0",="514.6412",="0",="63.481",="63.0026",="0",="149.3658",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="22.3319",="0",="0",="0",="42.7653",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="134.9651",="0",="0",="443.7818",="0",="0",="0",="231.2453",="0",="0",="0",="230.4196",="758.5851",="320.9915",="122.7812",="5.3676",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="135.4796",="0"
="CP",="0",="0",="0",="2078.5704",="0",="0",="0",="0",="0",="0",="10196.7875",="0",="4496.177",="2887.0726",="0",="408.0217",="0",="1682.5951",="0",="0",="0",="0",="0",="7724.4179",="0",="0",="290.7634",="6051.4339",="6647.3057",="0",="0",="0",="0",="9601.1699",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="73625.164",="0",="27447.109",="60820.4949",="66103.3443",="3857.7902",="38920.4802",="10235.3015",="51198.1538",="27822.4228",="29784.1695",="14265.3236",="22941.393",="899.6843",="22064.9669",="0",="54192.7976",="31146.17",="0",="6450.593",="129521.97540000001",="0",="0",="25907.882700000002",="19573.3799",="0",="5411.9473",="0",="13421.0165",="15193.2358",="50823.1394",="1187.5194",="2757.3621",="13590.4035",="7730.102",="10042.93",="900.7425",="16897.9871",="7286.5138",="14796.2443",="35365.3562",="642.3258",="10137.9794",="14657.7616",="4184.5944",="1727.103",="6020.6178",="3270.6891",="620.4432",="457.2058",="465.1701",="742.5579",="945.8633",="559.3872",="590.5089"
="dhc",="0",="0",="0",="280.7864",="0",="1309.0174",="0",="0",="0",="0",="0",="341.1031",="0",="61.8964",="0",="0",="0",="0",="0",="0",="0",="0",="6.5291",="290.2557",="575.4114",="46.8446",="575.3181",="0",="0",="0",="0",="120.1892",="0",="0",="0",="0",="0",="0",="251.7487",="0",="2035.6027000000001",="0",="261.6808",="0",="143.3946",="38.9722",="0",="204.832",="1680.371",="0",="781.8705",="534.8576",="1213.3344",="180.69310000000002",="750.3507000000001",="0",="852.6789000000001",="540.5181",="1843.2698",="898.6229999999999",="1199.6897",="678.8749",="0",="0",="1105.4781",="241.4283",="0",="0",="0",="0",="0",="888.5445",="0",="0",="0",="0",="0",="0",="0",="195.161",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ccb",="0",="0",="0",="362.6441",="0",="0",="0",="0",="0",="0",="2399.311",="0",="0",="24.2328",="0",="0",="401.8454",="0",="0",="0",="0",="0",="0",="2654.6457",="0",="0",="0",="0",="1153.9109",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2324.9441",="0",="1467.1608",="758.2823",="3574.019",="77.3612",="1476.5888",="0",="182.2742",="356.2098",="5239.224",="58.9719",="31.9052",="2157.3884",="1719.7635",="0",="3262.3805",="9.7731",="0",="0",="3445.8346",="0",="555.4141",="4190.362",="0",="0",="0",="0",="153.9719",="65.7523",="1284.045",="0",="0",="135.5553",="0",="187.2624",="0",="140.2676",="0",="658.2704",="37.8462",="0",="0",="0",="0",="0",="204.4589",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd4",="0",="0",="0",="0",="19.6367",="0",="523.3668",="0",="0",="298.9844",="825.3163",="1598.9034",="0",="0",="0",="0",="0",="0",="0",="0",="227.1877",="0",="1435.3576",="0",="0",="0",="204.2379",="161.5007",="10.9253",="0",="0",="1608.874",="0",="624.0842",="0",="387.2644",="0",="42.5383",="0",="0",="0",="336.0834",="0",="625.0164",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="325.0975",="0",="0",="0",="311.4714",="0",="5.2009",="0",="0",="0",="0",="229.6392",="1534.3991",="1001.9519",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd5",="0",="0",="0",="0",="199.7055",="0",="133.3983",="0",="0",="162.5521",="718.2684",="425.8278",="411.2867",="0",="0",="0",="0",="0",="0",="0",="0",="0",="341.7437",="0",="0",="0",="23.2922",="275.0179",="10.4137",="0",="0",="667.2812",="0",="424.351",="0",="370.6998",="0",="219.2252",="0",="159.318",="0",="588.2359",="0",="288.7008",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="28.3922",="0",="0",="0",="9.8497",="0",="0",="0",="0",="0",="0",="0",="1137.4304",="51.4447",="0",="0",="0",="288.4213",="0",="85.7421",="0",="0",="0",="0",="0",="41.0134",="0",="0",="0",="222.1592",="0",="0",="0",="0",="0",="0",="0",="0",="148.3295",="0",="0",="0",="0",="0",="0"
="VISp6b",="0",="0",="0",="0",="509.4483",="104.0263",="246.7827",="0",="0",="97.8368",="262.2662",="0",="0",="0",="0",="415.3019",="0",="0",="320.9534",="0",="0",="0",="941.3279",="0",="1028.9533999999999",="210.2148",="277.8635",="0",="0",="0",="123.7277",="0",="0",="0",="0",="0",="75.7607",="90.1809",="0",="42.212",="232.0908",="0",="0",="0",="128.155",="120.8859",="42.982",="0",="1549.2378",="0",="0",="132.5548",="878.8109",="48.7311",="202.5137",="0",="76.4076",="81.197",="72.1381",="442.8548",="195.1152",="140.3983",="0",="7.3279",="2262.3743",="2248.5156",="480.7506",="45.387",="1112.1988",="51.1423",="3314.437",="1373.0103",="48.9173",="319.8728",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="153.5529",="0",="0",="0",="0",="265.5573",="0",="269.2188",="254.9716",="0",="0",="0",="0"
="RSPagl2/3",="0",="0",="0",="0",="25.9315",="0",="0",="0",="0",="0",="0",="0",="0",="16.3935",="344.3408",="0",="397.8257",="0",="2.4697",="0",="0",="0",="0",="0",="0",="894.9331",="0",="0",="2.945",="116.077",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1818.8099",="1517.2531",="279.2566",="935.8925",="590.2819",="0",="0",="0",="1543.3174",="203.4839",="0",="0",="0",="20.0414",="705.5051",="0",="212.1547",="643.6492",="0",="624.8118",="1043.3093",="835.2585",="3100.1007",="0",="0",="0",="0",="0",="336.4628",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5.8997",="0",="0",="0",="0",="0"
="RSPagl5",="0",="0",="0",="0",="81.532",="0",="0",="0",="0",="0",="0",="0",="0",="254.9027",="46.3485",="0",="82.4992",="0",="986.0018",="0",="0",="0",="0",="0",="0",="1055.9287",="0",="0",="183.3745",="532.1927",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="670.0985",="1030.5953",="0",="0",="824.0596",="0",="0",="0",="805.4945",="359.7033",="0",="142.3765",="0",="0",="0",="0",="0",="0",="0",="870.1819",="606.7352999999999",="2854.3355",="939.682",="0",="1568.6068",="0",="3463.0759",="0",="680.3353",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="242.9874",="0",="0",="0",="0",="0",="0",="0"
="RSPd5",="0",="0",="0",="0",="268.5786",="0",="0",="0",="0",="0",="0",="0",="0",="0",="19.1057",="0",="0",="0",="0",="0",="0",="0",="762.2242",="0",="716.1444",="0",="0",="0",="0",="2025.5847",="18.7064",="0",="0",="0",="0",="0",="366.344",="0",="0",="279.9688",="0",="0",="0",="0",="1559.3953",="979.5022",="0",="0",="330.6864",="0",="318.3324",="0",="1226.6377",="0",="0",="0",="0",="0",="398.9416",="0",="0",="0",="0",="0",="5291.6536",="7817.3462",="1614.5455",="0",="2540.8885",="0",="888.6228",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPd6a",="0",="0",="0",="0",="33.6939",="0",="0",="0",="0",="0",="0",="0",="0",="570.5176",="1163.3433",="0",="0",="0",="1876.6575",="0",="0",="0",="7.4726",="0",="937.1663",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="646.222",="0",="0",="0",="919.3587",="0",="0",="0",="802.7239",="720.1697",="0",="266.8274",="0",="0",="17.1955",="0",="1407.0314",="0",="0",="0",="0",="129.9963",="0",="346.4711",="0",="0",="0",="452.3886",="3764.1743",="13074.0215",="2901.6563",="666.1101",="3790.7136",="0",="633.8376",="295.7777",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPd6b",="0",="0",="0",="0",="128.2044",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="12.994",="0",="0",="0",="0",="198.7148",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="34.6258",="0",="5.8375",="0",="0",="0",="0",="29.1929",="67.40029999999999",="35.5849",="0",="0",="0",="0",="37.8933",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPv5",="0",="0",="0",="0",="2244.168",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1340.209",="0",="0",="0",="0",="0",="0",="0",="52.3965",="0",="12.2666",="508.5639",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="53.8568",="661.9842",="0",="0",="0",="841.9631",="0",="0",="0",="1945.9608",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="312.9863",="5034.3699",="2979.3665",="584.3453",="199.6235",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPv6a",="0",="0",="0",="0",="335.5282",="0",="0",="0",="0",="0",="0",="0",="0",="0",="840.5132",="0",="0",="0",="0",="0",="0",="0",="737.1009",="0",="0",="595.0375",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="428.8247",="0",="0",="0",="0",="17.69",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2156.9836999999998",="3971.8865",="1401.8341",="31.3161",="588.6847",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISa1",="0",="0",="0",="0",="112.0941",="0",="28.9201",="18.0927",="541.5421",="507.7419",="0",="0",="0",="0",="0",="0",="1770.6932",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1630.9604",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="133.4169",="0",="646.6136",="0",="0",="282.4638",="0",="0",="0",="0",="0",="0",="257.0913",="0",="0",="485.37",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISa4",="0",="0",="0",="0",="185.5677",="0",="85.2724",="0",="161.4451",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="142.4132",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISa5",="0",="0",="0",="0",="1587.2569",="0",="1638.7186",="0",="183.6056",="0",="0",="0",="0",="0",="0",="0",="249.4582",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1689.7318",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1191.0057",="0",="0",="0",="0",="0",="0",="0",="0",="255.6049",="0",="0",="0",="0",="0",="0",="0",="0",="22.3128",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTm3",="0",="0",="0",="0",="0",="7.6625",="0",="0",="0",="0",="0",="0",="0",="0",="1304.6481",="495.3488",="161.6578",="396.5677",="780.3111",="242.7222",="779.2942",="13.954",="0",="0",="383.8029",="0",="440.0648",="214.3014",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="36.8596",="152.8574",="277.4609",="130.659",="0",="0",="0",="0",="551.0972",="85.2294",="0",="0",="0",="0",="0",="24.6714",="0",="0",="1075.529",="0",="0",="0",="0",="0",="0",="464.2202",="0",="126.9618",="0",="142.8067",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTm5",="0",="0",="0",="0",="0",="139.2558",="0",="0",="0",="0",="0",="0",="0",="410.8756",="1459.8245",="706.942",="0",="0",="652.1352",="0",="581.1914",="131.6521",="0",="0",="155.9261",="0",="592.8127",="862.423",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="205.5387",="199.1146",="144.4016",="0",="0",="0",="595.4698",="250.0588",="0",="0",="0",="0",="0",="0",="282.7671",="0",="0",="711.6985",="0",="0",="3523.1985999999997",="0",="0",="0",="170.8312",="0",="579.8532",="0",="111.9898",="1370.9134",="0",="0",="0",="0",="0",="0",="0",="0",="12.5427",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTm6",="0",="0",="0",="0",="0",="110.7539",="0",="0",="0",="0",="0",="0",="0",="1684.8253",="0",="0",="0",="536.3292",="0",="366.5582",="0",="0",="80.2004",="0",="0",="0",="413.9571",="77.2335",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="189.6531",="0",="0",="0",="0",="361.5945",="84.4752",="0",="0",="0",="0",="0",="0",="68.6918",="0",="0",="270.8603",="0",="0",="2373.7312",="0",="0",="0",="618.9644",="0",="8.9636",="0",="0",="532.8894",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ec",="0",="0",="0",="0",="0",="124.4448",="0",="0",="0",="0",="0",="0",="1134.5124",="950.8718",="322.2493",="1303.1794",="0",="1676.8474",="114.639",="1065.0023",="0",="0",="665.5059",="172.9863",="616.9473",="0",="176.1479",="1825.6765",="0",="0",="0",="63.524",="0",="0",="1463.1722",="0",="0",="0",="192.8639",="0",="1518.0613",="77.3799",="787.7161",="0",="0",="93.6054",="175.1343",="0",="21.8372",="0",="283.4097",="0",="0",="776.099",="202.4342",="0",="876.8765",="0",="37.0935",="559.8719",="0",="0",="0",="219.4874",="40.36",="712.2099",="0",="946.1355",="388.3207",="189.0526",="618.2543",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="146.9436",="0",="58.9717",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd1",="0",="0",="0",="0",="0",="0",="24.1355",="908.3051",="0",="702.8992",="0",="4909.8281",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4722.1139",="0",="0",="0",="709.2903",="0",="339.9581",="0",="0",="0",="0",="229.5292",="0",="0",="0",="0",="0",="0",="0",="171.1047",="0",="367.8877",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4.705",="0",="0",="0",="985.5943",="0",="1502.4674",="0",="0",="0",="0",="0",="2021.0032",="172.3767",="0",="0",="0",="0",="29.1768",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="359.4682",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd2/3",="0",="0",="0",="0",="0",="0",="1681.8022",="311.8712",="0",="832.0643",="7.6968",="4665.493",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3900.9372",="0",="0",="0",="146.9834",="0",="623.2228",="0",="0",="2199.5513",="0",="198.8875",="0",="171.2985",="0",="112.2069",="0",="0",="0",="446.5986",="0",="1787.6173",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="66.9471",="0",="165.1675",="0",="896.369",="0",="1522.2261",="0",="0",="0",="0",="611.7688",="8454.2239",="130.403",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="399.7867",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSs1",="0",="0",="0",="0",="0",="0",="1089.7953",="0",="0",="0",="412.571",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="88.0986",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="527.2858",="197.6352",="0",="0",="0",="0",="185.7018",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSs2/3",="0",="0",="0",="0",="0",="0",="3575.5796",="0",="0",="0",="149.0318",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="353.0567",="0",="0",="0",="0",="0",="124.862",="0",="0",="53.3792",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2206.6293",="0",="0",="0",="0",="0",="2431.3727",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDd2/3",="0",="0",="0",="0",="0",="0",="12.4509",="0",="0",="0",="1133.826",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="530.4081",="0",="0",="0",="0",="80.8322",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDp6b",="0",="0",="0",="0",="0",="0",="286.6347",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="126.0197",="0",="0",="0",="0",="45.427",="0",="0",="0",="0",="0",="0",="0",="0",="144.7383",="0",="0",="0",="85.702",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="13.5344",="0",="0",="135.3752",="0",="248.8353",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo6b",="0",="0",="0",="0",="0",="0",="435.2782",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="208.1659",="0",="0",="0",="0",="0",="38.499",="10.3285",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="67.1107",="24.5253",="0",="0",="0",="0",="0",="0",="0",="154.6168",="0",="0",="38.8924",="0",="0",="323.5759",="0",="0",="150.4787",="0",="59.2414",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="137.5861",="0",="0",="52.0655",="0",="0",="0",="0",="0",="0",="0",="0",="34.7659",="0",="223.104",="24.6051",="0",="0",="0",="0",="0"
="AUDv6a",="0",="0",="0",="0",="0",="0",="480.1865",="0",="243.7868",="0",="0",="0",="0",="0",="779.4313",="0",="0",="0",="0",="36.0573",="494.2488",="1574.2873",="0",="0",="0",="156.0732",="0",="0",="0",="0",="0",="0",="0",="0",="509.5192",="0",="0",="0",="0",="264.9979",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="154.7115",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="427.1509",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="77.0163",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDv6b",="0",="0",="0",="0",="0",="0",="422.216",="0",="0",="0",="0",="0",="264.0386",="0",="0",="0",="0",="0",="0",="537.7426",="0",="371.086",="0",="0",="0",="294.3402",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="117.8703",="0",="7.852",="0",="0",="0",="0",="0",="0",="0",="0",="491.0098",="0",="0",="653.086",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="142.8401",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISa6a",="0",="0",="0",="0",="0",="0",="211.7482",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="13.774",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="75.209",="0",="319.6714",="319.0057",="0",="0",="0",="0",="692.1097",="0",="0",="0",="0",="206.6889",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1674.9205",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
