 ,220239_105,221057_053,221057_056,221057_073,221364_007,221364_009,221364_022,221364_023,221364_029,221364_032,221364_034,221364_035,221364_037,221364_039,221364_040,221364_041,221364_049,221364_050,221364_063,221364_064,221364_065,221364_073,221364_074,221364_076,221364_077,221364_115,221364_116,221364_117,221364_119,221365_029,221365_083,221365_099,221416_021,221703_179,221703_216,221703_223,221703_224,221719_051,221728_166,221728_167,221728_169,221728_172,221728_175,221728_177,230011_181,230011_184,230011_185,230011_188,230011_189,230011_190,230011_193,230011_194,230011_203,230113_008,233795_113,233795_114,233795_115,233795_116,233795_117,233795_119,233795_120,233795_122,233795_123,233795_129,221089_022,221089_024,221089_038,221089_039,221089_130,221089_131,221089_132,221089_133,221090_105,221364_072,221365_084,221478_204,221478_212,221478_215,221479_143,221479_148,221703_171,221703_173,221703_176,221719_053,221719_055,220191_016,220239_017,221089_026,221089_129,221416_014,221416_016,221416_020,221474_208,221475_266,221476_040,221476_054,221476_060,221476_079,221476_081,221476_095,221476_101,221478_205,221479_147,220191_014,221475_222,221476_055,221476_078,221365_038,221365_064,221367_114,221367_129,221476_037,221476_039,221478_229,221511_042,233285_043,233285_096,233795_121,233282_055,233285_042
="VISl6a",="0",="0",="724.4457",="412.7147",="0",="0",="0",="0",="1626.7368",="0",="0",="0",="0",="0",="0",="0",="0",="64.9161",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="896.1882",="0",="0",="30.6757",="0",="0",="0",="316.1146",="0",="0",="0",="0",="188.8675",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="40.2236",="2174.7778",="0",="299.1706",="604.904",="0",="0",="267.9575",="0",="0",="0",="1161.6324",="0",="823.894",="0",="0",="92.0494",="0",="0",="372.1954",="0",="0",="0",="0",="1435.5248",="2069.1733",="1214.3065",="0",="404.8827",="667.3192",="316.1206",="0",="0",="0",="0",="0",="0",="0",="0",="0",="415.5481",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2430.3595",="0",="0",="0"
="ACAd5",="0",="0",="267.6486",="0",="5362.3007",="0",="0",="0",="0",="471.9536",="0",="0",="0",="0",="1543.5415",="0",="0",="0",="0",="0",="0",="0",="0",="74.4368",="0",="0",="0",="3226.6575",="0",="1243.5302",="0",="0",="0",="1208.2959",="1850.8475",="0",="0",="0",="216.1973",="0",="1995.5392",="1493.5345",="376.9074",="0",="0",="0",="0",="0",="1224.7203",="0",="0",="1495.8056",="3282.5486",="0",="0",="0",="28.5007",="0",="0",="0",="0",="0",="0",="0",="650.8722",="0",="0",="1121.4647",="3055.2403",="1154.337",="2621.2893",="0",="998.9516",="0",="0",="0",="0",="1942.7563",="0",="0",="2265.5066",="7891.0132",="2417.1289",="0",="1387.8303",="0",="0",="1694.9557",="0",="1265.859",="0",="0",="527.5302",="0",="1507.6429",="37.946",="297.873",="1562.7159",="0",="0",="0",="1170.8506",="0",="0",="250.3984",="0",="3858.6762",="0",="0",="0",="0",="0",="106.24",="0",="0",="0",="0",="0",="0",="0"
="ACAd6a",="0",="0",="263.233",="0",="2183.404",="0",="0",="0",="0",="622.6942",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2460.0731",="0",="227.0509",="0",="0",="0",="383.1041",="92.6729",="0",="0",="0",="0",="0",="650.7704",="725.2764",="394.8833",="0",="0",="0",="0",="0",="349.687",="0",="0",="239.6886",="2082.7493",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2725.5972",="0",="0",="1240.6733",="3692.2002",="1741.0052",="3046.2895",="0",="616.9609",="0",="0",="0",="0",="590.7413",="0",="0",="1648.0123",="3869.722",="1518.0625",="0",="0",="0",="0",="592.3415",="276.0616",="3468.0041",="86.2302",="0",="501.7583",="0",="185.17",="341.1851",="0",="3162.2554",="0",="3710.0487000000003",="660.5478",="113.476",="0",="0",="2944.3373",="3057.0962",="755.331",="0",="0",="0",="0",="0",="678.6507",="0",="0",="0",="0",="0",="0",="0"
="VISa6b",="0",="0",="172.9101",="271.4758",="64.3794",="53.4532",="0",="189.8709",="41.0917",="66.2475",="178.5404",="63.0049",="545.3389999999999",="52.069",="0",="526.7986",="100.1088",="65.1924",="529.0895",="101.2796",="0",="276.2143",="53.3372",="57.6533",="208.1603",="106.1623",="63.4697",="88.3377",="0",="0",="63.044",="38.3592",="0",="99.0833",="21.6493",="60.898",="52.592",="24.566",="168.1932",="41.111",="61.9562",="49.1517",="48.6495",="45.7059",="340.9753",="0",="60.8213",="79.9448",="137.9696",="415.55179999999996",="265.3041",="79.4385",="598.1723999999999",="0",="0",="100.2669",="68.5251",="95.1091",="218.6714",="510.0731",="170.13819999999998",="38.6412",="92.708",="87.8515",="106.4215",="139.0145",="57.6603",="162.8026",="150.3008",="629.1443999999999",="57.2691",="403.2715",="67.7712",="54.4449",="275.5168",="63.6644",="65.4056",="46.4047",="0",="61.7977",="269.4909",="353.3275",="502.4072",="591.1709",="172.9175",="92.9824",="0",="107.2485",="58.1446",="52.6038",="53.2849",="172.676",="39.7133",="49.5303",="228.9569",="44.3553",="223.2217",="798.7163",="37.0754",="103.932",="465.652",="72.4042",="135.4982",="263.7237",="624.0812",="2055.2783",="493.8533",="50.8511",="212.0998",="0",="238.4226",="206.7824",="33.6995",="121.0092",="59.4278",="217.6198",="355.9442",="73.8002",="67.6517",="393.9827"
="VISrl5",="0",="0",="66.6941",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="185.8279",="1008.7799",="801.3922",="1459.6726",="1254.5058",="660.4735",="1040.8834",="3500.1547",="1427.5291",="2380.754",="0",="917.0412",="43.0321",="424.0939",="0",="913.7014",="0",="0",="0",="0",="1070.279",="1938.6677",="4749.3633",="0",="0",="337.3762",="0",="1225.7364",="333.6736",="0",="0",="0",="0",="360.867",="345.1581",="686.0806",="0",="1033.4265",="800.5899",="2378.3057",="8372.7912",="1403.5353",="3796.1345",="1400.2828",="2719.1000000000004",="1223.275",="4459.7909",="6074.1267",="185.9017",="0",="103.6114",="3576.2577",="0",="0",="0",="0",="1532.1886",="2457.4188",="3039.4583",="667.3677",="0",="137.842",="0",="0",="0",="624.676",="438.2921",="0",="1178.8281",="0",="0",="0",="118.5204",="0",="0",="0",="1108.6333",="64.9462",="0",="513.4188",="0",="2427.0501",="0",="0",="0",="804.1301",="1116.2208",="0",="0",="0",="2256.1148",="0",="0",="619.212",="0",="765.1544",="970.6293",="0",="0",="0",="120.9612",="0",="659.9459",="0",="259.0081"
="ENTl1",="0",="0",="0",="42.3712",="0",="0",="0",="0",="0",="0",="0",="0",="0",="423.6948",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2093.9765",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl2",="0",="0",="0",="9106.0589",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4258.1028",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1545.1871",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2105.2441",="0",="0",="0",="0",="0",="0",="0",="0",="456.0808",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl3",="0",="0",="0",="5536.198",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2830.7632",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1773.0529",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl5",="0",="0",="0",="2334.3488",="0",="0",="0",="0",="0",="0",="0",="0",="0",="618.7886",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="34.5745",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2.3146",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="56.1202",="499.2682",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="325.5803",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2387.5146",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTm2",="0",="0",="0",="201.8303",="0",="0",="0",="0",="0",="0",="0",="0",="0",="385.4329",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTm3",="0",="0",="0",="465.2928",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2.4497",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="835.7794",="0",="0",="0",="0",="0",="0",="0",="12.9579",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTm5",="0",="0",="0",="1059.475",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="57.5083",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="297.9474",="107.2376",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1418.8321",="0",="0",="0",="0",="0",="0",="0",="471.9036",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl5",="0",="0",="0",="276.4979",="0",="0",="0",="0",="428.4822",="0",="0",="0",="0",="204.1433",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1023.9431",="387.93",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="492.7564",="0",="1119.8483",="0",="0",="0",="0",="923.8356",="0",="0",="0",="371.1143",="161.4367",="0",="0",="0",="392.1305",="0",="0",="0",="0",="0",="679.6688",="143.3886",="0",="945.3484",="0",="236.1981",="0",="0",="224.8177",="0",="0",="434.3998",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl6a",="0",="0",="0",="52.2864",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="79.8355",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="18.3693",="0",="630.9896",="0",="0",="0",="0",="627.4053",="0",="0",="0",="0",="0",="0",="0",="0",="198.6373",="0",="0",="0",="0",="0",="151.7264",="0",="0",="484.266",="0",="453.1916",="0",="0",="159.7967",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm2/3",="0",="0",="0",="144.0066",="0",="1591.593",="1308.6404",="0",="1765.1012",="5817.4389",="9.985",="200.7431",="0",="0",="54.5506",="0",="0",="0",="741.7908",="0",="0",="0",="0",="0",="0",="0",="224.5144",="1190.7472",="716.473",="0",="195.3145",="0",="0",="420.2528",="1152.4976",="0",="537.7342",="0",="0",="283.479",="0",="0",="508.8126",="183.8212",="0",="0",="0",="0",="159.8927",="0",="0",="0",="4.51",="0",="0",="54.3847",="0",="80.85130000000001",="0",="524.7535",="0",="0",="411.9552",="1327.0883",="0",="0",="0",="0",="1289.7781",="765.7518",="930.2976",="0",="307.4123",="0",="373.2894",="1518.0741",="711.1576",="291.0348",="0",="97.0075",="0",="1994.7725",="4195.5213",="0",="1276.5208",="0",="0",="721.4071",="996.0524",="0",="2690.4044000000004",="0",="1062.4988",="0",="1492.9802",="140.5506",="0",="0",="0",="2579.6907",="593.4033",="704.729",="2930.3531",="0",="0",="0",="0",="0",="0",="0",="6.6827",="0",="0",="109.5775",="215.902",="0",="126.6598",="0",="0",="0"
="VISpm4",="0",="0",="0",="82.8474",="0",="104.6349",="0",="0",="333.0712",="694.1905",="0",="4.5682",="0",="0",="15.8599",="0",="0",="0",="238.3211",="0",="0",="206.5385",="0",="0",="0",="0",="0",="299.7248",="190.0229",="0",="0",="0",="0",="0",="0",="130.6258",="0",="0",="0",="96.2462",="0",="0",="65.8081",="102.121",="0",="0",="0",="0",="0",="0",="0",="0",="550.0721",="0",="0",="0",="0",="0",="0",="140.0219",="0",="0",="39.7966",="804.6349",="0",="0",="0",="47.9749",="0",="102.2176",="173.4202",="0",="0",="0",="0",="574.2281",="136.7141",="0",="0",="0",="0",="332.4814",="946.5141",="0",="1688.5278",="0",="0",="115.1964",="418.5144",="0",="179.8083",="0",="235.9955",="0",="290.304",="0",="0",="0",="0",="107.3357",="77.3393",="0",="1228.9497",="0",="0",="0",="0",="0",="0",="0",="106.9388",="5.2623",="0",="0",="87.7879",="0",="489.0288",="0",="0",="333.6277"
="VISpm5",="0",="0",="0",="667.2379",="1078.3949",="322.5076",="0",="0",="299.9419",="708.1455",="0",="90.9055",="195.7497",="0",="469.2841",="120.7178",="0",="0",="836.1013",="296.1048",="0",="58.7975",="0",="0",="0",="137.4632",="0",="1309.7264",="912.429",="0",="0",="0",="0",="0",="0",="215.2433",="668.715",="0",="0",="1108.1606",="0",="304.2714",="0",="17.3207",="0",="0",="397.5817",="284.8531",="0",="0",="0",="0",="13.5574",="0",="0",="0",="0",="0",="0",="629.1275",="0",="0",="377.0352",="804.39",="0",="0",="841.2892",="2.2468",="0",="849.9667",="943.8547",="341.2251",="0",="0",="0",="709.0568",="652.5616",="0",="0",="416.9871",="0",="772.8275",="3708.095",="0",="2017.333",="636.956",="91.9444",="1162.1962",="1411.2718",="0",="2203.0054",="107.7829",="2031.0666",="0",="67.0745",="0",="0",="0",="0",="234.4",="315.9946",="124.7639",="1977.1554",="246.9212",="0",="0",="1524.1506",="0",="0",="0",="2119.4938",="154.3405",="0",="823.0227",="872.2504",="379.5776",="949.1798",="413.7527",="0",="107.3052"
="VISpor5",="0",="0",="0",="1177.8145",="0",="0",="0",="0",="176.2599",="0",="0",="0",="0",="340.7265",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="463.7652",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="49.4905",="1728.6005",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="224.6702",="839.4168",="1148.0478",="0",="0",="0",="0",="0",="0",="876.538",="626.0777",="659.3974",="0",="0",="0",="416.2574",="0",="0",="0",="0",="0",="0",="0",="814.0327",="0",="0",="0",="5.095",="1057.5334",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1016.3787",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISrl6a",="0",="0",="0",="270.3521",="0",="0",="0",="115.3904",="0",="0",="0",="0",="0",="0",="0",="503.3573",="0",="0",="1154.4333",="0",="0",="4.7978",="303.1566",="414.3394",="238.0668",="0",="163.4469",="0",="0",="0",="998.971",="0",="0",="0",="0",="212.3193",="527.0239",="346.435",="0",="0",="124.3147",="0",="0",="0",="0",="0",="0",="0",="0",="11.614",="0",="834.1687",="313.9591",="0",="330.361",="225.7026",="0",="477.3438",="133.2497",="0",="185.8728",="235.2771",="0",="0",="823.2993",="1386.4914",="347.7763",="0",="0",="415.1434",="0",="658.016",="281.6487",="205.4328",="73.18130000000001",="399.5759",="816.799",="0",="0",="0",="749.9748",="960.3339",="0",="379.9006",="494.5309",="0",="0",="165.4399",="770.0678",="539.7867",="0",="450.9849",="781.8372",="0",="285.7186",="0",="1056.2111",="0",="0",="0",="284.4599",="997.693",="0",="0",="3890.724",="2698.6916",="0",="0",="256.8497",="0",="0",="464.9881",="0",="0",="0",="111.2724",="0",="0",="0",="0"
="PERI5",="0",="0",="0",="106.1966",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="33.4128",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1266.4324",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="or",="0",="0",="0",="460.2564",="0",="0",="0",="119.8511",="348.3314",="0",="0",="0",="0",="0",="0",="616.546",="389.4416",="8.0684",="224.62349999999998",="0",="0",="484.6055",="528.6549",="820.5045",="1400.2507",="17.3351",="2025.5430000000001",="78.6529",="0",="0",="1019.1451",="0",="0",="908.26",="0",="477.8299",="155.3797",="182.1221",="1308.4982",="0",="562.4029",="0",="297.6349",="126.9916",="241.3739",="0",="0",="2132.1171",="0",="851.1515",="0",="0",="3146.7967",="0",="257.6468",="450.593",="178.3836",="675.9376",="47.2337",="78.2977",="617.6839",="0",="34.8198",="0",="1595.7222",="1896.8882",="0",="1149.0982",="0",="26.6867",="913.7976",="0",="2046.4861",="14.188",="1698.0916",="1102.376",="1701.0516",="514.5579",="1360.7072",="0",="636.4901",="809.724",="341.9471",="965.6256",="1542.3855",="0",="0",="1167.806",="0",="1367.793",="748.4647",="315.5948",="509.1075",="0",="3382.2163",="2354.8817",="3565.739",="1502.9625",="0",="0",="1420.8221",="1559.932",="747.7369",="0",="499.4043",="1074.034",="402.1818",="1459.6114",="2202.7744",="68.0709",="578.6362",="1031.8863",="1642.7365",="1457.9846",="370.9867",="1546.0483",="0",="1445.4778",="3938.3293",="1232.3788"
="MOs6b",="0",="0",="0",="0",="170.591",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="349.0904",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="42.9332",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="10.7811",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="294.497",="0",="0",="0",="32.4059",="0",="0",="95.9564",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="14.0121",="0",="0",="143.3779",="69.3981",="107.7732",="0",="0",="0",="0",="91.6319",="0",="0",="0",="0",="120.8464",="0",="292.1378",="0",="0",="0",="59.9859",="308.507",="37.966",="483.3947",="49.9047",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISp2/3",="0",="0",="0",="0",="1242.6588",="361.8312",="430.908",="0",="0",="0",="1503.0854",="14.7409",="0",="0",="43.5949",="0",="0",="0",="1116.7756",="0",="0",="3075.3572",="1105.6346",="335.4817",="370.755",="0",="0",="550.4205",="805.7944",="1402.661",="854.7469",="0",="0",="0",="0",="684.8759",="2586.3591",="992.5752",="0",="12.849",="0",="0",="925.1754",="0",="0",="0",="0",="0",="275.8807",="254.6317",="290.4351",="0",="262.3031",="125.8841",="0",="2126.5039",="249.4065",="45.2676",="0",="760.8703",="0",="5335.4505",="1064.9726",="2686.1234",="0",="0",="0",="2423.5005",="3234.012",="0",="13.4145",="1442.3249",="83.4782",="2186.4911",="1.3556",="562.1828",="453.5142",="1163.5749",="0",="416.4009",="127.5793",="80.8988",="3777.4634",="1595.3463000000002",="1514.0562",="0",="0",="0",="0",="29.6396",="6628.539400000001",="0",="0",="0",="258.0486",="0",="855.8924",="0",="0",="692.0058",="5123.9192",="64.5835",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="39.0123",="789.2414",="573.8575",="0",="0",="18.3524"
="VISp4",="0",="0",="0",="0",="710.6312",="74.2582",="0",="0",="0",="0",="368.149",="0",="0",="0",="0",="0",="0",="0",="390.3407",="0",="0",="723.9200000000001",="239.125",="111.3848",="184.8474",="0",="0",="135.2054",="0",="0",="138.1484",="15.116",="0",="0",="17.5188",="233.838",="715.8141",="235.3396",="0",="0",="0",="0",="344.3278",="908.9986",="0",="0",="0",="293.6185",="0",="51.7761",="207.577",="0",="184.0646",="229.4962",="130.4202",="0",="41.9805",="0",="0",="398.01099999999997",="0",="571.7374",="343.7037",="289.1895",="0",="0",="0",="1054.0914",="389.4436",="0",="0",="667.0889",="726.3646",="88.417",="135.4718",="32.1739",="423.0626",="0",="0",="124.7165",="0",="0",="695.6619",="2313.7958",="1676.2658",="0",="0",="0",="0",="0",="160.5079",="0",="0",="0",="0",="0",="56.3214",="0",="0",="0",="1303.6083",="0",="0",="0",="0",="0",="0",="0",="0",="0",="257.9764",="0",="0",="0",="0",="1921.1739",="354.5616",="0",="0",="3797.4654"
="ACAd1",="0",="0",="0",="0",="5532.0562",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5142.4118",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="103.0829",="0",="261.4835",="0",="0",="0",="3709.7231",="37.9901",="0",="0",="0",="0",="0",="0",="2628.3884",="0",="0",="22.3553",="0",="0",="0",="0",="0",="0",="5309.1996",="17003.5207",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="342.7931",="4540.9976",="0",="3453.6175",="3233.261",="6727.5542000000005",="0",="61.8818",="0",="2409.7897",="9035.9139",="0",="0",="4860",="3515.4926",="188.3367",="0",="9316.999099999999",="0",="0",="1567.6223",="0",="674.6335",="0",="0",="2311.4712",="0",="331.1716",="0",="345.087",="1178.019",="0",="0",="553.2154",="4754.8292",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ACAd2/3",="0",="0",="0",="0",="5930.3734",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4299.9113",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="197.1462",="0",="3363.2576",="0",="0",="0",="1058.7754",="936.1876",="0",="0",="0",="0",="0",="0",="2379.9563",="120.5435",="0",="0",="0",="0",="0",="0",="0",="0",="1606.413",="1806.7276",="0",="0",="0",="180.4549",="0",="0",="0",="0",="0",="0",="0",="67.829",="0",="0",="479.9389",="2161.3309",="452.41",="1623.3892",="157.5915",="659.6807",="0",="187.3506",="0",="226.2186",="2885.7983",="0",="0",="3427.4741",="819.8953",="320.5868",="0",="1793.1249",="0",="0",="2227.7395",="0",="2594.4923",="0",="0",="11437.7624",="0",="111.7652",="0",="1214.3736",="625.8233",="0",="0",="113.3989",="2382.311",="0",="0",="0",="0",="0",="0",="0",="0",="0",="123.1069",="0",="0",="0",="0",="0",="0",="0",="0"
