 ,220239_105,221057_053,221057_056,221057_073,221364_007,221364_009,221364_022,221364_023,221364_029,221364_032,221364_034,221364_035,221364_037,221364_039,221364_040,221364_041,221364_049,221364_050,221364_063,221364_064,221364_065,221364_073,221364_074,221364_076,221364_077,221364_115,221364_116,221364_117,221364_119,221365_029,221365_083,221365_099,221416_021,221703_179,221703_216,221703_223,221703_224,221719_051,221728_166,221728_167,221728_169,221728_172,221728_175,221728_177,230011_181,230011_184,230011_185,230011_188,230011_189,230011_190,230011_193,230011_194,230011_203,230113_008,233795_113,233795_114,233795_115,233795_116,233795_117,233795_119,233795_120,233795_122,233795_123,233795_129,221089_022,221089_024,221089_038,221089_039,221089_130,221089_131,221089_132,221089_133,221090_105,221364_072,221365_084,221478_204,221478_212,221478_215,221479_143,221479_148,221703_171,221703_173,221703_176,221719_053,221719_055,220191_016,220239_017,221089_026,221089_129,221416_014,221416_016,221416_020,221474_208,221475_266,221476_040,221476_054,221476_060,221476_079,221476_081,221476_095,221476_101,221478_205,221479_147,220191_014,221475_222,221476_055,221476_078,221365_038,221365_064,221367_114,221367_129,221476_037,221476_039,221478_229,221511_042,233285_043,233285_096,233795_121,233282_055,233285_042
="VISpl1",="0",="0",="0",="0",="0",="0",="0",="0",="387.8835",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="104.3061",="0",="0",="0",="20.4824",="0",="0",="2095.054",="0",="0",="1343.7369",="2278.4753",="2754.7467",="0",="0",="0",="685.3733",="109.0867",="0",="0",="0",="0",="0",="14.5396",="0",="79.0512",="0",="0",="0",="0",="0",="0",="0",="84.678",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl2/3",="0",="0",="0",="0",="0",="0",="0",="0",="262.0366",="0",="0",="0",="0",="301.7787",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="195.0159",="466.549",="113.7991",="0",="0",="0",="0",="1372.5671",="0",="0",="471.9286",="96.3534",="497.8642",="0",="0",="0",="190.7657",="0",="0",="0",="0",="0",="0",="774.2563",="0",="104.1578",="0",="0",="0",="0",="0",="0",="0",="292.8905",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl4",="0",="0",="0",="0",="0",="0",="0",="0",="85.3034",="0",="0",="0",="0",="132.4388",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="42.0014",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="65.9588",="0",="0",="0",="0",="0",="0",="374.0152",="0",="0",="331.903",="116.412",="63.6893",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="87.4191",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli5",="0",="0",="0",="0",="0",="0",="0",="0",="451.7348",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="70.0048",="0",="0",="0",="0",="311.0175",="0",="84.8099",="0",="0",="0",="0",="0",="0",="25.4079",="1083.3382",="0",="0",="0",="0",="0",="0",="0",="1996.537",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="127.7168",="588.7816",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="556.0478",="0",="0",="311.0217",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="500.5482",="0",="0",="0"
="VISli6a",="0",="0",="0",="0",="0",="0",="0",="0",="531.3244",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="22.7205",="0",="0",="0",="0",="27.7446",="0",="0",="0",="0",="0",="0",="0",="663.7871",="0",="923.602",="364.0587",="0",="0",="0",="0",="0",="0",="1153.6294",="0",="509.4284",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="269.3143",="1525.09",="55.6084",="0",="0",="359.7896",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="926.2505",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1240.8471",="0",="0",="0"
="RSPv1",="0",="0",="0",="0",="0",="0",="0",="0",="844.9742",="0",="0",="0",="0",="0",="0",="0",="0",="112.3063",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1106.6005",="0",="0",="1154.3873",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="186.3093",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="6322.0918",="0",="6634.5594",="474.426",="884.8487",="5720.8617",="0",="0",="0",="100.3123",="849.2939",="4237.8998",="3488.0715",="0",="3099.9162",="131.8897",="1830.3826",="0",="0",="47.7808",="0",="0",="2209.5235000000002",="0",="2763.7582",="0",="2991.7357",="0",="0",="0",="0",="0",="0",="0",="26.4485",="0",="1082.1991",="158.3265",="0",="0",="149.5211",="0",="0",="339.8133",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPv2/3",="0",="0",="0",="0",="0",="0",="0",="0",="1231.4882",="0",="0",="0",="0",="0",="0",="0",="0",="224.3613",="0",="0",="0",="0",="0",="0",="62.0435",="0",="0",="0",="0",="0",="0",="0",="0",="355.5697",="0",="0",="1391.7767",="0",="0",="0",="0",="0",="0",="0",="12.8192",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="755.5601",="0",="0",="0",="0",="0",="0",="0",="0",="9239.394",="0",="3390.2701",="1150.9245",="452.99429999999995",="2922.6389",="0",="0",="0",="62.3142",="0",="254.426",="0",="0",="3622.6",="137.4408",="1246.3614",="0",="0",="288.5874",="0",="0",="2264.3125999999997",="12.0992",="5530.1006",="39.4399",="2320.9271",="0",="0",="0",="0",="0",="0",="0",="81.002",="0",="2081.6772",="212.8611",="0",="9.2677",="1109.6496",="0",="0",="0",="0",="106.5519",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPv5",="0",="0",="0",="0",="0",="0",="0",="0",="467.1231",="0",="0",="0",="0",="0",="0",="0",="0",="210.90269999999998",="0",="0",="0",="0",="0",="0",="71.9849",="0",="0",="0",="0",="0",="0",="0",="0",="226.6052",="0",="1058.3834",="855.6821",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="724.1749",="0",="0",="0",="0",="0",="0",="0",="0",="864.696",="0",="0",="0",="0",="0",="0",="0",="0",="5078.6439",="0",="1906.1215",="3193.9937",="3119.3073999999997",="2648.1651",="0",="0",="271.7673",="22.6275",="0",="489.233",="0",="1488.8071",="1875.7461",="2307.7221",="461.716",="254.143",="10.4127",="160.0559",="422.7866",="0",="934.6082",="566.9523",="8473.2435",="3024.3821",="2151.1969",="0",="0",="0",="301.3632",="0",="0",="1180.4585",="0",="0",="817.7761",="118.58760000000001",="238.5642",="5.7632",="6015.7937",="0",="0",="0",="0",="1431.0268",="0",="0",="0",="0",="1025.3022",="0",="0",="0"
="TEa1",="0",="0",="0",="0",="0",="0",="0",="0",="82.8359",="0",="0",="0",="0",="264.5237",="0",="0",="0",="0",="113.7772",="0",="0",="0",="0",="0",="0",="0",="30.3851",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1032.7142",="0",="0",="0",="0",="0",="0",="0",="0",="63.3382",="614.5395",="163.9602",="0",="0",="0",="526.5428",="0",="0",="0",="0",="0",="2879.1052",="0",="656.217",="3738.9404",="0",="39.7247",="406.4325",="0",="0",="0",="0",="6.6444",="0",="1318.044",="0",="252.0757",="0",="0",="20.9049",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa2/3",="0",="0",="0",="0",="0",="0",="0",="0",="228.4167",="0",="0",="0",="0",="0",="0",="0",="0",="0",="58.9648",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="361.5888",="0",="0",="0",="0",="0",="0",="0",="67.3211",="200.7496",="759.6041",="545.5355",="0",="0",="0",="519.4993",="0",="0",="519.0718",="0",="0",="785.1323",="0",="1203.5682",="2204.7866",="0",="71.4807",="356.0719",="0",="0",="0",="138.7032",="0",="0",="0",="0",="3110.2855",="0",="0",="171.5909",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa4",="0",="0",="0",="0",="0",="0",="0",="0",="386.415",="0",="0",="0",="0",="0",="0",="0",="0",="0",="123.06490000000001",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="44.9133",="0",="0",="0",="0",="0",="0",="0",="121.3411",="98.9634",="116.8692",="140.3029",="0",="0",="0",="296.6945",="0",="0",="349.9324",="0",="0",="120.4689",="0",="119.5786",="527.9014",="0",="0",="220.1256",="0",="0",="0",="0",="0",="0",="92.1021",="0",="1020.6208",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa5",="0",="0",="0",="0",="0",="0",="0",="0",="1249.1329",="0",="0",="0",="0",="500.306",="0",="0",="0",="0",="407.4234",="0",="0",="0",="0",="0",="0",="0",="95.3245",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1215.6708",="0",="0",="0",="0",="0",="0",="1.8979",="0",="0",="0",="0",="0",="583.4324",="275.0142",="268.4355",="444.0532",="0",="0",="0",="638.1805",="0",="0",="146.951",="0",="0",="0",="0",="0",="541.6116",="0",="0",="763.6269",="0",="0",="0",="0",="1497.301",="0",="751.8822",="0",="435.6744",="0",="0",="0",="0",="0",="0",="0",="114.0938",="0",="0",="20.6511",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="dhc",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1467.4246",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="610.3278",="0",="0",="0",="449.4905",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="532.1067",="0",="0",="732.9947",="0",="125.9493",="1164.8408",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="799.1115",="0",="584.8672",="0",="0",="0",="616.8295",="0",="0",="1669.1838",="0",="0",="0",="1088.612",="0",="19.3224",="0",="0",="0",="0",="0",="0",="0",="0",="861.8377",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="8.4746",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ec",="0",="0",="0",="0",="0",="0",="0",="0",="0",="98.3336",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="56.6007",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="82.3017",="223.2518",="0",="0",="0",="0",="0",="0",="89.4881",="0",="0",="0",="0",="0",="0",="0",="0",="0",="221.3801",="0",="0",="0",="195.1303",="58.5328",="0",="0",="0",="0",="0",="0",="0",="128.2084",="0",="62.5941",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1562.4452",="1120.2099",="0",="0",="0",="0",="5749.603",="0",="636.4683",="6656.1579",="935.6065",="0",="0",="0",="0",="0",="2406.8835",="0",="6975.6835",="0",="83.8024",="0",="0",="0",="0",="1609.8697",="1081.4071",="0",="0",="0",="0",="347.0703",="621.0375",="0",="0",="0",="0",="0",="0",="71.9767",="440.2794",="0",="0",="1413.1421",="0",="0",="11.4857",="462.2943",="2059.0029",="173.8502",="76.5596",="142.7615",="88.1108",="5817.9603",="2076.8645",="0",="136.7418",="0",="0",="0",="0",="2031.2526",="0",="0",="2551.4169",="430.2081",="0",="0",="0",="0",="4250.5545",="57.9499",="0",="0",="1035.2822",="0",="0",="0",="246.2316",="886.4115",="328.2609",="79.7929",="442.8349",="0",="983.1073",="529.4128",="364.7373",="1446.5872",="0",="0",="2090.1298",="159.7516",="0",="0",="0",="0",="0",="0",="0",="0",="0",="730.9838",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-un5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="189.2529",="0",="0",="0",="0",="0",="0",="0",="1324.3575",="396.6381",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="282.6723",="0",="0",="290.3959",="0",="0",="0",="459.2866",="0",="0",="0",="0",="0",="0",="47.6234",="1305.9191",="0",="0",="0",="0",="168.1709",="1161.1652",="2406.8945",="0",="0",="469.5664",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="758.69",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-un4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="86.6572",="0",="0",="0",="0",="0",="0",="342.6591",="186.671",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="184.8603",="0",="0",="450.1761",="0",="0",="0",="98.0736",="0",="0",="0",="0",="0",="0",="472.193",="203.6348",="0",="0",="0",="0",="352.2561",="601.5255",="886.2908",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="43.1087",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="294.4267",="0",="0",="0",="0",="0",="298.1839",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="539.6332",="265.771",="0",="0",="1455.5205",="0",="1234.6824000000001",="0",="0",="0",="0",="0",="0",="0",="910.0973",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="315.6034",="0",="0",="0",="0",="0",="250.4266",="0",="0",="0",="0",="0",="0",="0",="0",="181.183",="0",="0",="0",="0",="0",="784.2997",="0",="0",="0",="0",="0",="3761.7718",="0",="219.5679",="3503.6505",="0",="0",="0",="0",="0",="0",="0",="39.2126",="0",="2.2812",="0",="0",="0",="0",="0",="127.6461",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="208.3263",="266.3832",="0",="0",="1527.6581",="75.1318",="721.4996",="0",="0",="0",="0",="0",="0",="0",="982.8674",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="14.1779",="0",="0",="0",="0",="0",="0",="0",="0",="266.7975",="0",="0",="0",="0",="0",="589.2307",="0",="0",="0",="0",="0",="2940.8699",="0",="0",="1110.736",="0",="0",="0",="0",="0",="0",="159.4688",="7.3912",="0",="0",="47.4897",="0",="0",="0",="0",="0",="0",="0",="0",="141.4607",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="58.2079",="173.3888",="0",="0",="256.9495",="120.3505",="190.0784",="0",="0",="0",="0",="0",="0",="0",="257.6298",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="74.7992",="0",="0",="0",="0",="255.2428",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1710.098",="0",="0",="0",="0",="101.9804",="1790.4598",="0",="0",="150.7728",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="819.1713",="0",="0",="39.9984",="0",="613.2375",="0",="0",="0",="0",="0",="0",="0",="793.599",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="467.1847",="0",="0",="0",="0",="451.9874",="0",="367.5276",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1695.1652",="0",="0",="61.8232",="0",="348.5226",="825.9813",="0",="0",="1602.3125",="0",="0",="0",="0",="0",="0",="121.6034",="0",="0",="313.6307",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpor1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="272.6485",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="576.6807",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="224.9108",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2026.4012",="0",="0",="0",="0",="0",="860.5952",="2784.6875",="1826.0171",="381.0253",="0",="0",="0",="564.2886",="0",="0",="0",="0",="0",="25.0975",="0",="559.226",="0",="58.1165",="0",="63.3927",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpor2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1385.6324",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="842.4438",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1199.9068",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="314.3906",="0",="0",="0",="0",="0",="115.6276",="715.2204",="352.7093",="997.5778",="0",="0",="0",="293.699",="0",="0",="0",="0",="0",="1976.1148",="0",="361.5023",="0",="648.2409",="0",="9.286",="2467.4433",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ACAv1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="108.3959",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2604.1559",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2412.1813",="7391.683",="0",="0",="0",="1605.6699",="0",="0",="0",="280.994",="401.3881",="0",="0",="0",="378.6267",="0",="0",="114.6179",="0",="0",="0",="0",="0",="0",="0",="44.0794",="0",="0",="0",="0",="342.2269",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-ll6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="198.4055",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="235.7909",="0",="0",="336.1029",="0",="0",="0",="0",="0",="0",="134.711",="0",="0",="0",="0",="112.1468",="14.6803",="62.0992",="0",="0",="0",="0",="0",="0",="0",="0",="0",="421.1013",="0",="0",="0",="0",="0",="0",="0",="450.9594",="0",="0",="0",="431.9652",="0",="0",="48.4432",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="489.1745",="0",="0",="0",="0",="0",="0",="119.7417",="0",="0",="0",="0",="170.29930000000002",="121.1696",="0",="309.1033",="374.6889",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="MOp6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="140.6902",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="299.5195",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="50.5701",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="97.5574",="0",="0",="83.5261",="321.7602",="51.1915",="0",="0",="0",="0",="0",="0",="0",="302.1496",="0",="0",="0",="0",="0",="0",="192.3137",="372.7777",="0",="0",="46.4479",="0",="0",="0",="0",="0",="0",="0",="0",="617.5571",="0",="98.5754",="169.1952",="212.2393",="0",="96.3689",="85.3668",="0",="178.134",="241.2384",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="CP",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4264.0856",="0",="0",="0",="0",="0",="0",="0",="0",="42157.1461",="0",="0",="0",="0",="0",="0",="0",="0",="30512.832",="0",="0",="0",="0",="0",="19966.3044",="0",="0",="0",="0",="5526.9003",="19245.5506",="20757.7079",="11309.0736",="0",="0",="13111.0963",="0",="55092.4835",="0",="11506.6863",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1080.1894",="33844.7633",="0",="75516.9486",="4024.6631",="0",="5937.5141",="32042.5791",="47092.0753",="0",="50527.6038",="32421.0525",="30493.4055",="52497.4052",="25983.077",="0",="34352.5744",="18083.1846",="57982.5443",="0",="68574.2378",="0",="13320.5858",="51856.0117",="6927.7999",="11376.2306",="0",="33264.6917",="34120.8118",="0",="31413.7128",="80749.9871",="65708.2092",="22283.1068",="11391.1088",="44918.7482",="0",="32221.3189",="0",="0",="0",="0",="0",="3125.9443",="9224.209",="8742.8195",="5449.0934",="11850.6283",="5852.9435",="10207.7315",="11677.5346",="644.4524",="7907.3907",="2481.0218",="729.3014",="1323.4566"
="SSp-un2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="406.4524",="0",="0",="966.7634",="0",="0",="0",="0",="0",="18.0701",="487.6117",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="199.3531",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="535.7239",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="19.6663",="0",="0",="0",="0",="90.8317",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="299.7043",="0",="0",="0",="0",="0",="260.4923",="0",="0",="0",="0",="0",="0",="0",="0",="0",="16.1863",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDp2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="235.4746",="0",="0",="0",="0",="0",="0",="0",="0",="0",="210.6903",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2523.4877",="0",="0",="0",="0",="0",="0",="0",="1079.8049",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDv1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1651.7405",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="196.9893",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3838.3164",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDv2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1379.1179",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="52.4737",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="260.1676",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
