 ,221057_071,221057_088,221057_090,221057_098,221057_102,221057_103,221057_107,221057_152,221057_155,221057_156,221364_052,221364_081,221364_085,221364_087,221479_216,221479_226,221481_118,221481_507,221481_513,221701_034,221701_035,221701_039,221701_048,221701_052,221701_055,221701_056,221701_060,221701_062,221727_015,230066_079,230066_083,230066_087,230066_089,230066_121,230066_122,230066_125,230066_127,231570_012,231685_259,231687_008,231687_016,233379_001,233379_049,233379_050,233379_051,233379_052,233379_112,233379_114,233379_115,233379_122,233379_124,233379_129,233668_057,233668_075,233668_076,233668_097,233668_130,233668_170,233795_001,233795_011,233795_073,233795_075,233795_090,233795_125,221090_095,221090_098,221417_015,221417_016,221418_128,221418_129,221418_139,221478_278,221480_100,221702_004,231685_255,231685_274,231685_275,231685_286,233379_031,233379_036,233379_039,233379_040,233379_097,233379_100,233379_102,233379_103,233379_107,233379_109,233379_130,233379_142,233380_036,233380_092,233380_094,233666_218,221090_092,221090_094,221090_099,221091_113,221091_125,221091_141,221418_001,221418_127,221418_131,221418_132,221418_133,221418_135,221418_136,221418_138,221418_150,221426_062,221477_058,221477_059,221479_170,221479_185,221479_236,221515_017,231685_244,231687_014,233285_248,233379_123,233666_168,233666_201,233667_256,233667_269,233667_289,221091_171,231687_017,233284_183,233285_047,212073_012,221225_015,221226_023,221365_066,221365_067,221365_072,221365_073,231687_002,231687_012,233285_008,233285_040,233285_044,233285_246,233666_192,233666_214,233666_215,233666_222,233666_225,221515_016,221536_029,221719_054,233281_086,233281_096,233285_039,233285_041,233285_048
="MOs2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="462.2326",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1360.3976",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="21.1426",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1423.7823",="0",="0",="0",="0",="0",="302.3646",="0",="0",="0",="0",="2225.6598",="805.9502",="0",="0",="0",="0",="0",="0",="0",="0",="3792.039",="0",="288.1265",="0",="0",="476.9649",="0",="0",="727.7713",="0",="0",="0",="0",="0",="1558.3211",="0",="271.5481",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="MOs6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="908.6149",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="629.3999",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="691.0352",="579.8475",="0",="0",="0",="63.3071",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1011.8914",="0",="0",="0",="0",="0",="506.492",="0",="0",="0",="0",="225.6686",="803.6593",="0",="0",="434.9166",="404.624",="0",="0",="1017.7868",="323.4872",="1212.1832",="0",="0",="0",="0",="0",="0",="0",="1232.0881",="0",="0",="0",="492.7554",="0",="1019.4752",="0",="905.8583",="0",="0",="0",="389.9551",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ACAd1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="837.1358",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1183.658",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="14466.7064",="461.8539",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4283.8552",="0",="0",="0",="0",="0",="7224.2872",="0",="0",="0",="0",="7156.979",="9394.221500000001",="0",="0",="0",="1124.5896",="0",="0",="0",="909.1812",="923.3425",="0",="1750.0441",="0",="0",="2493.5545",="0",="0",="24381.9802",="0",="0",="0",="0",="0",="14525.797",="0",="1742.4954",="0",="0",="0",="90.095",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ACAd2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3340.5468",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2027.8371",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="956.6934",="414.4866",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="917.2126",="0",="0",="0",="0",="0",="1342.4614",="0",="0",="0",="0",="5716.552",="7186.7741",="0",="0",="0",="441.1287",="0",="0",="0",="1998.339",="1645.3885",="0",="7175.8672",="0",="0",="346.4805",="0",="0",="3951.5681",="0",="0",="0",="0",="0",="3466.7196",="0",="1469.7863",="0",="0",="0",="260.1334",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ACAd5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3969.0718",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1812.2587",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1018.8815",="608.3792",="0",="0",="0",="2094.1232",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="221.0173",="0",="0",="0",="0",="0",="1175.8109",="0",="0",="0",="0",="2590.1317",="4532.2268",="0",="0",="150.4243",="0",="0",="0",="150.7291",="2846.5965",="418.9066",="0",="1781.7516",="0",="0",="0",="0",="0",="4382.0948",="0",="0",="0",="0",="0",="1489.8589",="0",="971.1367",="0",="0",="0",="463.0438",="0",="0",="0",="320.442",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ACAd6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="681.7051",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="187.0352",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="790.6887",="1256.4524",="0",="0",="0",="1637.563",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="735.0447",="0",="0",="0",="0",="1537.2238",="1366.9438",="0",="0",="1441.2221",="899.096",="0",="0",="0",="0",="421.6334",="0",="260.7164",="0",="0",="0",="0",="0",="323.7138",="0",="0",="0",="1272.1659",="0",="770.8002",="0",="460.4831",="0",="0",="0",="145.9857",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="CP",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="11740.4148",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7182.4733",="30078.5113",="4546.878",="0",="0",="6846.7809",="15291.2394",="109046.4944",="0",="0",="0",="0",="3817.284",="0",="0",="24456.634",="852.3191",="0",="0",="15378.5601",="0",="13104.0002",="0",="0",="15110.7219",="0",="19456.2232",="0",="32462.4055",="3439.0015",="1847.8851",="50575.0925",="27724.1763",="1105.0377",="0",="74338.3952",="25449.0939",="11694.6371",="37306.6623",="23826.2744",="14060.192",="26780.3197",="0",="0",="5430.1651999999995",="98338.0749",="549.0086",="103030.2641",="0",="29939.818",="0",="48802.3274",="0",="0",="18790.0922",="0",="34826.4199",="2562.7266",="17631.449",="44861.0497",="18637.5232",="0",="0",="0",="10009.6258",="573.3383",="22656.635",="1891.1821",="9565.0059",="30832.9292",="534.1197",="2262.6399",="1658.1408",="563.089",="3107.7985",="702.4639",="3821.8228",="0",="4945.296",="410.034",="5069.7438",="6489.2315",="167.9045",="571.2313",="1760.8539",="972.729",="975.2669",="504.7311",="501.6983",="1145.4512"
="ccb",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2544.8128",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="460.4494",="637.7189",="1524.5924",="0",="0",="333.8098",="1045.0256",="159.536",="0",="0",="0",="0",="0",="0",="0",="913.127",="0",="0",="0",="173.7869",="0",="123.2187",="0",="0",="240.3463",="0",="1689.3175",="0",="0",="1322.0985",="0",="2886.1105",="0",="2791.5492",="0",="4315.7224",="255.5749",="0",="1230.4809",="2227.5112",="1241.0372",="751.1966",="0",="0",="3505.3142",="2832.5336",="0",="3456.9585",="0",="5.3556",="0",="2582.1979",="0",="0",="381.0046",="0",="2004.3153",="0",="19.3984",="4032.7049",="2359.5355",="0",="0",="3.1412",="379.7603",="0",="0",="0",="87.5456",="782.6345",="213.4653",="0",="0",="0",="434.1611",="494.8509",="287.0027",="0",="0",="0",="0",="0",="0",="37.4543",="325.2415",="0",="0",="9.2505",="28.3851",="597.874"
="SEZ",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="188.8209",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="198.1226",="530.2284",="0",="0",="268.5851",="1038.6917",="1290.131",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="119.7914",="0",="0",="0",="0",="113.6366",="0",="0",="519.1819",="0",="385.3907",="76.6768",="404.1141",="0",="527.2802",="0",="0",="7.2152",="139.0826",="1006.8333",="4.6741",="0",="0",="11.7446",="1493.6731",="0",="167.7316",="0",="838.8926",="0",="959.6545",="0",="0",="0",="0",="1338.4267",="0",="0",="2070.8447",="8.7792",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="412.3706",="0",="0",="1159.4179",="300.7719",="0",="0",="0",="0",="282.7918",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2555.8991",="569.5143",="450.0911",="406.9512",="0",="0",="0",="3038.348",="0",="0",="537.6268",="0",="0",="183.2485",="2526.7502999999997",="150.3212",="0",="0",="2185.3869",="1764.4089",="100.6719",="0",="940.2456",="802.7559",="0",="5.0828",="543.3456",="0",="0",="2967.341",="0",="0",="0",="0",="0",="881.7714",="2873.8955",="0",="2517.3915",="0",="0",="0",="1577.7494",="0",="0",="3073.1401",="998.5853",="0",="0",="0",="1151.0201",="2684.698",="0",="0",="0",="0",="0",="0",="1413.4947",="732.3383",="0",="2074.4551",="111.3719",="0",="0",="25.5943",="0",="0",="0",="692.6863",="0",="874.807",="19.9667",="3735.7474",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDd6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="17.2952",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="187.44",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="75.6558",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="29.7176",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="88.5338",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1888.2887",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1647.5938",="0",="0",="0",="0",="0",="0",="641.2078",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="190.3476",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="878.7772",="1.7393",="0",="387.7124",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTm2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="49.0019",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="429.2777",="0",="0",="0",="20.5778",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="213.9313",="0",="117.0614",="0",="0",="0",="0",="0",="0",="28.1444",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="274.0029",="0",="0",="275.1384",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTm3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="136.4987",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="585.8419",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="187.1632",="0",="0",="0",="293.7336",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="85.8441",="0",="0",="0",="0",="0",="69.5596",="0",="55.913",="0",="0",="0",="0",="0",="0",="456.6093",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="207.5124",="144.0095",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTm5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="443.4826",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="445.2098",="0",="697.5002",="0",="0",="0",="0",="408.3697",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="259.0176",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="166.058",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="365.8797",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="24.1254",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTm6",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="353.7675",="0",="0",="107.5191",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="545.0597",="0",="6.9787",="0",="0",="0",="0",="247.3043",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="62.8649",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="212.8088",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="201.5283",="16.9827",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="9.8992",="0",="0",="0",="0",="0",="1317.7692",="0",="0",="0",="0",="0",="2957.6406",="4533.6192",="855.6085",="0",="0",="473.8654",="1567.0423",="5229.5055",="0",="2591.3975",="2870.1456",="1117.5643",="6654.5392",="0",="0",="0",="4447.7137",="0",="0",="0",="0",="1927.1489",="682.5432",="8923.3354",="0",="4226.4257",="0",="0",="0",="26.234",="0",="0",="7221.6489",="446.0051",="243.2572",="0",="0",="21.6354",="1214.7201",="0",="0",="4384.2313",="2154.2877",="0",="0",="12851.734400000001",="1722.9877",="0",="4937.0489",="7073.7966",="0",="0",="3868.3026",="0",="0",="0",="4061.2416",="0",="62.1283",="35.0261",="167.0102",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="187.0742",="763.0966",="0",="0",="0",="0",="308.6712",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1001.7137",="1104.8152",="108.552",="0",="0",="0",="0",="1013.4933",="0",="0",="0",="0",="0",="611.958",="8056.3116",="561.1645",="0",="0",="2763.6383",="1653.2724",="1059.6113",="0",="1955.2057",="582.5917",="403.5172",="1554.0519",="14.0462",="0",="0",="2890.1771",="0",="0",="0",="0",="1755.7484",="991.2707",="8745.6772",="0",="1783.5115",="0",="0",="0",="1261.6938",="0",="0",="11971.3758",="759.8476",="63.07",="0",="0",="783.2473",="3930.311",="0",="0",="461.1446",="1671.4601",="0",="0",="2552.0936",="3163.7229",="0",="4893.1249",="384.2694",="0",="0",="3356.4067",="0",="0",="0",="3095.4631",="89.1336",="284.6467",="436.3502",="1926.2032",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="744.6049",="175.9808",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="195.1736",="7.7482",="121.1331",="0",="0",="0",="0",="213.9189",="0",="0",="0",="0",="0",="244.4876",="66.0882",="0",="0",="0",="141.3497",="459.9784",="325.9147",="0",="114.3327",="0",="0",="92.1975",="209.2335",="0",="0",="832.2544",="0",="0",="0",="0",="0",="528.4803",="832.2023",="0",="2013.4003",="0",="0",="0",="102.4605",="0",="0",="689.4106",="287.0981",="0",="0",="0",="0",="11.4661",="0",="0",="0",="11.0102",="0",="0",="591.5631",="942.1998",="0",="764.2554",="249.6087",="0",="0",="116.4396",="0",="0",="0",="232.55",="0",="237.1961",="0",="421.6577",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpor1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="257.5357",="0",="6.8086",="0",="0",="0",="0",="0",="0",="14.5393",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="321.4206",="0",="0",="0",="0",="0",="1159.1097",="0",="0",="0",="0",="0",="0",="1100.0713",="0",="4554.9424",="1060.7447",="0",="3616.0268",="0",="2220.1175",="0",="1833.0539",="0",="0",="0",="0",="0",="282.5221",="5644.2065",="0",="0",="0",="0",="0",="215.2761",="2354.9196",="1411.4831",="0",="70.9224",="0",="0",="0",="0",="0",="0",="0",="0",="404.5023",="0",="0",="3001.5",="114.7864",="0",="0",="0",="0",="0",="2979.9946",="0",="0",="0",="1128.4155",="0",="1459.8475",="440.7387",="75.9544",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpor6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="32.3749",="0",="0",="0",="34.0747",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="139.9829",="0",="0",="0",="4.7422",="0",="0",="0",="0",="0",="0",="0",="0",="0",="164.9743",="0",="0",="0",="0",="0",="0",="310.5796",="119.4576",="0",="0",="0",="0",="0",="0",="63.0219",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="302.1962",="0",="0",="0",="0",="191.4148",="0",="0",="0",="0",="128.4564",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="PERI2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="251.6174",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="14.3175",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="PERI5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1152.9193",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="162.732",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
