 ,221364_075,221366_039,221366_040,221366_041,221480_104,221481_199,221481_539,221737_009,221737_010,221737_011,221737_012,230010_054,230010_055,230011_156,230011_157,230011_158,230011_159,230011_172,230011_173,230011_176,230011_177,230059_011,230059_026,230059_027,230109_010,230113_004,230113_007,230114_018,233379_041,233379_042,233379_146,233795_068,233795_069,233795_071,233795_076,233795_077,233795_080,233795_107,233795_108,233795_109,233795_110,233795_111,233795_112,221089_019,221089_020,221089_034,221090_075,221090_076,221090_083,221090_085,221090_088,221090_089,221090_106,221090_107,221090_111,221365_040,221426_060,221475_210,221477_057,221478_745,221478_749,221478_796,221481_182,221481_183,221481_190,221481_192,221481_200,230114_067,230114_084,231685_298,231686_049,233379_043,233379_138,233379_139,233379_140,221090_082,221090_086,221090_087,221090_091,221090_112,221365_082,221426_058,221475_204,221475_205,221475_246,221476_057,221481_177,221481_178,233379_120,221365_071,221366_042,221426_059,221426_064,221426_067,221426_080,221477_066,221535_021,233285_033,221514_018,221536_031,221538_007,221538_008,221538_019,221538_020,233282_046,233282_047,233282_050,233285_003,233285_035,233285_036,233285_103,233285_104,233285_105,233285_106,233285_107,233285_108,233285_109
="TEa6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1266.5034",="730.6336",="0",="0",="0",="0",="0",="1698.1489",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="466.6164",="0",="0",="0",="0",="0",="0",="0",="0",="1952.4197",="82.7398",="0",="0",="1588.7383",="0",="503.23400000000004",="607.4028",="0",="0",="0",="0",="0",="0",="0",="568.9922",="0",="0",="868.4923",="468.1505",="0",="0",="0",="335.0113",="0",="0",="0",="238.06",="0",="0",="520.0391",="249.8128",="51.8196",="0",="0",="0",="87.1798",="333.6209",="560.969",="0",="0",="0",="0",="0",="0",="0",="0",="1353.5323",="419.0673",="208.1442",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="137.6862",="56.8487",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="24.0832",="0",="0",="116.2425",="0",="0",="0",="0",="0",="0",="0",="456.5314",="0",="0",="0",="0",="0",="0",="131.8037",="13.0245",="37.444",="0",="0",="0",="0",="0",="0",="0",="0",="0",="59.5232",="0",="0",="0",="0",="161.1763",="0",="0",="0",="51.9971",="0",="0",="0",="0",="0",="0",="139.8252",="0",="0",="53.3318",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSs1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="773.8639",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="342.3758",="0",="0",="0",="0",="0",="0",="0",="617.8606",="0",="0",="0",="0",="0",="4750.7409",="0",="0",="0",="0",="0",="0",="0",="621.5537",="0",="0",="0",="0",="0",="4988.7851",="0",="0",="0",="0",="327.15",="0",="0",="0",="0",="0",="612.2765",="747.3967",="577.114",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="960.5318",="241.6577",="103.4031",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSs6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="220.9134",="0",="0",="0",="0",="555.9864",="73.3818",="0",="1428.9091",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="385.6782",="0",="0",="0",="450.9702",="0",="0",="0",="360.4949",="0",="0",="0",="0",="0",="1454.3288",="404.3969",="0",="0",="0",="331.6551",="0",="0",="0",="0",="0",="0",="0",="0",="129.6065",="0",="0",="18.4937",="0",="0",="0",="0",="0",="0",="448.6037",="0",="0",="0",="0",="0",="0",="97.8839",="3804.1562",="188.7368",="0",="0",="0",="0",="325.8009",="0",="0",="17.6733",="264.9638",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDd6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1961.9554",="275.7248",="0",="0",="0",="77.6034",="661.9096",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="188.0787",="392.3734",="0",="0",="0",="307.3438",="212.9849",="0",="0",="0",="0",="810.1205",="398.6368",="0",="0",="0",="686.4612",="0",="0",="0",="0",="0",="0",="25.6972",="0",="0",="0",="0",="525.9792",="0",="0",="0",="0",="0",="0",="666.1315",="0",="0",="0",="9.3115",="0",="0",="380.272",="844.4773",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDd6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="112.3213",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="255.6706",="0",="0",="0",="0",="463.2422",="5.6175",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="722.9073",="0",="0",="241.5665",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="290.1898",="0",="0",="0",="96.6186",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDv6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="306.0828",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="136.7031",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="289.4907",="0",="0",="0",="112.3188",="0",="0",="63.6953",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="108.128",="0",="0",="0",="23.0067",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="59.5202",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="23.5385",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="124.1808",="0",="0",="280.5847",="0",="205.3675",="126.7964",="0",="0",="0",="140.9773",="0",="0",="0",="0",="0",="0",="53.7144",="0",="0",="0",="0",="0",="0",="51.1942",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDp5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1307.7347",="0",="0",="0",="0",="0",="9.4892",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="15.9534",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="680.1496",="0",="0",="0",="0",="862.7122",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="898.4256",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDp6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="28.1418",="0",="0",="0",="0",="931.5449",="427.9963",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="25.9953",="0",="0",="0",="0",="964.034",="0",="0",="0",="0",="1015.8037",="637.4035",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="145.0274",="0",="0",="0",="0",="118.5087",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="94.3289",="0",="0",="86.64",="205.5249",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="261.7341",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="554.5987",="0",="0",="0",="0",="1200.2699",="14.2013",="0",="0",="197.1135",="0",="547.2265",="241.989",="0",="0",="0",="53.8642",="0",="0",="0",="416.4255",="0",="8.5836",="635.6094",="0",="0",="0",="0",="497.0504",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="34.1765",="460.3566",="630.0431",="0",="0",="0",="0",="0",="0",="0",="0",="330.0793",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="467.1074",="0",="1217.2692",="73.9517",="74.4657",="0",="0",="0",="0",="978.6954",="0",="5.7604",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="718.9438",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="844.3838",="61.7777",="0",="97.919",="16.9316",="0",="456.2247",="0",="1203.4655",="0",="0",="922.0498",="1328.8108",="26.3684",="0",="549.4589",="0",="0",="997.6174",="1402.3746",="281.7065",="0",="0",="0",="142.3913",="1641.9078",="0",="111.4905",="0",="0",="843.962",="624.9482",="136.0654",="0",="173.209",="0",="448.0998",="707.1499",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1012.568",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPv6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="54.7219",="0",="0",="0",="0",="0",="34.0417",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="14.8968",="0",="0",="0",="0",="0",="0",="0",="0",="98.0571",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="280.4511",="240.3057",="210.2971",="0",="0",="0",="0",="0",="0",="0",="0",="0",="30.0125",="0",="281.1251",="0",="188.2163",="333.0023",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="26.3603",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="538.7355",="0",="0",="0",="84.5779",="0",="0",="0",="0",="0",="0",="0",="0",="0",="83.5054",="710.07",="959.5788",="391.5231",="0",="1812.9154",="0",="1225.9075",="301.9303",="34.6465",="0",="0",="196.4647",="146.0869",="0",="0",="0",="0",="0",="188.7746",="1422.5411",="0",="0",="0",="5924.4075",="0",="962.0937",="0",="18.2657",="0",="0",="2544.3999",="1287.5164",="0",="0",="782.2435",="0",="56.0791",="796.4631",="0",="0",="0",="0",="0",="0",="0",="0",="0",="288.8831",="0",="921.7991",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-tr1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="570.1075",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="199.081",="0",="0",="0",="0",="0",="0",="0",="0",="234.4662",="763.8831",="75.5594",="0",="0",="794.1939",="0",="0",="0",="0",="0",="0",="764.9983",="0",="0",="12.8244",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="36.4651",="0",="0",="122.2278",="0",="0",="0",="0",="87.4708",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-tr2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="522.5055",="0",="0",="0",="0",="0",="0",="0",="0",="79.9822",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="433.6195",="0",="0",="0",="0",="0",="0",="0",="0",="413.8681",="0",="0",="0",="0",="1575.3192",="0",="0",="0",="0",="0",="0",="353.7251",="0",="0",="23.6816",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="11.4008",="0",="0",="299.7936",="624.5132",="339.0076",="0",="0",="234.7272",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AIp5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2.7835",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1603.1572",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="113.3633",="0",="0",="202.1394",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="369.7445",="0",="0",="0",="325.9943",="0",="0",="0",="0",="0",="0",="0",="0",="636.5556",="45.3822",="720.733",="601.3239",="0",="0",="1083.2352",="0",="436.0529",="0",="0",="0",="0",="1001.612",="0",="0",="0",="0",="0",="0",="0",="980.5211",="11.5119",="0",="0",="1334.4866",="0",="102.8789",="0",="375.9796",="0",="0",="3339.5546",="831.7745",="0",="0",="1004.5688",="448.8902",="750.3387",="641.6954000000001",="0",="0",="0",="0",="418.2641",="0",="0",="0",="0",="219.6767",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="174.4286",="0",="0",="144.818",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="102.5256",="0",="0",="29.6395",="0",="0",="0",="0",="0",="0",="0",="0",="0",="216.4621",="7.8873",="541.4864",="17.6677",="0",="0",="1585.2899",="0",="145.2045",="0",="101.9155",="0",="0",="342.7895",="14.2275",="0",="0",="0",="0",="0",="189.7343",="558.4382",="66.9302",="0",="0",="446.8227",="10.3605",="0",="0",="0",="0",="0",="618.2247",="2077.4792",="0",="0",="278.3404",="864.6615",="9.4201",="276.2119",="0",="0",="0",="0",="418.6229",="0",="0",="0",="0",="219.9876",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="PERI1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="118.3901",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="188.6202",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1170.6761000000001",="0",="49.2819",="0",="0",="0",="0",="4359.5894",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="32.6007",="0",="0",="0",="0",="1300.4015",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ECT1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="107.9499",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="29.3879",="4.2581",="0",="0",="0",="0",="0",="48.5673",="1925.7071",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ECT2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1779.2671",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="15.022",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="530.7607",="403.357",="0",="0",="0",="0",="0",="471.9193",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1.7838",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="333.6609",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-ul5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="322.7341",="0",="0",="0",="0",="0",="0",="0",="0",="0",="36.8861",="915.2103",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="129.774",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="33.7119",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1782.2179",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-un4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="6.6413",="0",="0",="0",="0",="0",="0",="0",="0",="0",="202.2044",="0",="0",="0",="0",="0",="0",="0",="0",="183.5107",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="212.0412",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="293.4259",="0",="0",="192.7853",="0",="350.609",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-un5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="143.3015",="0",="0",="0",="0",="0",="0",="0",="0",="0",="159.2904",="213.2565",="0",="0",="0",="0",="0",="0",="0",="403.5254",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="450.2575",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="877.8715",="0",="0",="0",="0",="1820.4436",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPagl2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="142.7082",="0",="0",="0",="567.5034",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="71.939",="0",="0",="0",="0",="0",="0",="0",="434.9597",="0",="0",="0",="0",="0",="746.5064",="0",="0",="1365.8145",="514.7312",="0",="719.2775",="0",="0",="0",="0",="0",="0",="0",="268.7067",="0",="59.2181",="0",="154.6574",="0",="293.9873",="101.3843",="0",="0",="0",="0",="0",="972.7234",="277.9214",="0",="0",="1442.1535",="0",="0",="890.2796",="0",="0",="0",="233.603",="2699.2065000000002",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPagl5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="557.7388",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="823.4339",="0",="0",="0",="0",="0",="429.3952",="1313.4717",="0",="0",="41.6103",="0",="448.4651",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4.9476",="0",="0",="0",="0",="0",="0",="287.8786",="418.5736",="0",="624.295",="604.5423",="0",="0",="0",="0",="0",="0",="0",="3554.9878",="0",="0",="0",="294.9448",="454.5016",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-ul6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="169.6495",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="11.7199",="0",="0",="0",="0",="0",="0",="0",="6.3533",="0",="0",="0",="0",="519.8036999999999",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="74.2023",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-tr6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="107.8866",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="69.0604",="9.6299",="0",="0",="0",="0",="0",="0",="251.8875",="0",="0",="47.678",="0",="8.1643",="0",="0",="0",="268.9446",="0",="0",="6.1521",="0",="0",="0",="0",="18.9631",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="678.5368",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="90.9656",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-un6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="16.4633",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="225.6956",="0",="0",="0",="0",="0",="0",="70.6521",="0",="0",="0",="272.0006",="0",="438.9812",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="247.0103",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="415.1188",="0",="0",="0",="0",="655.1368",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-un6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="173.3626",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="661.5765",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="116.829",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="MOp6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="606.8269",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="6.0237",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="81.6106",="0",="0",="0",="0",="0",="0",="0",="0",="418.6529",="0",="0",="0",="0",="0",="0",="48.843",="0",="136.4469",="0",="0",="0",="0",="0",="25.1403",="0",="0",="0",="58.3521",="0",="0",="0",="269.3586",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPagl1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1664.5579",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1145.313",="0",="0",="0",="0",="378.5868",="1077.8734",="272.8354",="433.1036",="1748.1477",="0",="0",="948.0043",="0",="0",="118.688",="0",="0",="0",="603.5633",="967.6711",="0",="1339.3878000000002",="0",="454.469",="0",="0",="0",="0",="916.804",="0",="0",="0",="8243.5853",="3167.3048",="0",="0",="471.8685",="0",="0",="1604",="0",="0",="0",="36.6925",="11920.0926",="0",="0",="0",="0",="3110.1916",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
