 ,195049_023,195616_035,200199_069,200579_032,221729_037,194528_009,195047_007,195047_009,195049_033,195049_036,195051_005,195051_019,195051_025,195051_028,195199_019,195199_020,195199_046,195199_050,195199_081,195614_028,195615_012,195618_027,195620_013,195828_056,195839_015,195840_004,195840_107,196548_028,196550_026,200194_058,200194_093,200194_105,200195_005,200195_007,200195_012,200195_015,200195_016,200195_019,200195_023,200196_060,200196_088,200197_001,200197_015,200197_020,200197_026,200197_028,200197_043,200198_019,200198_024,200198_025,200198_029,200198_038,200198_043,200199_008,200199_011,200199_020,200199_023,200199_034,200199_040,200199_061,200199_067,200293_061,200321_008,200321_041,200323_006,200325_003,200579_017,201390_019,201390_022,201760_001,201760_006,220188_022,220189_035,220189_097,220191_063,220191_079,220192_035,220192_069,220192_107,220193_014,221224_143,221224_459,221224_464,221224_484,221224_493,221224_494,221225_226,221423_109,221423_140,221424_014,221424_057,221472_019,221472_021,221531_118,221531_123,221703_335,221703_349,221703_356,221703_359,221703_371,221703_379,221703_380,221703_448,221729_033,195199_039,195830_026,195831_037,200324_007,220188_071,220189_009,195047_033,195049_001,195828_052,195838_030,195839_022,200194_097,200196_041,200197_005,200198_015,201390_007,220188_054,220192_063,220193_011,220193_012,221224_144,221224_428,221224_439,221224_486,221224_496,221225_094,221225_098,221225_099,221225_100,221225_102,221225_104,221225_107,221225_108,221225_119,221225_120,221225_142,221225_148,221225_185,221225_196,221225_199,221225_200,221225_201,221225_235,221423_125,221424_002,221424_023,221531_133,221531_171
="ACAv6b",="0",="0",="0",="0",="2",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0",="1",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="5",="1",="2",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="3",="0",="0",="1",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="1",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="5",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="1",="0"
="RSPagl5",="1",="2",="2",="0",="0",="2",="0",="2",="1",="2",="0",="3",="0",="2",="0",="0",="2",="2",="2",="0",="1",="0",="1",="0",="2",="0",="0",="0",="0",="5",="0",="0",="2",="6",="1",="2",="0",="1",="6",="1",="0",="0",="1",="3",="0",="2",="0",="0",="0",="0",="1",="0",="0",="0",="20",="0",="3",="2",="1",="0",="1",="1",="1",="0",="0",="0",="1",="4",="3",="3",="4",="0",="2",="14",="0",="0",="0",="10",="0",="0",="1",="1",="0",="0",="0",="0",="2",="1",="0",="0",="0",="6",="0",="0",="0",="7",="3",="3",="0",="1",="1",="0",="0",="0",="4",="0",="1",="0",="1",="4",="0",="0",="0",="1",="6",="0",="0",="3",="0",="1",="0",="0",="0",="0",="0",="8",="0",="0",="0",="0",="1",="0",="1",="2",="0",="0",="0",="0",="0",="0",="2",="0",="0",="1",="9",="0",="0",="1",="0",="4",="0",="0"
="RSPagl6a",="0",="10",="0",="0",="0",="3",="2",="4",="1",="4",="0",="3",="0",="2",="3",="0",="6",="0",="1",="0",="3",="2",="13",="2",="4",="4",="2",="0",="1",="9",="1",="0",="2",="15",="3",="4",="7",="4",="4",="6",="1",="0",="0",="1",="2",="3",="1",="0",="0",="2",="13",="0",="0",="0",="15",="0",="2",="9",="2",="0",="0",="1",="2",="0",="1",="0",="2",="3",="3",="2",="7",="0",="0",="7",="0",="0",="0",="0",="1",="1",="0",="1",="0",="1",="0",="0",="0",="1",="0",="1",="0",="7",="0",="3",="1",="3",="0",="0",="0",="0",="1",="0",="1",="0",="6",="7",="2",="0",="4",="4",="1",="0",="6",="1",="3",="12",="0",="1",="0",="0",="0",="0",="0",="0",="0",="25",="0",="0",="0",="0",="1",="4",="3",="0",="0",="0",="0",="0",="0",="0",="1",="0",="1",="0",="10",="0",="0",="1",="0",="1",="0",="1"
="RSPagl6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0"
="RSPd1",="23",="3",="16",="12",="11",="9",="0",="20",="29",="4",="0",="23",="31",="8",="0",="0",="12",="11",="2",="3",="0",="1",="0",="1",="2",="0",="0",="0",="2",="0",="3",="0",="0",="3",="0",="7",="4",="2",="15",="0",="1",="35",="5",="6",="0",="7",="5",="1",="6",="3",="0",="0",="5",="0",="2",="0",="19",="1",="3",="57",="37",="4",="5",="0",="12",="1",="3",="23",="0",="5",="1",="0",="0",="2",="2",="10",="0",="6",="0",="2",="5",="1",="0",="8",="0",="0",="11",="0",="0",="0",="0",="3",="0",="20",="9",="2",="7",="1",="4",="13",="27",="7",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="5",="0",="6",="17",="1",="0",="2",="0",="0",="0",="5",="18",="0",="0",="37",="0",="13",="0",="15",="7",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="11",="0",="0",="0",="0",="0",="0"
="RSPd2/3",="0",="0",="3",="1",="0",="8",="0",="6",="2",="2",="0",="2",="3",="0",="0",="0",="12",="5",="0",="1",="0",="0",="0",="1",="0",="0",="0",="0",="2",="0",="4",="0",="0",="1",="1",="1",="5",="5",="8",="4",="1",="2",="2",="4",="0",="1",="0",="0",="0",="0",="4",="0",="2",="0",="15",="0",="5",="0",="0",="3",="5",="0",="0",="0",="9",="0",="2",="4",="0",="0",="0",="0",="0",="2",="0",="4",="0",="3",="0",="0",="2",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="2",="0",="1",="4",="0",="2",="12",="1",="0",="2",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="3",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="6",="0",="1",="0",="2",="1",="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="1",="0",="0",="0"
="RSPd5",="2",="0",="4",="1",="0",="3",="0",="2",="8",="4",="0",="3",="2",="1",="0",="0",="4",="4",="0",="0",="2",="5",="0",="5",="0",="2",="0",="0",="0",="2",="0",="0",="1",="17",="1",="1",="6",="3",="11",="13",="9",="1",="3",="5",="0",="1",="0",="2",="0",="5",="5",="0",="1",="0",="10",="0",="6",="2",="0",="2",="2",="0",="1",="0",="2",="0",="0",="8",="4",="4",="10",="0",="1",="10",="0",="5",="0",="30",="2",="2",="9",="3",="0",="0",="0",="1",="1",="0",="0",="0",="0",="1",="0",="13",="0",="0",="1",="1",="0",="1",="2",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="1",="0",="3",="15",="15",="0",="12",="26",="1",="0",="5",="0",="0",="0",="27",="6",="0",="0",="11",="8",="2",="2",="2",="0",="0",="13",="0",="0",="0",="0",="0",="0",="0",="2",="5",="0",="0",="4",="2",="4",="18"
="RSPd6a",="1",="3",="0",="0",="0",="5",="2",="12",="5",="15",="2",="2",="0",="1",="1",="0",="8",="0",="0",="0",="1",="0",="5",="0",="12",="9",="0",="0",="1",="18",="0",="1",="0",="11",="4",="1",="28",="14",="2",="7",="25",="0",="3",="3",="0",="3",="0",="1",="5",="3",="12",="0",="0",="0",="11",="0",="0",="5",="1",="0",="1",="1",="0",="0",="1",="0",="0",="17",="0",="3",="20",="0",="0",="8",="3",="11",="0",="35",="0",="10",="15",="2",="0",="1",="0",="0",="1",="9",="0",="0",="0",="10",="0",="11",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="11",="8",="11",="2",="1",="0",="0",="0",="12",="4",="11",="19",="0",="22",="5",="1",="0",="19",="0",="2",="0",="14",="8",="0",="0",="8",="1",="10",="6",="1",="0",="0",="11",="0",="0",="0",="4",="0",="4",="0",="10",="2",="0",="0",="0",="4",="0",="9"
="RSPv1",="17",="1",="0",="2",="25",="0",="12",="1",="0",="2",="0",="0",="59",="15",="0",="0",="2",="0",="1",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="8",="0",="0",="15",="10",="21",="6",="8",="58",="3",="0",="22",="3",="2",="0",="8",="2",="0",="3",="1",="0",="0",="1",="0",="0",="0",="29",="30",="2",="118",="9",="3",="0",="0",="0",="2",="0",="28",="0",="0",="0",="0",="0",="4",="6",="79",="0",="15",="0",="1",="4",="1",="0",="33",="0",="0",="15",="0",="0",="0",="2",="0",="0",="10",="47",="0",="0",="0",="2",="1",="0",="2",="12",="17",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="7",="0",="0",="0",="0",="18",="0",="0",="22",="40",="1",="0",="1",="7",="0",="0",="8",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="46",="0",="1",="0"
="RSPv2/3",="5",="0",="0",="0",="4",="0",="8",="13",="1",="8",="0",="0",="5",="2",="0",="0",="7",="0",="5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="4",="0",="0",="12",="4",="1",="19",="9",="8",="7",="0",="10",="5",="4",="0",="2",="0",="0",="1",="1",="6",="0",="0",="0",="2",="0",="8",="0",="1",="34",="1",="0",="8",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="1",="12",="18",="11",="10",="1",="0",="2",="0",="0",="4",="0",="0",="35",="0",="0",="0",="6",="0",="0",="5",="5",="0",="0",="0",="1",="1",="0",="0",="9",="14",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="5",="0",="0",="0",="0",="1",="0",="0",="1",="3",="1",="1",="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="1",="0",="1",="0"
="RSPv6a",="0",="0",="0",="0",="0",="0",="8",="2",="9",="9",="0",="0",="0",="0",="2",="1",="3",="0",="0",="0",="0",="0",="11",="0",="0",="2",="0",="0",="0",="6",="0",="0",="0",="29",="0",="2",="28",="16",="0",="10",="19",="0",="1",="2",="0",="2",="1",="0",="4",="0",="4",="0",="1",="1",="3",="0",="4",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="4",="0",="0",="0",="0",="0",="10",="2",="23",="4",="5",="0",="3",="0",="3",="1",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="5",="5",="0",="0",="0",="0",="0",="0",="0",="2",="1",="1",="1",="12",="0",="0",="0",="6",="0",="0",="23",="21",="3",="1",="0",="2",="0",="0",="1",="4",="0",="0",="1",="0",="0",="0",="8",="4",="6",="2",="0",="0",="0",="0",="6",="0",="0",="0",="8",="6",="4",="25",="5",="0",="13",="0",="23",="7",="8"
="CP",="148",="112",="6",="100",="31",="92",="150",="92",="49",="0",="12",="101",="117",="219",="189",="16",="60",="136",="101",="43",="192",="82",="173",="63",="24",="296",="135",="82",="154",="9",="172",="22",="191",="0",="151",="107",="21",="83",="59",="6",="53",="142",="79",="13",="122",="101",="115",="73",="89",="55",="0",="138",="17",="49",="10",="83",="153",="0",="20",="38",="46",="172",="105",="2",="174",="124",="16",="86",="22",="143",="12",="2",="16",="4",="12",="51",="68",="78",="0",="62",="60",="79",="32",="40",="150",="73",="75",="63",="110",="68",="108",="194",="331",="0",="171",="69",="72",="145",="152",="70",="61",="184",="148",="18",="16",="13",="10",="5",="42",="32",="86",="45",="60",="38",="17",="154",="8",="41",="23",="7",="0",="32",="6",="22",="0",="105",="38",="78",="89",="56",="25",="0",="14",="21",="105",="25",="29",="28",="7",="23",="39",="16",="12",="49",="17",="57",="2",="18",="138",="27",="44",="0"
="ccb",="2",="0",="9",="3",="0",="1",="3",="8",="2",="7",="3",="3",="4",="2",="10",="0",="2",="0",="6",="0",="4",="0",="9",="3",="2",="24",="3",="3",="0",="0",="9",="1",="21",="7",="4",="5",="15",="0",="2",="5",="3",="7",="6",="0",="3",="0",="3",="8",="9",="5",="3",="0",="1",="3",="0",="1",="1",="0",="0",="4",="1",="1",="11",="0",="1",="7",="0",="6",="6",="5",="0",="0",="0",="0",="10",="3",="1",="6",="2",="3",="1",="2",="1",="2",="0",="2",="1",="3",="0",="0",="7",="1",="18",="1",="5",="2",="0",="1",="6",="2",="3",="3",="3",="0",="0",="9",="7",="0",="0",="0",="0",="2",="0",="0",="0",="6",="0",="0",="4",="0",="0",="10",="1",="13",="3",="0",="2",="2",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0",="3",="1"
="or",="1",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="5",="4",="4",="2",="0",="0",="0",="0",="0",="0",="3",="1",="1",="0",="2",="0",="0",="0",="0",="3",="3",="0",="0",="2",="0",="1",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="1",="1",="0",="2",="2",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="3",="0",="3",="0",="0",="3",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="1",="0",="3",="0",="3",="2",="1",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0"
="cing",="0",="1",="0",="0",="0",="4",="8",="5",="10",="2",="1",="2",="7",="0",="6",="1",="11",="4",="2",="0",="1",="1",="11",="4",="2",="6",="1",="1",="3",="10",="2",="2",="2",="4",="7",="4",="7",="2",="2",="8",="11",="0",="0",="3",="8",="4",="2",="0",="1",="5",="4",="4",="2",="3",="1",="0",="0",="1",="0",="3",="1",="7",="2",="1",="0",="1",="2",="6",="0",="3",="1",="0",="0",="2",="5",="4",="0",="0",="0",="2",="3",="10",="0",="0",="1",="1",="0",="2",="0",="0",="6",="2",="2",="8",="0",="3",="10",="0",="1",="2",="4",="5",="1",="0",="3",="14",="9",="4",="3",="1",="3",="0",="0",="1",="3",="2",="0",="0",="0",="0",="1",="0",="1",="0",="1",="2",="0",="0",="0",="1",="1",="4",="1",="0",="0",="0",="0",="0",="1",="1",="0",="5",="4",="1",="10",="0",="1",="0",="0",="1",="1",="4"
="SEZ",="1",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="3",="7",="2",="0",="2",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="7",="0",="0",="3",="0",="0",="2",="0",="0",="3",="0",="0",="0",="0",="6",="0",="4",="1",="0",="0",="0",="2",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="2",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0"
="scwm",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="1",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="2",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
="MOp5",="0",="0",="0",="1",="0",="0",="0",="6",="0",="0",="23",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="7",="1",="0",="0",="0",="2",="0",="14",="1",="10",="0",="0",="14",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0"
="MOp6a",="0",="1",="0",="4",="0",="0",="0",="0",="2",="0",="23",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="5",="10",="0",="2",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="2",="0",="0",="0",="3",="0",="0",="0",="1",="0",="1",="0",="4",="0",="0",="0",="0",="8",="0",="6",="5",="10",="0",="0",="2",="0",="0",="3",="1",="0",="0",="1",="0",="0",="2",="0",="2",="0",="1",="1",="0",="0",="2",="2",="0",="0",="0",="0",="0",="0",="0",="0",="4",="5",="0",="2",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="0",="1",="0",="11",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0"
="VISp5",="0",="1",="1",="0",="0",="0",="0",="4",="0",="0",="0",="0",="0",="1",="2",="0",="5",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="2",="2",="0",="2",="0",="23",="0",="4",="0",="0",="4",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="1",="0",="0",="2",="0",="1",="1",="0",="0",="0",="0",="1",="0",="0",="4",="0",="1",="0",="0",="1",="0",="1",="0",="4",="0",="6",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="3",="1",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="1",="1",="0",="0",="5",="2",="0",="0",="0",="0",="1",="3",="1",="1",="0",="0",="2",="0",="1",="0",="1",="0",="0",="0",="0",="0",="0",="2",="1",="6",="7",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="2",="9",="12",="0",="0"
="VISpm6a",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="2",="0",="0",="0",="1",="0",="0",="1",="3",="0",="1",="3",="4",="0",="2",="2",="0",="1",="0",="0",="0",="1",="0",="1",="2",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="2",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="1",="0",="0",="0",="0",="7",="3",="0",="0",="0",="0",="0",="0",="1",="0",="4",="0",="0",="1",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0"
="ACAv2/3",="0",="0",="1",="0",="0",="0",="0",="7",="3",="5",="0",="0",="1",="0",="11",="4",="2",="5",="10",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="6",="12",="0",="0",="1",="3",="4",="1",="0",="1",="11",="0",="0",="0",="2",="0",="0",="0",="1",="0",="1",="0",="1",="0",="2",="4",="0",="3",="0",="0",="3",="0",="0",="12",="0",="4",="0",="0",="3",="0",="0",="1",="1",="0",="4",="0",="0",="0",="1",="0",="0",="0",="1",="1",="1",="0",="0",="0",="2",="0",="1",="6",="2",="0",="6",="2",="0",="0",="0",="0",="0",="4",="16",="2",="18",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="10",="0",="2",="1",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="1",="1",="2",="0",="0",="2",="1",="0",="2",="0",="0",="0",="0",="0",="0",="1",="1",="0",="1",="5",="0",="0",="0"
="ORBm1",="0",="5",="0",="1",="0",="40",="0",="2",="0",="0",="0",="0",="4",="0",="0",="0",="3",="4",="5",="2",="0",="0",="0",="0",="6",="0",="0",="5",="12",="0",="9",="0",="31",="0",="9",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="8",="4",="1",="2",="0",="0",="0",="2",="0",="0",="0",="0",="9",="0",="0",="3",="1",="0",="19",="0",="0",="25",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="11",="1",="0",="1",="3",="0",="24",="15",="0",="0",="0",="0",="0",="5",="15",="20",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ORBm6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ORBvl1",="0",="2",="0",="0",="0",="13",="6",="2",="0",="0",="0",="0",="11",="0",="0",="0",="4",="7",="4",="1",="1",="0",="0",="0",="27",="0",="0",="0",="0",="0",="8",="0",="20",="0",="2",="0",="0",="0",="6",="3",="0",="0",="0",="0",="0",="8",="6",="5",="8",="3",="0",="0",="0",="2",="0",="0",="0",="0",="2",="0",="0",="5",="0",="0",="5",="0",="0",="12",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="29",="2",="0",="3",="0",="0",="18",="15",="0",="0",="0",="0",="0",="7",="5",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="6",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ORBvl2/3",="0",="0",="0",="0",="0",="7",="0",="2",="0",="0",="0",="0",="4",="0",="0",="0",="2",="1",="0",="2",="0",="0",="0",="0",="1",="0",="0",="0",="0",="2",="5",="0",="6",="0",="0",="0",="2",="0",="3",="10",="0",="0",="0",="7",="0",="1",="1",="1",="2",="1",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="3",="2",="0",="7",="0",="0",="4",="11",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="8",="3",="0",="2",="0",="0",="15",="4",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ORBvl5",="0",="2",="0",="0",="0",="3",="9",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="7",="7",="2",="0",="0",="0",="0",="0",="0",="0",="5",="7",="3",="0",="9",="0",="1",="0",="9",="0",="2",="30",="0",="0",="0",="3",="0",="3",="1",="4",="2",="7",="0",="0",="0",="9",="0",="0",="0",="6",="0",="0",="0",="1",="7",="0",="1",="0",="2",="2",="22",="0",="4",="7",="0",="11",="0",="0",="0",="0",="0",="0",="11",="0",="0",="2",="8",="11",="2",="13",="1",="0",="23",="12",="2",="0",="0",="13",="0",="5",="1",="0",="0",="0",="0",="0",="0",="0",="0",="3",="24",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="1",="0",="0",="0",="1",="0",="5",="0",="9",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0"
="ORBvl6a",="0",="0",="0",="0",="0",="1",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="4",="2",="0",="0",="0",="7",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="8",="0",="10",="0",="1",="2",="0",="2",="0",="0",="3",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="0"
