NeuronId,x,y,z
="221730_026.swc",="6934.43994140625",="2576.52001953125",="1363.199951171875"
="221730_028.swc",="6885.7001953125",="2412.02001953125",="1489.8199462890625"
="221730_029.swc",="7058.56005859375",="2196.5",="1436.06005859375"
="221730_040.swc",="7292.85986328125",="2024.6400146484375",="1378.699951171875"
="221730_064.swc",="6051.89990234375",="2844.4599609375",="10133.7001953125"
="221730_065.swc",="6376.77978515625",="2898.419921875",="10160.099609375"
="221730_066.swc",="6424.02001953125",="2959.300048828125",="10185.400390625"
="221731_007.swc",="6841.89990234375",="3282.8798828125",="946.4000244140625"
="221731_011.swc",="6985",="2276.699951171875",="1386.699951171875"
="221731_049.swc",="5615.080078125",="3127.4599609375",="10117.5"
="221731_050.swc",="5657.16015625",="3189.639892578125",="10113.900390625"
="221731_052.swc",="6064.52001953125",="2885.080078125",="10084.400390625"
="221731_053.swc",="5951.47998046875",="3035.219970703125",="10271.2998046875"
="221731_054.swc",="6571",="2389.260009765625",="10070.400390625"
="221731_056.swc",="6133.97998046875",="3958.159912109375",="10433.900390625"
="221732_144.swc",="6887",="3681.02001953125",="10549"
="221732_162.swc",="6564.6201171875",="2851.639892578125",="10223.5"
="221732_163.swc",="6793.31982421875",="2488.5",="10219.5"
="221737_066.swc",="7597.5",="1961.8499755859375",="1550.260009765625"
="221751_235.swc",="6828.2001953125",="3493.239990234375",="10351.099609375"
="230010_052.swc",="6801.580078125",="3156.39990234375",="891.0999755859375"
="230061_014.swc",="7491.83984375",="1858.760009765625",="9928.1298828125"
="230061_015.swc",="7452.740234375",="1781.050048828125",="9785.1796875"
="230061_016.swc",="7538",="1646.3800048828125",="9667.080078125"
="230061_017.swc",="7463.10009765625",="1635.97998046875",="9720.6904296875"
="230061_018.swc",="7666.83984375",="1659.81005859375",="9799.98046875"
="230070_017.swc",="6627.43994140625",="2926",="986.9000244140625"
="230070_020.swc",="5857.27978515625",="3214.199951171875",="1122"
="230070_022.swc",="6538.419921875",="2231.739990234375",="1376.4000244140625"
="230080_062.swc",="7105.2998046875",="2300.340087890625",="1385.199951171875"
="230105_001.swc",="5925.0400390625",="2813.280029296875",="10017.400390625"
="230105_002.swc",="5952.89990234375",="2863.39990234375",="10052.2001953125"
="230105_012.swc",="5995.2998046875",="3415.239990234375",="10282.400390625"
="230106_003.swc",="6784.31982421875",="2688.659912109375",="10127"
="230106_004.swc",="6771.740234375",="2432.419921875",="9992.759765625"
="230106_005.swc",="6716.72021484375",="2303.860107421875",="10020.400390625"
="230106_006.swc",="6802.35986328125",="2440.800048828125",="10111.2998046875"
="230106_008.swc",="6894.259765625",="2603.60009765625",="10105.900390625"
="230106_012.swc",="6662",="2855.5",="10135.5"
="230106_013.swc",="6693",="2783.3798828125",="10211"
="230106_014.swc",="6735.240234375",="2901.360107421875",="10259"
="230106_015.swc",="6755.33984375",="2969.43994140625",="10326.599609375"
="230106_029.swc",="7759.56005859375",="1724.5",="9899.080078125"
="230106_030.swc",="7675.93994140625",="1554.1199951171875",="9703.330078125"
="230106_031.swc",="6947.9599609375",="3344.6201171875",="10478.5"
="230106_049.swc",="6706.97998046875",="3141.159912109375",="10353.5"
="230107_083.swc",="6658.5",="2314.139892578125",="9914.740234375"
="230107_084.swc",="6801.919921875",="2268.159912109375",="9941.669921875"
="230107_103.swc",="7009.27978515625",="2463.300048828125",="10062.5"
="230109_016.swc",="7827.7998046875",="1669.31005859375",="9590.599609375"
="230114_025.swc",="6958.10009765625",="2109.739990234375",="1317.5"
="220237_013.swc",="6702.60009765625",="2363.639892578125",="1645.739990234375"
="220238_041.swc",="6326.740234375",="2702.159912109375",="9954.01953125"
="221066_002.swc",="6384.4599609375",="3173.52001953125",="1267.699951171875"
="221066_003.swc",="6396.2001953125",="3073.93994140625",="1381.4000244140625"
="221066_004.swc",="6368.6201171875",="2957.56005859375",="1345.0999755859375"
="221066_005.swc",="6327.7998046875",="2957.10009765625",="1366.300048828125"
="221067_058.swc",="6429.2001953125",="3107",="1220.300048828125"
="221067_059.swc",="6427.5",="3156.93994140625",="1294"
="221088_058.swc",="5854.56005859375",="2901.080078125",="9715.2099609375"
="221243_092.swc",="5666.97998046875",="3342.659912109375",="9864.75"
="221449_031.swc",="7191.83984375",="2231.02001953125",="1520.3399658203125"
="221456_047.swc",="6719.080078125",="2762.219970703125",="1486.300048828125"
="221456_049.swc",="6781.919921875",="2725.02001953125",="1430.9200439453125"
="221456_050.swc",="6597.68017578125",="2671.06005859375",="1574.3399658203125"
="221456_052.swc",="6607.52001953125",="3018.360107421875",="1383.9000244140625"
="221456_060.swc",="6741.68017578125",="3060.3798828125",="1346"
="221456_062.swc",="6836.72021484375",="3230.56005859375",="1240.4000244140625"
="221456_065.swc",="6845.5",="3047.659912109375",="1295.4000244140625"
="221476_150.swc",="6690",="2373.89990234375",="9777.900390625"
="221477_046.swc",="7380.56005859375",="2283.39990234375",="9785.7001953125"
="221477_063.swc",="7825.43994140625",="1880.239990234375",="1832.699951171875"
="221477_064.swc",="7820.97998046875",="1749.8900146484375",="1903.4599609375"
="221478_371.swc",="7639.10009765625",="2037.260009765625",="9687.0703125"
="221478_690.swc",="6956.33984375",="2385.43994140625",="1669.6199951171875"
="221478_693.swc",="6920.33984375",="2495.4599609375",="1616.6199951171875"
="221478_696.swc",="6749.9599609375",="2720.9599609375",="1436.93994140625"
="221480_094.swc",="7613.8798828125",="1899.06005859375",="1769.219970703125"
="221480_095.swc",="7334.93994140625",="1937.760009765625",="1774.280029296875"
="221481_353.swc",="6898.60009765625",="3186.699951171875",="10153.400390625"
="221481_361.swc",="6896.5",="2589.340087890625",="9923.009765625"
="221481_362.swc",="6947.85986328125",="2507.840087890625",="9956.830078125"
="221481_363.swc",="6989.27978515625",="2533.080078125",="9930.759765625"
="221481_365.swc",="6861.419921875",="2433.239990234375",="9930.1103515625"
="221481_367.swc",="6971.02001953125",="2381.6201171875",="9878.4404296875"
="221481_368.swc",="6931.18017578125",="2382.9599609375",="9897.6796875"
="221481_370.swc",="7024.35986328125",="2297.719970703125",="9718.83984375"
="221481_371.swc",="7055.240234375",="2242.89990234375",="9798.2197265625"
="221481_449.swc",="5692.56005859375",="3374.719970703125",="1416.9000244140625"
="221481_450.swc",="5654.10009765625",="3486.9599609375",="1460.4000244140625"
="221481_495.swc",="5749.16015625",="2981.139892578125",="1625.3800048828125"
="221481_497.swc",="6043.35986328125",="2735.639892578125",="1513.219970703125"
="221481_502.swc",="5840.72021484375",="3323.360107421875",="1453.02001953125"
