 ,221057_099,221057_123,221057_132,221057_133,221057_135,221057_137,221057_139,221057_149,221057_167,221481_241,221481_257,221481_258,221701_039,221701_041,221701_054,221701_060,221702_003,221733_181,230066_078,230066_079,230066_081,230066_082,230066_083,230066_084,230066_087,230066_121,230066_124,230066_125,233380_037,233666_171,233668_046,233668_056,233668_057,233668_058,233668_059,233668_061,233668_062,233668_063,233668_064,233668_065,233668_071,233668_072,233668_073,233668_075,233668_076,233668_096,233668_097,233668_100,233668_102,233668_103,233795_008,233795_009,233795_011,233795_012,233795_013,233795_044,233795_090,233795_098,233795_100,221090_098,221091_154,221417_015,221417_016,221417_043,221418_139,221478_278,221479_163,221479_164,221480_100,221481_237,221481_254,231685_255,231685_273,231685_274,231685_275,231685_279,231685_284,231685_286,231685_291,231686_057,233379_029,233379_030,233379_031,233379_040,233379_107,233379_109,233379_130,233380_036,233380_093,233666_139,233666_204,221090_092,221090_093,221091_113,221091_125,221091_141,221417_017,221418_131,221418_132,221418_136,221418_137,221418_138,221477_058,221477_059,221479_185,221479_236,231687_014,233666_049,233666_201,233667_154,233667_217,233667_242,233667_255,233667_256,233667_257,233667_267,233667_269,233667_289,233667_290,221065_081,221065_082,221091_171,231687_028,233667_270,233668_104,221365_065,233666_146,233666_149,233666_152,233666_161,233666_183,233666_189,233666_193,233666_196,233666_197,233666_202,233667_132,233667_156,233667_158,233667_165,233667_175,233667_179,233667_185,233667_232,233667_233,233667_234,233667_235,233667_237,233667_238,233667_239,233667_259,233667_262,233667_263,233667_264,233667_265,233667_272,233667_279,233667_280,233667_282,233667_292,221065_083,221065_084,221065_085,221517_009,221517_010,233281_120,233667_182,233667_231,233667_260,233667_261
="VISpor4",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="1",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="4",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="2",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4"
="VISpor5",="0",="1",="0",="3",="3",="5",="0",="0",="0",="0",="0",="2",="2",="3",="0",="0",="1",="0",="0",="2",="0",="0",="0",="0",="1",="1",="3",="0",="4",="2",="0",="0",="0",="0",="0",="4",="2",="2",="0",="6",="0",="8",="7",="0",="0",="0",="0",="0",="0",="0",="2",="4",="20",="3",="8",="0",="0",="2",="1",="0",="0",="0",="0",="4",="1",="0",="0",="0",="0",="0",="0",="6",="0",="0",="0",="0",="0",="8",="0",="0",="0",="0",="1",="4",="0",="0",="8",="0",="1",="0",="10",="0",="2",="0",="0",="0",="1",="0",="0",="0",="0",="1",="1",="0",="0",="0",="1",="0",="2",="0",="4",="0",="0",="5",="2",="0",="0",="1",="0",="13",="4",="0",="2",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="3",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3"
="VISpor6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="1",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="4",="7",="0",="0",="0",="13",="1",="0",="2",="5",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="2",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="or",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="6",="1",="1",="0",="1",="1",="1",="0",="0",="1",="0",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="1",="0",="0",="1",="0",="0",="2",="1",="0",="1",="0",="0",="1",="0",="3",="0",="0",="0",="1",="2",="1",="0",="0",="0",="0",="1",="0",="0",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="4",="0",="0",="0",="1",="0",="0",="1",="0",="0",="3",="0",="1",="1",="0",="0",="1",="0",="2",="1",="1",="3",="6",="11",="0",="0",="20",="1",="0",="8",="14",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="5",="0",="5",="12",="4",="0",="0",="2",="3",="0",="0",="2",="0"
="VISl1",="0",="4",="0",="4",="2",="0",="4",="0",="2",="2",="0",="0",="0",="24",="0",="0",="1",="2",="5",="7",="0",="0",="0",="13",="0",="4",="0",="7",="6",="0",="0",="0",="0",="0",="0",="7",="0",="21",="1",="0",="2",="0",="2",="8",="8",="0",="0",="0",="0",="0",="3",="2",="3",="5",="4",="11",="3",="1",="7",="0",="1",="3",="0",="2",="0",="0",="1",="0",="2",="0",="8",="24",="3",="18",="21",="0",="0",="0",="0",="0",="0",="2",="0",="1",="0",="0",="2",="0",="9",="5",="4",="3",="2",="0",="0",="0",="6",="0",="0",="4",="6",="0",="2",="1",="13",="0",="4",="0",="20",="0",="0",="0",="1",="16",="28",="0",="20",="48",="0",="13",="7",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="24",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4"
="VISl2/3",="0",="8",="0",="12",="4",="1",="12",="0",="18",="7",="4",="17",="0",="9",="0",="0",="3",="4",="5",="3",="0",="0",="0",="7",="0",="2",="0",="8",="1",="0",="0",="1",="0",="0",="1",="8",="0",="16",="1",="0",="0",="2",="0",="4",="25",="0",="4",="0",="9",="0",="4",="6",="3",="10",="3",="7",="17",="0",="9",="0",="0",="0",="1",="0",="0",="0",="0",="5",="0",="0",="18",="11",="2",="1",="7",="5",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="3",="2",="2",="34",="10",="3",="0",="0",="0",="0",="9",="0",="0",="0",="7",="0",="1",="1",="6",="0",="3",="0",="2",="0",="0",="1",="0",="9",="21",="0",="4",="22",="0",="0",="4",="2",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISl4",="0",="1",="0",="2",="0",="2",="16",="0",="0",="1",="1",="1",="0",="5",="0",="0",="1",="5",="9",="1",="0",="0",="1",="9",="0",="1",="0",="3",="1",="0",="0",="1",="0",="0",="0",="0",="0",="3",="1",="0",="0",="2",="0",="1",="15",="0",="0",="0",="6",="0",="2",="0",="1",="0",="2",="6",="4",="0",="2",="0",="0",="2",="0",="0",="0",="0",="0",="0",="3",="0",="4",="22",="8",="1",="8",="25",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="3",="1",="1",="9",="1",="0",="0",="0",="0",="0",="1",="0",="0",="0",="2",="0",="0",="0",="1",="0",="0",="0",="5",="0",="0",="1",="0",="5",="5",="0",="7",="8",="0",="2",="8",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="14",="15",="0",="0",="0",="0",="0",="0",="1"
="VISl5",="0",="4",="0",="4",="4",="2",="21",="0",="0",="13",="1",="0",="0",="12",="0",="0",="1",="1",="9",="1",="0",="0",="0",="3",="0",="0",="0",="3",="3",="0",="0",="0",="0",="0",="4",="1",="1",="10",="6",="1",="4",="0",="2",="33",="1",="1",="0",="0",="3",="0",="0",="5",="0",="2",="3",="13",="5",="1",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="10",="3",="2",="0",="2",="2",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="1",="1",="2",="4",="0",="0",="0",="0",="0",="0",="1",="0",="1",="0",="1",="0",="1",="0",="4",="0",="0",="0",="2",="0",="0",="1",="5",="3",="10",="1",="6",="16",="0",="3",="6",="0",="4",="2",="0",="2",="0",="0",="0",="1",="0",="1",="0",="7",="0",="13",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="2",="0",="1",="0",="0",="4",="11",="2",="0",="0",="5",="50",="0",="0",="1",="0",="0",="3",="3"
="VISpl1",="0",="0",="0",="4",="8",="4",="1",="8",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="2",="3",="4",="0",="0",="1",="0",="0",="0",="0",="15",="7",="0",="2",="0",="0",="0",="6",="2",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="1",="9",="15",="11",="0",="0",="1",="0",="14",="28",="16",="4",="0",="3",="5",="37",="0",="10",="21",="2",="11",="19",="12",="9",="0",="2",="42",="7",="1",="4",="8",="0",="25",="5",="4",="37",="20",="4",="8",="0",="1",="9",="33",="3",="0",="0",="1",="6",="13",="7",="5",="38",="11",="14",="42",="11",="10",="10",="0",="0",="0",="0",="0",="1",="0",="1",="0",="1",="42",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="1",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="1",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
="VISli1",="0",="0",="0",="0",="0",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="2",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="29",="1",="4",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="2",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="4",="0",="7",="3",="1",="0",="5",="0",="0",="0",="0",="0",="0",="0",="1",="0",="6",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7"
="VISli2/3",="0",="2",="0",="0",="0",="0",="0",="0",="27",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7",="0",="0",="0",="1",="0",="0",="0",="0",="1",="1",="2",="0",="0",="0",="0",="0",="0",="0",="0",="19",="0",="18",="0",="2",="1",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="12",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="1",="0",="0",="18",="0",="1",="0",="0",="0",="0",="1",="0",="0",="0",="3",="0",="6",="8",="2",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2"
="VISli4",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="8",="0",="10",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli5",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="8",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="3",="1",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="6",="0",="9",="1",="1",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="7",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
="RSPagl2/3",="0",="1",="5",="0",="1",="0",="5",="2",="30",="0",="15",="1",="0",="0",="0",="2",="0",="0",="0",="3",="4",="2",="0",="0",="10",="0",="0",="0",="1",="0",="9",="4",="4",="0",="5",="1",="1",="0",="0",="0",="0",="0",="0",="3",="0",="8",="1",="8",="9",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="12",="5",="11",="2",="0",="1",="9",="8",="0",="2",="0",="0",="0",="18",="2",="16",="0",="0",="10",="8",="0",="0",="1",="0",="10",="1",="0",="1",="1",="0",="1",="0",="0",="0",="15",="60",="19",="0",="8",="22",="3",="3",="28",="3",="6",="16",="6",="3",="4",="6",="1",="7",="0",="0",="1",="0",="0",="0",="6",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPagl5",="0",="1",="4",="2",="0",="0",="7",="0",="7",="0",="2",="0",="0",="1",="2",="1",="0",="0",="1",="7",="0",="3",="2",="0",="22",="8",="0",="0",="0",="0",="7",="2",="2",="0",="2",="0",="0",="0",="0",="0",="1",="0",="0",="3",="0",="6",="1",="14",="1",="5",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="9",="0",="0",="0",="0",="7",="2",="0",="1",="7",="0",="0",="1",="0",="1",="3",="3",="3",="2",="2",="1",="5",="1",="1",="1",="0",="2",="0",="3",="0",="1",="1",="1",="5",="4",="0",="0",="0",="0",="6",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="1",="0",="1",="2",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0"
="RSPagl6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="2",="1",="0",="1",="2",="1",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7",="2",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="1",="3",="0",="0",="1",="7",="0",="0",="0",="7",="0",="2",="2",="2",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPd5",="0",="1",="0",="0",="0",="0",="2",="0",="0",="0",="3",="0",="0",="4",="0",="0",="0",="0",="1",="0",="0",="1",="0",="0",="4",="0",="0",="0",="0",="0",="7",="0",="2",="0",="1",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="6",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="3",="4",="0",="3",="21",="3",="0",="2",="0",="0",="1",="3",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="8",="0",="0",="0",="0",="3",="0",="2",="6",="0",="0",="0",="0",="0",="1",="1",="0",="0",="7",="1",="0",="1",="0",="0",="0",="0",="4",="0",="0",="0",="14",="2",="6",="3",="1",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPd6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="1",="0",="3",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="4",="1",="1",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5",="0",="0",="3",="0",="0",="0",="0",="3",="1",="0",="0",="0",="0",="1",="0",="1",="1",="2",="0",="1",="0",="0",="0",="0",="0",="7",="0",="0",="0",="10",="0",="4",="13",="2",="1",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPagl1",="0",="0",="10",="0",="3",="0",="1",="3",="8",="0",="3",="1",="0",="0",="0",="3",="0",="0",="0",="1",="2",="1",="0",="0",="15",="0",="0",="0",="0",="0",="2",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="2",="1",="18",="2",="3",="0",="0",="10",="0",="0",="0",="0",="0",="0",="37",="16",="11",="2",="0",="0",="9",="11",="0",="13",="9",="0",="1",="51",="0",="19",="0",="0",="9",="12",="0",="0",="0",="0",="31",="11",="6",="0",="13",="0",="4",="0",="0",="0",="8",="53",="33",="0",="8",="16",="8",="15",="9",="5",="14",="18",="84",="6",="7",="17",="4",="10",="1",="0",="5",="0",="0",="0",="17",="0",="17",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="1",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0"
="scwm",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="1",="1",="0",="2",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="2",="0",="0",="1",="0",="0",="0",="0",="0",="0"
="VISpl6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="1",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="4",="0",="4",="2",="0",="0",="3",="0",="0",="1",="12",="0",="0",="4",="3",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="1",="2",="0",="0",="0",="0",="3",="1",="1",="2",="5",="2",="0",="0",="4",="0",="1",="0",="2",="25",="0",="0",="1",="0",="0",="0",="3",="2",="0"
="VISpl6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl2",="0",="0",="0",="0",="5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="9",="9",="0",="0",="0",="0",="9",="2",="0",="0",="5",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl3",="0",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="21",="3",="0",="0",="0",="0",="6",="0",="1",="0",="8",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl5",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="2",="0",="3",="0",="2",="0",="15",="4",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="2",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
