NeuronId,x,y,z
="202404_044.swc",="8647.8798828125",="2582.330078125",="9089.6396484375"
="202404_104.swc",="8775.330078125",="2878.739990234375",="9291.7998046875"
="202405_001.swc",="8134.52978515625",="2266.260009765625",="9037.830078125"
="202405_004.swc",="8889.76953125",="2919.550048828125",="9239.0498046875"
="202405_008.swc",="8739.0498046875",="2964.2099609375",="9308.0595703125"
="202405_011.swc",="8344.9599609375",="3013.10009765625",="9526.7197265625"
="202405_013.swc",="8730.98046875",="2869.93994140625",="9506.1103515625"
="202405_016.swc",="8514.5",="2966.60009765625",="9376.490234375"
="202408_008.swc",="7217.89990234375",="1575.2900390625",="3966.77001953125"
="202408_009.swc",="6904.91015625",="1593.6700439453125",="4286.6298828125"
="202408_019.swc",="7311.02001953125",="1544.9100341796875",="3942.93994140625"
="202408_021.swc",="7251.2099609375",="1540.4599609375",="3978.580078125"
="202408_022.swc",="7267.14013671875",="1542.3299560546875",="3936.93994140625"
="202408_024.swc",="7435.64990234375",="1497.3599853515625",="4282.33984375"
="202408_025.swc",="7360.4501953125",="1505.68994140625",="4369.47998046875"
="202410_009.swc",="7265.43994140625",="1673.5400390625",="4727.3701171875"
="202413_060.swc",="8871.1298828125",="3622.6298828125",="9777.1396484375"
="202413_071.swc",="8472.4697265625",="4361.39990234375",="9824.3095703125"
="202415_026.swc",="8586.0400390625",="3861.0400390625",="9855.3203125"
="202415_030.swc",="8727.0498046875",="3975.22998046875",="9761.9501953125"
="202415_065.swc",="8614.5302734375",="4479.10986328125",="9683.990234375"
="202415_072.swc",="8457.26953125",="3906.6298828125",="9770.3603515625"
="202416_005.swc",="8234.740234375",="2169.510009765625",="8749.33984375"
="202416_009.swc",="8451.0302734375",="2268.31005859375",="8702.5400390625"
="202417_002.swc",="8590.3896484375",="2383.93994140625",="8831.1103515625"
="202417_004.swc",="8488.2802734375",="2319.56005859375",="8762.5302734375"
="202417_006.swc",="8546.7197265625",="2325.340087890625",="8720.7001953125"
="202417_007.swc",="8491.7998046875",="2289.8701171875",="8728.1298828125"
="202417_014.swc",="8556.41015625",="2520.389892578125",="9080.4599609375"
="202417_015.swc",="8502.0595703125",="2444.659912109375",="9039.0498046875"
="202417_019.swc",="8698.0703125",="2653.56005859375",="9140.51953125"
="202417_020.swc",="8686.669921875",="2687.5",="9245.1396484375"
="202417_021.swc",="8763.490234375",="2772.47998046875",="9219.9599609375"
="202417_024.swc",="8831.7197265625",="2798.610107421875",="9140.75"
="202417_025.swc",="8871.2001953125",="2742.179931640625",="9138.7001953125"
="202417_028.swc",="8725.5",="2597.39990234375",="9015.6396484375"
="202418_018.swc",="8389.8203125",="2389.800048828125",="8419.900390625"
="202426_155.swc",="8821.4599609375",="2930.330078125",="2083.4599609375"
="201621_001.swc",="8666.509765625",="2980.1201171875",="1965.8599853515625"
="201621_002.swc",="8692.33984375",="2914.679931640625",="1943.8900146484375"
="201774_002.swc",="8430.48046875",="3698.93994140625",="9789.8603515625"
="201992_030.swc",="8859.08984375",="4398.990234375",="9543.849609375"
