 ,221057_071,221057_098,221057_099,221057_102,221057_103,221057_120,221057_123,221057_130,221057_131,221057_135,221057_137,221057_150,221057_151,221057_153,221057_155,221057_167,221364_083,221364_087,221481_256,221481_257,221481_258,221481_522,221481_524,221701_041,221701_047,221701_052,221701_055,221701_060,221727_015,230011_174,230011_175,230066_079,230066_126,231570_012,231685_259,231685_281,233285_119,233379_133,233380_037,233668_057,233668_059,233668_061,233668_062,233668_063,233668_064,233668_065,233668_071,233668_073,233668_075,233668_080,233668_095,233668_099,233668_101,233668_102,233668_170,233795_002,233795_003,233795_008,233795_009,233795_011,233795_012,233795_013,233795_085,233795_087,233795_088,233795_089,233795_090,233795_092,233795_093,233795_094,233795_095,233795_097,233795_098,233795_102,221090_095,221091_154,221417_015,221417_019,221417_043,221418_129,221478_326,221479_166,221480_100,221481_254,221702_004,231685_243,231685_274,231685_286,231686_057,233379_029,233379_031,233379_036,233379_097,233379_130,233380_036,233666_139,233666_190,233666_200,233666_204,233666_218,221090_092,221090_094,221090_099,221091_125,221091_158,221417_017,221418_127,221418_135,221418_137,221477_058,221477_059,221479_185,221479_236,221481_137,221515_017,231687_014,233379_123,233666_201,233667_154,233667_217,233667_256,233667_257,233667_269,233667_289,233667_297,221065_081,221065_082,231687_027,233284_183,233667_270,221225_016,221365_067,233666_161,233666_182,233666_196,233666_198,233666_203,233666_225,233667_165,233667_178,233667_259,233667_272,221065_086,233667_261
="VISpl5",="0",="0",="632.1228",="0",="0",="0",="0",="0",="0",="5623.367",="5992.0601",="0",="0",="0",="0",="0",="0",="0",="0",="286.3402",="183.8996",="0",="0",="0",="0",="0",="0",="412.3706",="0",="0",="0",="1159.4179",="0",="0",="0",="0",="0",="0",="349.521",="2555.8991",="671.455",="4685.8447",="9169.6502",="334.9422",="377.2936",="4600.1913",="2509.4907",="8126.7181",="569.5143",="0",="0",="0",="0",="0",="0",="0",="0",="71.3335",="835.4449",="3038.348",="1632.9986",="2927.2496",="0",="0",="0",="0",="537.6268",="0",="0",="0",="0",="0",="491.0455",="0",="0",="0",="2526.7502999999997",="0",="0",="0",="0",="0",="100.6719",="211.9574",="0",="0",="802.7559",="5.0828",="0",="1029.3995",="543.3456",="0",="0",="2873.8955",="2517.3915",="1832.9132",="0",="0",="6.9264",="0",="1577.7494",="0",="0",="998.5853",="0",="29.8533",="0",="0",="1830.2916",="1413.4947",="732.3383",="2074.4551",="111.3719",="0",="0",="25.5943",="0",="692.6863",="45.0154",="440.456",="0",="1365.9868",="874.807",="19.9667",="0",="1326.6535",="0",="0",="0",="1582.9677",="0",="0",="345.7972",="0",="182.5545",="0",="0",="0",="0",="0",="902.0123",="14.7052",="0",="834.0326"
="VISli6a",="0",="0",="80.069",="0",="0",="60.6774",="968.4635",="0",="0",="0",="594.3951",="0",="0",="0",="317.6575",="0",="0",="0",="0",="0",="0",="0",="0",="0",="319.8166",="0",="216.4804",="0",="375.1682",="500.6501",="337.8844",="0",="0",="0",="0",="0",="50.7467",="0",="126.0497",="0",="143.5979",="2.2004",="0",="373.5875",="0",="0",="52.4925",="138.5105",="0",="0",="0",="25.4755",="196.0954",="19.9445",="0",="779.9537",="38.405",="0",="219.6939",="0",="0",="0",="0",="276.4051",="383.5378",="0",="286.0867",="0",="0",="0",="29.7727",="0",="26.5711",="96.6929",="0",="463.401",="0",="8.0927",="88.6699",="0",="201.0779",="425.4261",="0",="360.3305",="0",="0",="0",="198.4621",="0",="0",="0",="0",="0",="713.4854",="0",="292.713",="338.226",="52.7184",="837.4367",="0",="0",="0",="185.3744",="65.9223",="349.5619",="147.7678",="0",="0",="0",="465.8968",="0",="0",="266.6991",="0",="0",="0",="321.0616",="85.233",="0",="0",="458.4852",="0",="325.8503",="299.0554",="0",="0",="0",="829.4358",="223.7871",="365.3863",="0",="538.9978",="337.5225",="487.9092",="0",="0",="0",="1087.0738",="56.5109",="69.5542",="0",="12.8462",="0",="0"
="VISli6b",="0",="0",="38.8226",="0",="0",="0",="24.875",="0",="0",="0",="63.8805",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="77.3044",="0",="0",="0",="0",="196.4546",="0",="109.6622",="0",="0",="0",="0",="0",="0",="0",="219.9066",="70.7171",="78.4445",="0",="0",="127.8475",="0",="0",="0",="25.9386",="0",="0",="0",="0",="0",="61.6093",="257.6597",="0",="0",="202.4478",="0",="0",="9.152",="0",="0",="0",="0",="0",="116.7316",="0",="0",="0",="0",="0",="0",="0",="216.2894",="0",="0",="0",="0",="0",="115.4509",="0",="0",="146.7907",="0",="66.3185",="0",="0",="0",="0",="56.6782",="0",="0",="0",="0",="82.7655",="1.6191",="0",="2.819",="39.3091",="0",="0",="0",="0",="712.7831",="0",="0",="0",="0",="0",="0",="0",="0",="0",="85.5734",="0",="0",="0",="0",="447.9544",="71.3547",="69.9055",="0",="0",="11.5948",="62.6383",="0",="3.2988",="0",="0",="72.4397",="122.0501",="0",="0",="0",="115.3688",="0",="34.2871",="0",="318.5236",="0",="62.0248",="290.9202",="83.2755",="2.3907",="0"
="VISpor1",="0",="0",="660.6914",="0",="0",="0",="219.4204",="0",="0",="8.6425",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="98.8805",="0",="0",="0",="0",="0",="0",="0",="257.5357",="0",="0",="14.5393",="0",="0",="0",="206.5985",="0",="0",="24.4063",="0",="403.9125",="0",="110.1882",="0",="35.4519",="0",="0",="0",="0",="0",="0",="0",="0",="0",="90.8989",="0",="321.4206",="629.2759",="2134.8451",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="148.5146",="0",="0",="2474.9494",="0",="0",="500.6434",="0",="0",="0",="1100.0713",="47.6399",="0",="51.3313",="1060.7447",="3616.0268",="0",="273.6697",="0",="2220.1175",="0",="5644.2065",="0",="271.4619",="0",="0",="1003.5824",="0",="215.2761",="2354.9196",="1411.4831",="70.9224",="120.3906",="0",="0",="0",="22.0061",="3001.5",="114.7864",="0",="0",="0",="0",="2979.9946",="0",="1128.4155",="0",="1047.6883",="0",="48.9689",="1459.8475",="440.7387",="0",="154.0893",="168.7568",="0",="0",="0",="0",="0",="0",="0",="790.7889",="0",="0",="0",="0",="0",="0",="0",="0",="1510.0637"
="VISpor2/3",="0",="0",="2039.2549",="0",="0",="0",="287.5625",="0",="7.0613",="1096.8452",="0",="0",="0",="0",="0",="32.6755",="0",="0",="0",="0",="171.401",="0",="0",="1291.3265",="0",="0",="0",="5.55",="0",="0",="0",="2711.9573",="0",="0",="0",="0",="848.0887",="0",="1226.468",="0",="0",="291.6534",="267.735",="243.044",="0",="3660.9726",="0",="1105.4386",="0",="0",="0",="0",="0",="0",="0",="0",="0",="391.2234",="237.6255",="1097.9849",="6.0448",="5578.6401",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2203.7755",="0",="0",="424.3604",="0",="2575.1494",="5062.7174",="0",="0",="656.6177",="2200.4117",="1814.5633",="0",="47.4601",="638.8773",="5306.3125",="0",="193.6667",="732.5343",="98.3994",="0",="6121.6888",="0",="2640.3434",="741.1381",="0",="6000.0961",="0",="1622.2054",="2346.8289",="2849.0746",="2296.3763",="1125.2612",="0",="0",="0",="0",="568.1392000000001",="171.681",="0",="0",="0",="0",="5902.3709",="0",="6601.0794",="0",="4092.4377",="698.9673",="2675.441",="327.4809",="2332.824",="0",="182.1926",="2469.9202",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="77.8703",="0",="0",="983.4917"
="VISpor4",="0",="0",="28.1597",="0",="0",="0",="0",="0",="66.9665",="0",="0",="57.0136",="0",="0",="0",="78.0162",="0",="0",="0",="0",="46.4272",="0",="0",="548.3091",="0",="0",="0",="348.4159",="0",="0",="0",="0",="0",="0",="0",="0",="803.1674",="0",="158.8201",="0",="0",="0",="0",="84.6057",="0",="145.512",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="100.322",="156.8749",="213.2804",="157.2602",="216.3259",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1156.6469",="441.8929",="0",="28.3337",="557.2778",="725.5522",="134.9726",="0",="0",="60.0346",="114.0673",="0",="115.1214",="0",="0",="0",="1825.3003",="0",="501.4319",="338.7397",="0",="430.0009",="0",="0",="0",="0",="0",="628.3468",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="953.2534",="0",="496.8807",="73.4271",="62.3616",="0",="109.0563",="555.6381",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1295.4711"
="VISpor5",="0",="0",="2109.174",="0",="0",="0",="113.7899",="0",="0",="2127.1715",="1409.1546",="0",="0",="0",="0",="0",="0",="0",="0",="526.4022",="317.0936",="0",="0",="3028.3897",="1965.5937",="0",="0",="477.5941",="0",="0",="0",="2471.1515",="0",="0",="0",="0",="156.6628",="0",="1286.033",="0",="127.318",="2064.5994",="975.1427",="1087.393",="0",="3408.3231",="0",="3203.6408",="0",="0",="0",="72.2237",="3177.5253",="0",="0",="0",="0",="748.7879",="1388.3258",="5544.5375",="1150.2536",="1628.1679",="0",="326.7737",="0",="0",="210.5604",="0",="0",="0",="0",="1378.2087",="65.7573",="0",="0",="504.7871",="0",="858.6878",="1373.4635",="0",="76.9682",="431.9693",="437.4471",="275.84",="0",="0",="262.5624",="1458.3365",="0",="436.7638",="426.9065",="0",="0",="3337.7224",="0",="0",="494.9819",="0",="2983.9558",="0",="0",="1221.3026",="1315.3524",="123.9079",="757.3567",="212.0863",="0",="0",="0",="526.1579",="0",="0",="0",="0",="0",="455.301",="0",="1347.9182",="0",="1298.6684",="1000.9998",="624.3034",="0",="4.7995",="0",="601.9104",="807.1473",="3498.223",="0",="114.5545",="0",="0",="0",="100.871",="586.1774",="0",="821.8796",="0",="0",="0",="391.6977",="0",="0",="843.2104"
="VISpor6a",="0",="0",="386.4132",="0",="0",="0",="2.0219",="0",="0",="0",="46.0434",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="337.06",="595.7726",="0",="0",="0",="0",="0",="0",="550.4449",="0",="0",="0",="0",="0",="0",="97.5092",="0",="310.7419",="429.2936",="342.0074",="959.169",="0",="251.1154",="0",="947.8706",="0",="0",="0",="148.0941",="308.5008",="0",="0",="0",="0",="0",="438.6212",="114.3752",="522.7805",="0",="0",="455.3044",="0",="0",="131.0837",="0",="0",="0",="0",="0",="194.7466",="790.1533",="0",="330.6052",="0",="695.0944",="1367.0572",="0",="0",="603.9064",="0",="0",="0",="0",="0",="585.8823",="0",="0",="772.9035",="0",="0",="1032.2307",="0",="128.1247",="238.6297",="0",="1191.1553",="0",="0",="259.1628",="244.5005",="93.9215",="11.6086",="328.8518",="0",="0",="0",="557.598",="0",="0",="4.3053",="0",="0",="0",="243.3485",="2175.4033",="419.6326",="382.1753",="734.6374",="1255.0405",="0",="0",="0",="335.5148",="110.5057",="5363.9792",="0",="1956.5669",="0",="0",="388.1449",="426.5274",="0",="0",="0",="0",="475.3639",="0",="46.0728",="53.2827",="0",="0"
="VISal4",="0",="0",="0",="125.0972",="324.3342",="0",="0",="0",="0",="0",="0",="2761.4672",="0",="0",="0",="0",="265.6291",="410.367",="0",="0",="0",="861.153",="308.4627",="0",="0",="109.3679",="0",="0",="0",="0",="177.3232",="0",="253.2881",="570.8949",="1120.8194",="64.9619",="345.4386",="648.8518",="281.6897",="0",="0",="80.5528",="0",="103.4654",="360.5416",="0",="0",="0",="0",="953.2997",="0",="0",="0",="0",="497.7032",="0",="45.7276",="0",="1428.3843",="0",="73.609",="0",="36.0172",="717.1153",="0",="91.9141",="1298.0138",="0",="772.6214",="387.5354",="170.0235",="147.7373",="0",="0",="0",="0",="323.8461",="0",="0",="1496.9395",="50.3429",="9.0083",="247.3434",="0",="0",="53.6173",="0",="0",="0",="70.8551",="0",="203.1113",="965.0819",="221.1625",="0",="0",="0",="0",="361.385",="473.8523",="434.6402",="447.4253",="250.7303",="0",="0",="0",="889.4792",="912.1446",="25.8592",="149.2194",="0",="699.3584",="0",="434.2945",="0",="563.6598",="0",="121.5333",="0",="0",="0",="0",="0",="0",="61.7102",="0",="1018.1778",="0",="200.2568",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal5",="0",="0",="0",="672.061",="431.9136",="0",="0",="0",="0",="0",="0",="1444.0965",="0",="0",="0",="0",="148.2387",="2446.3964",="390.7784",="0",="0",="0",="371.7489",="0",="0",="0",="0",="0",="0",="183.1709",="842.9718",="0",="233.0968",="493.3583",="2506.9901",="0",="774.4839",="1418.1364",="1192.4931",="0",="0",="197.4261",="0",="623.0893",="807.828",="0",="0",="0",="0",="2049.3292",="0",="0",="0",="0",="3215.5924",="0",="0",="0",="2423.3196",="0",="77.6615",="0",="0",="2403.5876",="0",="1033.1078",="1261.1353",="0",="767.3067",="260.8291",="0",="67.1067",="0",="0",="0",="0",="671.183",="0",="0",="482.7809",="700.0858",="0",="612.1885",="0",="0",="91.7033",="0",="0",="0",="719.3948",="0",="0",="1876.5296",="0",="0",="0",="0",="0",="330.7421",="886.2871",="1609.8834",="943.5683",="710.1243",="0",="0",="0",="913.0888",="105.8101",="668.1722",="615.0179",="841.2972",="356.9204",="0",="1040.8523",="513.0563",="1030.285",="0",="65.247",="74.0617",="0",="0",="0",="0",="0",="0",="0",="661.341",="62.8019",="0",="0",="255.935",="681.5553",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISam6b",="0",="0",="0",="0",="41.0793",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="126.9819",="0",="0",="0",="0",="89.5279",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="13.846",="0",="0",="0",="0",="0",="0",="0",="166.4079",="92.2592",="155.0516",="11.9072",="0",="0",="0",="0",="0",="112.1963",="161.8743",="0",="32.3267",="0",="0",="0",="0",="124.8365",="0",="0",="0",="0",="0",="0",="47.6188",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPagl6a",="0",="0",="0",="0",="584.6382",="411.461",="197.2553",="0",="0",="372.9406",="0",="0",="0",="0",="0",="137.5854",="0",="0",="0",="954.4514",="0",="0",="0",="162.5315",="0",="0",="393.382",="843.4299",="1519.4954",="0",="0",="428.692",="0",="0",="0",="0",="0",="0",="0",="1497.0546",="470.3547",="452.4961",="453.9543",="2.5739",="0",="0",="183.1741",="0",="255.4246",="0",="297.885",="331.4241",="414.0458",="617.9042",="0",="0",="0",="0",="145.5863",="287.0385",="408.9741",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="629.5968",="573.366",="0",="0",="215.1719",="0",="0",="0",="768.6239",="0",="781.0144",="0",="0",="0",="0",="148.64",="0",="202.32049999999998",="655.4295",="697.22",="0",="517.5964",="0",="0",="0",="671.4302",="721.0481",="321.7347",="0",="1309.0436",="0",="201.2249",="0",="0",="383.9136",="400.3402",="844.26",="846.2909",="469.04380000000003",="0",="1071.2656",="231.3425",="1222.1601",="351.5599",="923.5007",="1028.2479",="0",="244.2939",="871.7838",="754.4291",="0",="279.1444",="132.7206",="0",="532.9225",="1628.3513",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="44.2842",="0",="0",="0"
="RSPagl6b",="0",="0",="0",="0",="368.4981",="14.0133",="0",="0",="0",="0",="0",="0",="0",="194.5512",="0",="0",="0",="0",="0",="0",="101.4356",="0",="0",="0",="0",="0",="158.2501",="0",="32.2861",="0",="0",="62.988",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="183.1142",="0",="0",="0",="0",="0",="0",="0",="0",="270.2926",="87.8957",="0",="0",="0",="0",="0",="0",="93.3025",="0",="0",="0",="284.3977",="0",="0",="0",="0",="0",="11.0278",="0",="0",="79.7568",="0",="11.4074",="39.1253",="128.4808",="0",="12.5708",="0",="0",="66.8511",="0",="0",="0",="0",="0",="0",="0",="16.1301",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPd6a",="0",="0",="0",="0",="6.9181",="315.1577",="269.0492",="0",="0",="2579.3613",="0",="0",="0",="0",="0",="0",="0",="0",="0",="359.0845",="485.5581",="0",="0",="0",="0",="0",="1008.1585",="0",="835.5179",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1152.9214",="373.197",="539.5654",="917.0399",="0",="0",="0",="133.6212",="0",="840.7365",="0",="0",="51.908",="356.2345",="0",="0",="0",="0",="0",="1396.3503",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="175.2082",="2496.2184",="0",="0",="325.8727",="0",="0",="0",="766.4369",="0",="918.5587",="0",="0",="0",="0",="124.4295",="0",="344.9383",="939.6182",="0",="0",="2458.8174",="0",="0",="0",="1128.4007",="22.9012",="0",="0",="2038.1826",="0",="135.0357",="113.1975",="568.7334",="85.0718",="529.4599",="1468.9903",="1022.2983",="990.7527",="2130.9307",="3199.3078",="375.9796",="2223.8456",="208.9542",="171.4121",="0",="0",="0",="980.0999",="193.3644",="0",="1542.154",="676.8689",="0",="1637.4539",="874.4884",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPd6b",="0",="0",="0",="0",="180.169",="0",="0",="0",="0",="0",="0",="0",="0",="47.9645",="0",="0",="0",="0",="0",="0",="167.5735",="0",="0",="0",="0",="0",="163.2472",="0",="14.2131",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="46.4057",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="91.6565",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="43.0476",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7.8363",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="59.0999",="0",="0",="86.6295",="0",="58.4716",="0",="249.73669999999998",="280.5589",="12.7594",="255.3293",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="cing",="0",="0",="0",="0",="477.4287",="0",="0",="0",="0",="0",="0",="0",="0",="47.0719",="0",="0",="0",="0",="0",="0",="1297.0001",="0",="0",="0",="0",="0",="40.9236",="822.542",="392.2738",="672.6546",="0",="977.4672",="451.3363",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1789.7449",="0",="222.588",="0",="0",="0",="0",="377.1593",="0",="0",="792.4275",="0",="545.4806",="0",="0",="0",="0",="0",="0",="0",="0",="83.4074",="0",="0",="0",="0",="1443.0989",="794.1985",="454.4191",="0",="361.4074",="1484.4087",="790.9034",="0",="1983.6338",="1290.4459",="0",="0",="2370.5896000000002",="0",="229.6902",="0",="0",="2681.4718000000003",="310.2528",="553.4247",="2798.4939999999997",="0",="1257.9383",="1091.2221",="1635.3456999999999",="522.1894",="0",="0",="801.8932",="1714.6207",="0",="368.1557",="1862.0765000000001",="1915.2849",="0",="246.3519",="270.1578",="1240.082",="1835.4724",="3179.4047",="1610.9912",="1494.3422",="1401.9214",="1421.6672",="1156.7676",="236.5688",="1628.778",="348.5694",="1084.5311",="2851.9049",="1609.7936",="0",="348.78319999999997",="0",="0",="1254.6752",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPagl2/3",="0",="0",="0",="0",="0",="53.7569",="22.8969",="0",="0",="569.1845",="0",="0",="0",="0",="0",="4646.0869",="0",="0",="0",="5763.623",="227.2129",="0",="0",="0",="0",="0",="0",="493.8753",="966.5339",="0",="0",="1140.6545",="0",="0",="0",="0",="0",="0",="352.3897",="1333.0819",="1066.1855",="157.1138",="206.5485",="0",="0",="0",="0",="0",="508.6198",="0",="0",="0",="3527.4859",="1133.5988",="0",="0",="0",="0",="0",="217.0798",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="667.8709",="2824.7234",="3047.4696",="0",="0",="0",="0",="0",="1096.5786",="0",="106.5464",="281.7206",="286.2632",="2479.4104",="0",="0",="0",="1487.0797",="179.2932",="15.7742",="448.9323",="129.3555",="0",="0",="0",="1708.7796",="0",="2070.5017",="0",="18743.0513",="0",="0",="2603.0326",="0",="604.1556",="300.992",="3515.2969999999996",="4806.7455",="1252.2164",="0",="497.2893",="1410.703",="1420.2017",="3706.9096",="411.1646",="1828.6224",="295.7858",="0",="0",="1820.5946",="0",="0",="0",="0",="0",="259.4769",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="fp",="0",="0",="0",="0",="0",="451.738",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="37.1596",="0",="0",="3212.9407",="0",="0",="0",="0",="0",="0",="331.1803",="220.0708",="1696.825",="0",="313.4944",="222.5087",="0",="0",="0",="871.687",="403.567",="327.7244",="0",="215.1283",="4964.6561",="755.5278",="93.8562",="0",="1419.6789",="2063.5425",="111.0865",="3589.1706000000004",="76.0525",="1073.5144",="215.6273",="654.8836",="0",="0",="820.2814",="0",="130.6171",="1204.7467",="0",="2763.2587",="0",="140.0538",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1883.3661000000002",="5483.2603",="5233.893599999999",="4846.5875",="3785.6677",="192.5857",="4837.5849",="386.2506",="3283.5515000000005",="3349.0942",="0",="1241.3787",="2050.4962",="457.8513",="3183.5493",="0",="0",="1372.0408",="0",="2881.3947",="1850.5759",="0",="6441.8161",="7027.507799999999",="4458.2078",="1534.2703",="0",="5031.2544",="2317.9074",="1485.412",="27.3849",="4360.3381",="2317.2853",="1532.3528999999999",="0",="2997.4082",="3298.8851",="699.3684",="5264.919",="1470.4864",="2710.9357",="3611.3913999999995",="936.9133",="5079.7600999999995",="1440.6836",="106.9541",="2514.1843000000003",="4205.9764",="2398.7275",="3827.0946",="7580.245199999999",="494.786",="3764.4498000000003",="2169.311",="0",="452.5235",="1085.9675",="0",="1947.4656",="1373.3674",="1440.8225",="1024.4322",="545.2848",="1440.188",="1529.4083",="1558.7431",="1006.1309",="2270.6285",="271.8268",="1143.667"
="scwm",="0",="0",="0",="0",="0",="221.2758",="0",="0",="0",="0",="4.8901",="0",="16.3644",="0",="28.2417",="0",="0",="0",="0",="2.9982",="612.2028",="0",="0",="0",="0",="0",="54.3849",="171.3924",="292.6652",="0",="0",="1047.3728",="335.363",="0",="0",="0",="0",="20.7329",="0",="0",="364.1801",="902.8814",="514.704",="140.0801",="0",="62.4324",="497.0896",="25.5917",="821.8113999999999",="0",="43.3421",="17.7079",="16.9971",="0",="0",="501.1083",="0",="274.685",="0",="0",="279.1544",="871.0873",="0",="0",="0",="0",="0",="0",="0",="382.1395",="0",="0",="0",="0",="337.8446",="783.5476",="5.6736",="177.3359",="33.0608",="312.6207",="404.3506",="0",="435.4916",="1666.182",="0",="0",="474.719",="0",="70.113",="0",="0",="570.9917",="838.5817",="1565.1461",="388.1982",="0",="215.8127",="332.7885",="451.2694",="251.0926",="0",="0",="94.5596",="345.735",="448.2093",="576.4029",="339.5005",="1245.9393",="0",="592.9273",="162.0358",="417.1916",="413.6809",="1342.0843",="871.3831",="0",="138.4637",="478.6646",="341.4272",="394.9628",="1977.0321",="1094.9142000000002",="605.7969",="2501.1053",="1981.5776",="76.6614",="952.5642",="53.4893",="303.6498",="995.1091",="9.6664",="0",="0",="0",="0",="0",="0",="103.7881",="0",="0",="221.601",="10.178",="0",="154.4653"
="VISpl1",="0",="0",="0",="0",="0",="0",="14.9315",="0",="0",="1153.7079",="1052.0163",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="201.5283",="0",="0",="0",="0",="0",="0",="2874.1201",="0",="0",="1095.1498",="250.908",="0",="0",="606.74",="0",="264.8203",="9.8992",="0",="0",="0",="0",="0",="0",="0",="0",="0",="277.5278",="1317.7692",="1758.3727000000001",="1734.3259",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="113.9325",="0",="0",="10755.7122",="4533.6192",="0",="0",="0",="0",="0",="5229.5055",="264.9478",="0",="0",="2870.1456",="6654.5392",="912.5883",="1049.8564",="0",="0",="0",="8923.3354",="4226.4257",="1543.6025",="0",="0",="0",="0",="26.234",="0",="0",="446.0051",="0",="0",="0",="0",="1045.315",="12851.734400000001",="1722.9877",="4937.0489",="7073.7966",="0",="0",="3868.3026",="0",="4061.2416",="0",="0",="0",="25.7491",="62.1283",="35.0261",="0",="2293.06",="0",="0",="0",="20.1972",="0",="0",="0",="0",="828.1347",="0",="0",="0",="0",="0",="822.5537",="0",="0",="715.6691"
="RSPagl5",="0",="0",="0",="0",="0",="0",="769.2133",="0",="0",="357.8679",="0",="0",="0",="0",="0",="1348.738",="0",="0",="0",="1211.022",="0",="0",="0",="566.3001",="0",="0",="0",="122.8932",="2511.5803",="0",="0",="2158.394",="0",="0",="0",="0",="0",="0",="51.1786",="2215.9885",="1154.3872",="52.4204",="264.3041",="0",="0",="0",="108.7655",="0",="1031.2579",="0",="0",="141.571",="4166.2837",="242.5312",="0",="0",="0",="0",="0",="429.6289",="168.7054",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="420.7762",="304.611",="193.6498",="0",="0",="0",="0",="0",="549.0537",="0",="0",="1122.0823",="0",="505.795",="0",="251.626",="0",="1207.7046",="211.897",="667.553",="0",="2310.3423",="0",="0",="0",="0",="0",="1119.3206",="0",="3555.15",="0",="523.1114",="1862.0087",="0",="0",="414.0195",="711.7342",="1705.5245",="3105.0233",="0",="646.1327",="975.9514",="774.2932",="690.4679",="1242.3123",="2767.6777",="293.1828",="0",="0",="819.5643",="0",="43.5132",="516.2507",="0",="0",="709.7796",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
