 ,221057_135,221057_154,221057_160,221481_118,221481_258,221701_050,221701_055,230066_083,230066_125,231687_007,233379_034,233379_047,233379_114,233379_115,233379_124,233379_131,233668_046,233668_061,233668_075,233668_096,233795_009,221090_095,221090_097,221090_098,221091_154,221417_015,221417_016,221418_128,221418_129,221418_139,221478_278,221480_100,221702_004,231685_255,231685_273,233379_030,233379_036,233379_040,233379_097,233379_102,233379_107,233379_109,233379_118,233379_130,233379_142,233380_092,233380_093,233666_139,233666_190,221090_093,221091_113,221091_125,221091_141,221418_001,221418_127,221418_131,221418_132,221418_135,221418_136,221418_138,221418_150,221426_062,221479_170,221479_185,221479_236,221481_137,221515_017,231685_244,231687_014,233379_123,233666_049,233666_201,233667_154,233667_217,233667_256,233667_269,233667_289,233667_297,221065_081,221065_082,221091_171,231687_028,233284_183,233667_270,233668_104,221365_072,233666_146,233667_136,233667_171,233667_218,233667_221
="SSp-bfd6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="259.6146",="0",="0",="0",="0",="0",="0",="0",="181.5833",="0",="0",="594.4018",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="595.6405",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="472.1644",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="872.1796",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="277.1682",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="184.4703",="0",="0",="0",="0",="0",="0",="0",="62.8668",="0",="57.5518",="445.719",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="69.4526",="0",="0",="0",="169.8227",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="9.6711",="0",="0",="0",="0",="2.3423",="0",="0",="6.5401",="0",="0",="0",="0",="0"
="SSp-bfd1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="236.5635",="0",="0",="108.9792",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3210.9629",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="389.4275",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="262.787",="0",="0",="0",="0",="0",="0",="0",="0"
="SSs1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="32.773",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="340.382",="0",="0",="0",="0",="0",="0",="0",="0"
="SSs2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="416.541",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSs4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="244.8489",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDd2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="70.2346",="0",="0",="129.3285",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="31.6629",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="19.5712",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="169.302",="0",="0",="178.1744",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="489.1419",="0",="0",="0",="0",="0",="0",="6.0504",="0",="1037.4382",="0",="291.6581",="0",="0",="0",="0",="0",="0",="0"
="VISli1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="201.9721",="0",="0",="59.6097",="792.9207",="0",="0",="353.2948",="303.6585",="0",="0",="218.2435",="0",="0",="0",="0",="0",="0",="0",="435.1675",="0",="1491.4228",="0",="0",="0",="0",="315.2409",="0",="0",="0",="337.3906",="0",="0",="0",="0",="0",="0",="450.5481",="0",="0",="392.0064",="0",="0",="0",="0",="0",="16.7581",="0",="406.0341",="0",="0",="1383.4332",="0",="0",="0",="0",="0",="0",="676.0856",="318.0804",="33.776",="0",="0",="0",="0",="1759.9065",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpor6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="244.4324",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="139.9829",="0",="0",="0",="0",="0",="0",="0",="0",="0",="164.9743",="0",="0",="0",="89.83",="343.8566",="0",="0",="0",="0",="0",="0",="0",="63.0219",="0",="0",="0",="0",="0",="0",="0",="302.1962",="0",="0",="0",="0",="191.4148",="0",="0",="22.5022",="29.3162",="0",="0",="128.4564",="0",="776.0192",="0",="0",="142.5851",="0",="1775.1904",="0",="0",="0",="0",="0",="0",="0"
="AUDd5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="61.2941",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="32.7367",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="141.1364",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="503.2138",="0",="0",="347.1227",="1710.9179",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="192.5633",="0",="73.2864",="0",="0",="0",="0",="369.0087",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="166.6959",="0",="0",="284.271",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="201.4296",="0",="0",="0",="1669.8272",="0",="0",="101.9478",="0",="0",="0",="0",="0",="0",="0",="0",="0",="190.1676",="0",="0",="0",="0",="479.3735",="0",="0",="0",="399.0664",="0",="0",="0",="34.688",="0",="0",="0",="0",="0",="240.7261",="0",="0",="0",="0",="0",="0",="0",="92.4555",="0",="0",="174.7363",="0",="0",="443.6357",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="108.4589",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="368.4194",="0",="0",="0",="186.1368",="0",="0",="30.6553",="0",="0",="0",="0",="0",="0",="0",="0",="0",="6.5393",="0",="0",="0",="0",="736.3134",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="22.4455",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="152.6157",="0",="0",="0",="0",="0",="0",="0",="0",="111.2274",="0",="0",="0",="0",="0",="0",="0",="0"
="ccg",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="65.1516",="0",="0",="132.2202",="0",="0",="0",="304.4013",="544.7868",="862.923",="0",="0",="0",="106.478",="0",="0",="0",="0",="0",="0",="1283.7735",="0",="0",="16.5801",="0",="0",="0",="0",="0",="0",="0",="1031.4917",="620.2837",="0",="0",="0",="0",="0",="0",="0",="202.7649",="0",="328.7472",="0",="0",="6.1538",="0",="172.3353",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="185.4272",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ccb",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="637.6022",="460.4494",="0",="637.7189",="1524.5924",="0",="0",="333.8098",="1045.0256",="159.536",="0",="0",="0",="457.4754",="0",="0",="0",="173.7869",="123.2187",="0",="5295.532",="0",="240.3463",="1689.3175",="0",="0",="0",="1683.0492",="0",="2791.5492",="0",="4315.7224",="255.5749",="0",="1230.4809",="1241.0372",="751.1966",="0",="0",="3505.3142",="3456.9585",="0",="5.3556",="1179.8823",="0",="2582.1979",="0",="381.0046",="0",="2004.3153",="0",="0",="0",="19.3984",="4032.7049",="1262.1209",="0",="0",="2359.5355",="0",="0",="0",="0",="782.6345",="0",="0",="0",="0",="0"
="SEZ",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="112.5059",="0",="0",="198.1226",="530.2284",="0",="0",="268.5851",="1038.6917",="1290.131",="0",="0",="0",="96.4921",="0",="0",="0",="0",="119.7914",="0",="509.428",="0",="0",="113.6366",="0",="0",="0",="0",="76.6768",="404.1141",="0",="527.2802",="0",="0",="7.2152",="1006.8333",="4.6741",="0",="0",="11.7446",="167.7316",="0",="838.8926",="625.9158",="0",="959.6545",="0",="0",="0",="1338.4267",="0",="0",="0",="0",="2070.8447",="212.2755",="0",="0",="8.7792",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-ll6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="915.431",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="988.8802",="0",="0",="544.3679",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="920.8877",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="MOp6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="528.5632",="0",="380.6858",="0",="0",="0",="0",="0",="0",="0",="0",="0",="353.252",="0",="0",="830.6317",="0",="0",="0",="0",="153.5271",="0",="0",="0",="0",="0",="796.6972",="360.1263",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="342.4259",="0",="88.0705",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="MOs1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2269.3334",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4099.0605",="0",="0",="0",="0",="739.8495",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="417.99",="30.8509",="0",="0",="162.6533",="0",="0",="0",="0",="0",="0",="0",="4130.4309",="106.5679",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="MOs2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="21.1426",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1423.7823",="0",="0",="0",="0",="302.3646",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3792.039",="288.1265",="0",="0",="476.9649",="0",="0",="0",="0",="0",="0",="0",="1558.3211",="271.5481",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="MOs6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="691.0352",="0",="579.8475",="0",="0",="0",="63.3071",="0",="0",="0",="0",="0",="653.6997",="0",="0",="1011.8914",="0",="0",="0",="0",="506.492",="0",="0",="0",="0",="0",="554.7264",="434.9166",="404.624",="0",="0",="1017.7868",="323.4872",="1212.1832",="0",="0",="0",="0",="0",="0",="0",="0",="0",="492.7554",="0",="1019.4752",="905.8583",="0",="0",="0",="0",="0",="389.9551",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSs6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="346.6819",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2.5781",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSs6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="390.8983",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="274.002",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDd6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="187.44",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="29.7176",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ACAd1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="14466.7064",="0",="461.8539",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1611.7544",="0",="0",="4283.8552",="0",="0",="0",="0",="7224.2872",="0",="0",="0",="0",="0",="1063.0157",="0",="1124.5896",="0",="0",="0",="909.1812",="923.3425",="1750.0441",="0",="0",="2493.5545",="0",="0",="0",="0",="0",="0",="0",="14525.797",="1742.4954",="0",="0",="0",="0",="0",="90.095",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ACAd2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="956.6934",="0",="414.4866",="0",="0",="0",="0",="0",="0",="0",="0",="0",="217.7587",="0",="0",="917.2126",="0",="0",="0",="0",="1342.4614",="0",="0",="0",="0",="0",="1328.5412",="0",="441.1287",="0",="0",="0",="1998.339",="1645.3885",="7175.8672",="0",="0",="346.4805",="0",="0",="0",="0",="0",="0",="0",="3466.7196",="1469.7863",="0",="0",="0",="0",="0",="260.1334",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ACAd5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1018.8815",="0",="608.3792",="0",="0",="0",="2094.1232",="0",="0",="0",="0",="0",="565.0227",="0",="0",="221.0173",="0",="0",="0",="0",="1175.8109",="0",="0",="0",="0",="0",="778.0745",="150.4243",="0",="0",="0",="150.7291",="2846.5965",="418.9066",="1781.7516",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1489.8589",="971.1367",="0",="0",="0",="0",="0",="463.0438",="0",="0",="0",="0",="0",="0",="320.442",="0",="0",="0",="0",="0",="0",="0",="0"
="ACAd6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="790.6887",="0",="1256.4524",="0",="0",="0",="1637.563",="0",="0",="0",="0",="0",="22.4235",="0",="0",="0",="0",="0",="0",="0",="735.0447",="0",="0",="0",="0",="0",="1131.4215",="1441.2221",="899.096",="0",="0",="0",="0",="421.6334",="260.7164",="0",="0",="0",="0",="0",="0",="0",="0",="1272.1659",="0",="770.8002",="460.4831",="0",="0",="0",="0",="0",="145.9857",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ACAv1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1282.808",="0",="31.5368",="0",="0",="0",="0",="0",="0",="0",="0",="0",="346.654",="0",="0",="508.6885",="0",="0",="0",="0",="2057.9731",="0",="0",="0",="0",="0",="0",="82.9709",="1063.9666",="0",="0",="0",="0",="0",="223.0708",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2182.8132",="902.7454",="0",="0",="0",="0",="0",="70.1002",="0",="0",="0",="0",="0",="0",="3840.2279000000003",="0",="0",="0",="0",="0",="0",="0",="0"
="ACAv2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="124.3634",="0",="5472.9763",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="43.1332",="0",="0",="0",="0",="1704.3385",="0",="0",="0",="0",="0",="0",="788.7941",="1186.0893",="0",="0",="0",="0",="0",="2761.771",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3331.7356",="1166.323",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="354.4051",="0",="0",="0",="0",="0",="0",="0",="0"
="SCzo",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="754.907",="0",="0",="0",="0",="0",="60.917",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="120.0462",="0",="722.1705",="727.4691",="0",="0",="312.6511",="0",="0",="0",="83.0182",="0",="0",="0",="0",="0",="0",="16.1201",="0",="0",="0",="0",="0",="0",="0",="533.7399",="0",="0",="1223.6243",="4172.1355"
="int",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="255.9396",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="120.2599",="0",="0",="113.7627",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2721.5536",="339.3758",="361.6048",="413.6855",="497.2707",="451.8306"
="SSp-tr6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="176.5568",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="643.2449",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="14.7132",="0",="0",="0",="0",="271.4183",="0",="585.1652",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="708.7208",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="873.4973",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="226.0699",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1793.5096",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ACAd6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="67.3539",="0",="0",="0",="25.298",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ACAv5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="764.1356",="0",="0",="0",="1344.435",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="915.9906",="0",="0",="0",="0",="0",="0",="488.7083",="1493.9829",="0",="0",="0",="0",="0",="335.4058",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="67.8977",="774.684",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="252.4763",="0",="0",="0",="0",="0",="0",="0",="0"
="MOs5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="819.715",="0",="0",="0",="0",="0",="6.1405",="0",="0",="1296.2441",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1170.5145",="1264.2469",="0",="0",="0",="0",="1122.0718",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ORBl1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="89.1177",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="361.1006",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ORBl2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="664.3388",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="771.9346",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ORBm6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="151.6236",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="221.7179",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
