 ,221057_071,221057_090,221057_098,221057_107,221057_155,221057_156,221057_160,221364_052,221364_080,221364_081,221364_082,221364_083,221364_084,221364_085,221364_086,221364_087,221479_168,221479_216,221481_118,221481_256,221481_507,221481_513,221481_538,221701_039,221701_055,221701_057,221701_060,221701_062,221719_052,230066_089,230066_125,231570_009,231570_012,231685_259,231687_007,231687_008,231687_010,231687_016,233379_001,233379_037,233379_049,233379_050,233379_051,233379_052,233379_112,233379_115,233379_122,233379_124,233379_129,233668_076,233668_080,233668_097,233668_130,233668_170,233795_001,233795_072,233795_075,233795_087,233795_124,233795_125,221090_098,221417_015,221418_128,221418_129,221481_198,231686_050,233379_039,233379_040,233379_097,233379_100,233379_102,233379_130,233379_142,233380_036,233380_094,221090_092,221090_094,221090_099,221091_113,221091_141,221418_001,221418_127,221418_131,221418_132,221418_133,221418_135,221418_136,221418_138,221418_150,221426_062,221477_058,221477_059,221479_170,221515_017,231687_014,233285_248,233379_123,233667_256,233667_289,231687_017,233284_183,233285_047,212073_012,221225_015,221365_066,221365_067,221365_068,221365_069,221365_072,221365_081,221426_061,231687_001,231687_002,231687_006,231687_012,233285_040,233285_044,233285_246,221536_026,221536_034,221719_054,233285_039,233285_041,233285_045
="VISpm5",="852.421",="2961.6892",="4650.8865",="1867.275",="126.3259",="3799.0816",="991.7624",="256.2112",="60.4844",="61.0343",="0",="0",="0",="0",="0",="346.1507",="0",="2126.3695",="0",="0",="0",="0",="0",="1942.0681",="2447.7934",="1920.669",="0",="2004.6113",="0",="656.4133",="1652.4607",="262.0947",="0",="88.2899",="0",="0",="0",="0",="452.4964",="0",="1449.6683",="374.6911",="683.7829",="1045.2767",="97.5455",="0",="558.5631",="1044.5349",="0",="328.4646",="508.4765",="131.7375",="1853.4147",="796.1524",="0",="0",="34.2703",="0",="36.5179",="337.5641",="295.1025",="0",="0",="1293.4637",="0",="0",="412.5471",="0",="988.1631",="414.9407",="504.1344",="510.2862",="0",="0",="423.376",="0",="0",="180.8592",="0",="3708.5732000000003",="1519.8377",="1416.964",="3872.9487",="5190.2442",="1623.9658",="2159.2718",="493.4608",="558.1707",="0",="742.4321",="1109.9528",="1808.2429",="980.2144",="2330.2965",="306.8736",="0",="1326.5241",="113.088",="0",="83.3159",="411.9804",="436.172",="234.6006",="0",="105.469",="0",="0",="0",="332.1191",="0",="0",="0",="170.0913",="0",="316.5452",="556.4363",="0",="624.8434",="0",="0",="0",="23.9006",="2550.5378",="300.1134"
="VISli1",="1064.6689",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="105.5367",="0",="0",="0",="582.7028",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="47.6502",="109.8529",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="24.6895",="0",="0",="0",="303.6585",="0",="218.2435",="0",="0",="0",="0",="1491.4228",="0",="0",="315.2409",="0",="0",="0",="239.2055",="1635.1967",="0",="0",="0",="0",="450.5481",="0",="0",="0",="392.0064",="0",="0",="0",="0",="1383.9363",="237.265",="0",="0",="1383.4332",="0",="0",="0",="318.0804",="0",="1759.9065",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli2/3",="3403.7843",="0",="0",="0",="174.4484",="0",="0",="0",="0",="0",="0",="2807.3898",="0",="0",="0",="1469.2529",="0",="0",="0",="0",="0",="0",="0",="0",="46.4504",="0",="0",="0",="0",="0",="0",="0",="288.5999",="245.5731",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="272.8679",="0",="0",="0",="0",="0",="0",="535.033",="0",="0",="0",="0",="0",="3780.3763",="0",="0",="0",="0",="249.5642",="0",="0",="22.4568",="0",="0",="0",="699.6519",="600.3137",="0",="0",="0",="0",="560.7989",="0",="0",="0",="2438.1458",="0",="0",="0",="0",="1446.3592",="1980.4608",="0",="47.4543",="739.2476",="0",="0",="0",="287.2418",="0",="87.9728",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli4",="1324.8081",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="254.227",="0",="0",="0",="126.2125",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="84.8607",="0",="0",="0",="0",="0",="432.9706",="165.6281",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="49.615",="0",="0",="0",="0",="0",="0",="123.2156",="0",="0",="0",="0",="0",="824.4007",="0",="0",="0",="0",="242.7526",="0",="0",="104.0773",="0",="0",="0",="162.6285",="681.9105",="0",="0",="0",="0",="634.4827",="0",="0",="0",="535.6837",="0",="0",="0",="0",="466.0226",="37.0314",="0",="238.6006",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli5",="1409.3609",="0",="493.4616",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="273.235",="0",="0",="0",="256.1927",="0",="0",="0",="0",="0",="0",="286.1951",="0",="0",="0",="0",="0",="55.4157",="555.4501",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="91.0005",="0",="0",="99.4817",="0",="0",="0",="276.0851",="0",="0",="0",="0",="0",="345.8654",="0",="0",="0",="0",="0",="0",="0",="269.6307",="0",="0",="0",="300.5988",="2201.9162",="0",="0",="0",="0",="466.1288",="0",="0",="0",="533.2567",="0",="0",="0",="0",="501.5686",="63.0308",="0",="184.3235",="0",="0",="0",="144.084",="0",="0",="0",="0",="0",="0",="0",="596.5077",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISa2/3",="23.2236",="763.8537",="4447.2653",="3618.1484",="1293.6812",="986.9364",="43.0699",="186.3545",="0",="26.2757",="0",="1.9273",="86.5731",="389.7891",="719.5741",="87.8178",="0",="311.5532",="0",="1154.9611",="970.1778",="461.2775",="0",="6394.1066",="0",="0",="2961.3952",="0",="3120.499",="4067.6941",="61.9096",="0",="1213.5653",="0",="36.6069",="62.2326",="0",="433.2298",="1555.3921",="355.8683",="1204.4314",="526.0122",="3934.9215",="2261.8027",="0",="0",="3870.5728",="291.2025",="0",="0",="0",="957.8815",="0",="0",="354.3424",="0",="0",="0",="2065.5407",="1493.3223",="232.0579",="112.8676",="905.5592",="0",="0",="0",="26.0912",="0",="723.7293",="219.1074",="0",="0",="181.3532",="0",="85.9837",="0",="323.2569",="356.5882",="0",="0",="580.0315",="335.9515",="7173.159",="261.863",="1031.0128",="291.1894",="0",="1241.3644",="0",="7686.0012",="54.5765",="275.5706",="0",="0",="0",="0",="2750.856",="0",="65.2024",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="465.8661",="0",="0",="0",="0",="37.1946",="0",="0",="0",="0",="40.8549",="0",="80.611",="0"
="VISa4",="838.5945",="304.4328",="586.1129",="234.4497",="78.1533",="30.4241",="0",="76.8448",="0",="0",="26.9415",="0",="176.8654",="0",="362.5781",="125.3518",="0",="29.0951",="0",="0",="134.7821",="330.4519",="0",="174.2648",="0",="102.4847",="520.0625",="0",="525.8014",="959.3777",="42.4455",="0",="774.2003",="0",="81.974",="263.6192",="0",="73.5796",="0",="0",="1389.1804",="5.1553",="695.2151",="426.9712",="0",="0",="579.4093",="0",="0",="0",="7.8799",="305.2941",="48.0381",="0",="224.7242",="0",="0",="0",="362.1531",="966.7136",="248.1827",="0",="323.0915",="0",="0",="0",="0",="1163.205",="162.1877",="0",="0",="0",="920.7081",="0",="0",="0",="0",="113.9348",="0",="0",="145.7138",="0",="294.0795",="0",="0",="100.61",="0",="525.0133",="0",="1009.4438",="0",="0",="0",="0",="0",="0",="916.9187",="434.968",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="114.5782",="0",="0",="0",="0",="0",="0",="0",="0",="0",="27.7911",="262.3609",="0",="1189.5811",="0"
="VISa5",="412.7595",="1506.4666",="3219.4951",="698.0988",="641.1272",="185.7832",="0",="1007.4289",="463.1429",="11.9916",="167.9057",="218.0344",="128.4959",="332.6776",="0",="789.6475",="185.5841",="1680.4633",="252.4905",="208.0828",="199.3486",="2774.3963",="55.1213",="837.6925",="0",="5.2731",="1286.1818",="0",="2361.6383",="1595.4166",="305.9213",="0",="351.5194",="587.8756",="494.6051",="334.6321",="0",="0",="1208.6939",="0",="2529.8247",="1708.1939",="3029.5399",="1964.1546",="166.5471",="0",="3076.4217",="31.0911",="410.9872",="783.7522",="45.2895",="496.6528",="244.1343",="288.3349",="2483.2779",="0",="563.011",="533.2949",="2001.5109",="2257.3014",="18.3622",="27.7415",="593.3148",="678.0945",="441.6025",="0",="0",="0",="0",="208.5014",="0",="0",="554.2137",="0",="0",="0",="0",="103.0494",="0",="0",="108.9795",="0",="1293.7645",="0",="0",="433.8228",="454.8489",="128.1121",="165.3045",="1945.7702",="205.5622",="367.4472",="0",="0",="0",="0",="825.3431",="104.5359",="0",="0",="0",="201.6211",="267.8857",="46.8254",="663.0127",="441.0669",="377.6254",="211.5017",="199.2088",="1165.2022",="0",="863.5959",="177.4125",="645.7542",="330.8193",="170.592",="1401.4316",="6.9583",="3.8004",="17.7605",="1849.7795",="34.3861",="744.8458",="15.0617"
="VISrl2/3",="545.8868",="3841.9401",="4994.4251",="1060.5585",="0",="5772.1085",="0",="2365.6415",="3538.4276",="5889.5751",="7431.3223",="3840.6488",="2430.2956",="3849.5502",="2165.4772",="3582.8127",="2094.6214",="2607.6843",="1683.142",="2110.5419",="770.1136",="1234.0236",="640.6943",="0",="0",="251.7576",="0",="0",="1237.2056",="0",="0",="370.2611",="0",="5495.2494",="8335.927800000001",="2376.2932",="5129.758",="444.6378",="4811.2168",="42.0398",="513.8949",="0",="17.1468",="0",="2387.224",="1304.1805",="413.5524",="0",="241.2422",="49.0335",="0",="0",="341.0181",="363.765",="0",="10394.2103",="3644.7715",="767.5354",="8150.5667",="2399.1311",="0",="331.76059999999995",="0",="0",="1412.6319",="0",="1078.0413",="156.0247",="0",="0",="0",="0",="1423.0467",="0",="0",="1125.9041",="274.6959",="5462.6878",="0",="0",="667.4284",="0",="0",="0",="0",="0",="0",="0",="14.3219",="698.3346",="1180.8433",="0",="550.0893",="0",="1798.3518",="341.7117",="1068.8632",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="243.1728",="0",="0",="1202.735",="751.2516",="478.3133",="0",="243.5249",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISrl4",="251.8851",="435.2811",="468.5436",="569.8157",="0",="391.0789",="0",="1011.3232",="882.8575",="245.896",="1789.6806",="247.7428",="542.4367",="1134.2713",="928.6485",="2709.0128",="514.3795",="530.2243",="296.809",="4196.9521",="829.3527",="358.751",="124.0218",="0",="0",="286.2621",="0",="0",="252.7297",="0",="0",="0",="0",="679.4137",="1438.2124",="856.039",="697.2107000000001",="564.13",="657.0034",="0",="71.6611",="0",="0",="0",="777.0476",="433.1532",="1243.6659",="0",="200.557",="0",="371.6557",="0",="422.7704",="0",="0",="2384.4771",="897.2299",="56.1782",="1569.7765",="589.8465",="98.3896",="529.0473999999999",="0",="0",="2194.2893",="0",="642.2675",="0",="0",="0",="0",="66.7308",="247.9404",="0",="0",="166.5219",="505.02279999999996",="2064.2318999999998",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="866.7472",="1990.5463",="29.959",="168.8992",="0",="1164.6137",="803.5588",="370.9489",="0",="0",="0",="133.6547",="0",="0",="0",="0",="0",="0",="131.3247",="0",="0",="1937.6416",="407.6713",="1048.5989",="72.8704",="128.7239",="0",="0",="0",="136.5405",="622.3805",="169.4141",="0",="0",="139.1493"
="VISrl5",="1091.0891",="53.119",="1390.1712",="455.3476",="0",="34.1055",="0",="1634.3777",="3604.4497",="6204.0037",="4199.9971",="1829.4418",="622.9636",="2156.6043",="1568.5938",="5038.084",="674.8352",="1853.2705",="1434.8659",="3890.0759",="6196.3151",="2073.1183",="2427.6378",="0",="0",="892.2961",="0",="0",="2179.1083",="0",="0",="0",="0",="876.2957",="3744.4860000000003",="955.7611",="1164.0115",="718.4635",="1363.6486",="63.3543",="0",="60.657",="0",="79.9435",="1281.7923",="389.7835",="1735.8997",="0",="601.3667",="0",="552.2724",="0",="2925.2693",="0",="0",="7719.4399",="5001.9372",="181.9239",="5635.8316",="5805.7984",="54.8166",="57.2706",="0",="0",="437.5791",="0",="1964.2597",="0",="313.6319",="0",="0",="0",="854.6675",="0",="0",="2056.0168",="872.2240999999999",="1186.209",="0",="0",="0",="0",="0",="0",="0",="0",="0",="894.1929",="0",="2640.4682000000003",="1036.3466",="1662.2367",="56.6709",="21.0598",="1598.739",="2590.5945",="120.3718",="0",="0",="123.4326",="0",="0",="0",="0",="0",="22.8891",="950.1996",="1933.7324",="0",="0",="2371.7437",="2457.6185",="438.0592",="2432.1693",="709.1803",="155.1872",="0",="531.2911",="522.1558",="1244.3624",="1837.179",="100.9067",="0",="0"
="or",="122.3543",="0",="0",="4.7456",="1309.5828",="0",="0",="343.7489",="13.4737",="0",="147.5936",="0",="67.4951",="0",="433.1486",="183.4104",="0",="0",="588.8946",="0",="0",="0",="6.6992",="1078.6677",="754.3373",="0",="261.2113",="29.9768",="27.2178",="428.81",="1520.6345",="0",="476.8166",="0",="1215.8753",="0",="1188.1375",="735.2194",="198.7073",="0",="320.3575",="381.8773",="0",="0",="0",="2086.1477",="0",="233.8164",="595.7252",="159.1908",="465.2958",="0",="2008.5468",="936.9556",="482.308",="614.5714",="554.5324",="0",="734.1993",="143.8567",="2487.7843",="2451.6866",="412.2622",="69.2631",="1511.8697",="1909.2844",="2723.2156",="2870.1365",="573.6421",="292.956",="1600.2029",="2667.3394",="1786.2441",="2186.2276",="592.7711",="2117.3193",="4523.2196",="2894.3081",="2807.9768",="0",="2018.158",="731.381",="117.2607",="1109.918",="0",="301.9764",="1009.6979",="13.8441",="599.5716",="3258.4158",="2983.4352",="3739.4359000000004",="2669.0135",="80.0051",="570.6668",="1197.0003",="2374.6845",="873.9839999999999",="4767.5892",="5975.8404",="1726.1906",="3112.1289",="1281.5039",="1676.1458",="1494.7339",="1950.5527",="1537.0429",="1410.5408",="1001.0619",="1409.1076",="961.1428",="2542.0393",="1424.6814",="2687.7308",="2528.3211",="1900.3403",="1315.4908",="1601.3677",="6482.2981",="6279.8736",="973.9586",="2044.0916",="2424.35",="1440.6067"
="SSp-bfd1",="0",="308.0926",="0",="1055.7243",="0",="361.8698",="0",="48.2421",="0",="0",="56.4478",="12.3579",="0",="0",="0",="0",="404.4184",="39.4846",="0",="136.0125",="1310.1622",="277.3756",="0",="0",="0",="25.1481",="0",="0",="423.0096",="0",="0",="793.9245",="0",="0",="0",="0",="0",="0",="1307.8516",="1221.4069",="427.7434",="581.0473",="57.1862",="2547.5627",="0",="0",="270.3465",="0",="3219.8704",="0",="0",="0",="0",="93.433",="745.0009",="112.2028",="0",="0",="0",="303.5438",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2129.0161",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3210.9629",="4921.5344",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd2/3",="0",="593.9729",="0",="672.913",="0",="2596.3334",="0",="2472.9189",="0",="0",="453.481",="3839.2094",="405.8823",="0",="0",="0",="4593.9439",="4328.3017",="0",="1577.4395",="7468.4274",="2041.2819",="0",="0",="0",="588.3684",="0",="0",="3233.3239",="0",="0",="2311.5935",="0",="0",="0",="0",="0",="1092.42",="5071.3533",="1015.3227",="5228.6447",="1071.4933",="779.9747",="5783.698",="6.2054",="0",="2107.8927",="0",="4031.7416",="0",="0",="0",="80.0598",="2849.778",="2476.5375",="1423.7294",="0",="116.2095",="306.3654",="3810.1249",="0",="0",="0",="0",="0",="0",="141.7744",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2892.4477",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="262.787",="349.7328",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISrl1",="0",="544.8534",="2154.8147",="157.9747",="0",="704.1351",="0",="60.1499",="662.8714",="629.9209",="1493.7926",="350.0236",="218.814",="27.6312",="1706.7486",="326.8337",="105.1603",="611.218",="71.6576",="573.2925",="0",="59.1541",="17.3606",="0",="0",="0",="0",="0",="324.9414",="0",="0",="497.895",="0",="2170.3633",="1933.4146",="646.4011",="4592.43",="385.3835",="424.5977",="691.2526",="48.702",="0",="132.0173",="155.8556",="0",="118.1498",="150.0944",="0",="62.4933",="0",="0",="0",="68.4794",="103.5724",="0",="3257.1564",="2044.6004",="0",="2916.5294",="221.1405",="0",="585.2678000000001",="0",="0",="1369.5936",="0",="1076.2896",="0",="310.6875",="0",="0",="0",="2204.1903",="0",="0",="468.5259",="268.1597",="10312.012200000001",="0",="0",="1043.8799",="0",="0",="0",="0",="0",="0",="0",="2212.0623",="886.164",="885.7687",="0",="320.4957",="28.6922",="3659.2206",="0",="2654.5279",="0",="0",="0",="2886.9085",="5038.9702",="0",="0",="0",="0",="0",="123.4476",="0",="0",="1258.0914",="1100.1987",="0",="0",="84.2322",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISam6a",="0",="0",="337.8137",="69.1474",="94.9728",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="50.6257",="0",="0",="0",="0",="0",="126.3018",="105.6609",="0",="23.1674",="179.1709",="0",="334.3233",="80.8864",="0",="137.7212",="0",="0",="85.5194",="0",="0",="0",="0",="70.6958",="0",="0",="72.9632",="197.3233",="0",="354.7163",="78.4994",="552.3524",="472.0146",="0",="223.9491",="197.0558",="0",="34.935",="0",="0",="0",="0",="0",="362.2259",="0",="283.0745",="31.36",="0",="0",="396.6669",="332.9272",="0",="0",="20.7767",="771.9415",="295.3101",="0",="81.9133",="318.6555",="503.9147",="221.7802",="0",="276.6821",="0",="0",="1294.1143",="740.3969",="1079.833",="140.8223",="392.1663",="0",="1042.4678",="1389.0643",="0",="195.58",="0",="141.4905",="731.6957",="102.9355",="739.8853",="0",="878.6069",="374.0319",="312.3896",="107.6344",="42.4671",="1104.7885",="586.6891",="112.9167",="0",="0",="0",="0",="0",="0",="415.8276",="0",="780.6742",="0",="101.9661",="483.7931",="0",="0",="0",="0",="90.2222",="0"
="VISl6a",="0",="0",="847.5609",="0",="573.292",="0",="1232.5816",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="140.2032",="358.9476",="0",="0",="0",="0",="0",="0",="0",="109.501",="69.9321",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="729.0069",="0",="0",="0",="0",="0",="215.4456",="0",="0",="1110.109",="0",="0",="0",="413.5051",="0",="0",="372.0345",="0",="0",="337.2898",="0",="0",="0",="1294.2747",="0",="179.2989",="0",="159.2303",="0",="0",="0",="0",="0",="0",="0",="1087.6556",="0",="656.7072",="0",="1273.7175",="0",="0",="952.6319",="0",="0",="1707.1737",="0",="0",="577.7005",="1158.4679999999998",="666.2442",="954.4276",="16.0923",="0",="0",="79.1979",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm6a",="0",="0",="220.0246",="654.6203",="89.7584",="0",="21.5242",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="53.482",="0",="0",="0",="0",="0",="483.7",="344.126",="0",="22.6574",="129.0643",="0",="51.7974",="0",="0",="346.564",="0",="0",="347.5751",="0",="0",="0",="0",="1.7712",="0",="0",="154.2477",="200.8604",="0",="194.3005",="370.0134",="700.9906",="47.0805",="0",="76.5556",="1205.0157",="0",="713.7842",="0",="0",="0",="0",="0",="602.9443",="0",="728.8249",="48.7493",="0",="0",="88.1341",="475.3454",="725.6276",="0",="119.9057",="575.6867",="235.7556",="114.4892",="553.2763",="163.4512",="169.7714",="0",="83.5813",="50.2064",="0",="0",="888.8251",="416.2417",="993.1631",="560.7939",="244.6606",="645.6653",="386.0163",="1408.643",="0",="658.0699",="394.4664",="1751.1492",="229.7714",="36.8621",="414.7055",="0",="22.333",="361.9955",="986.7041",="612.1221",="76.7408",="0",="403.6558",="388.3921",="0",="0",="0",="0",="0",="0",="0",="0",="538.1365",="0",="46.4217",="519.9084",="0",="0",="0",="0",="262.1631",="0"
="VISa1",="0",="0",="566.2229",="1041.9147",="106.4666",="250.4511",="0",="0",="0",="0",="0",="0",="0",="0",="157.5744",="60.7576",="0",="88.7208",="0",="69.1072",="102.1322",="0",="0",="916.9658",="0",="0",="471.5393",="0",="842.4799",="101.9062",="0",="0",="0",="0",="26.4598",="0",="0",="986.4096",="564.454",="184.133",="596.8082",="259.9672",="474.9406",="944.6234",="0",="0",="225.3628",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="668.9364",="699.8031",="23.904",="143.3435",="670.364",="0",="0",="0",="76.084",="0",="2349.2618",="115.184",="0",="0",="0",="0",="0",="0",="327.3799",="279.6694",="0",="0",="379.5053",="669.4545",="868.7926",="375.7145",="278.3251",="306.8214",="0",="863.3288",="0",="966.7707",="737.4422",="0",="0",="0",="0",="0",="2381.0342",="0",="0",="0",="248.2907",="0",="0",="0",="0",="0",="0",="0",="0",="0",="302.2693",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISa6a",="0",="0",="36.9946",="164.0266",="543.6645",="0",="0",="360.1765",="0",="0",="0",="445.3434",="0",="0",="0",="129.2061",="251.7593",="473.1007",="0",="0",="0",="0",="0",="0",="2.0926",="0",="975.3513",="691.0809",="91.9558",="260.0758",="240.1974",="109.29",="0",="0",="0",="0",="215.5482",="0",="56.628",="561.0962",="481.9809",="0",="103.3766",="1207.5542",="0",="0",="128.2039",="142.1429",="1084.8717",="157.3691",="0",="776.4754",="351.7882",="122.9411",="261.7018",="667.0999",="0",="563.1117",="0",="260.3538",="711.6093",="477.6042",="1049.0722",="732.3601",="1565.6986",="1032.7384",="0",="0",="625.7553",="0",="987.15",="363.9188",="5.5283",="812.8617",="0",="1049.2035",="0",="0",="6.5299",="178.9213",="0",="0",="0",="0",="0",="10.8313",="0",="0",="265.5818",="1386.6611",="0",="1015.5774",="0",="500.9347",="674.9202",="73.3031",="0",="0",="0",="497.4994",="0",="125.8581",="921.0034",="263.0433",="12.8049",="90.5672",="174.6408",="0",="0",="290.9169",="0",="259.3987",="31.3482",="497.1453",="211.8156",="95.1851",="869.7359",="270.5249",="0",="0",="95.1449",="353.3399",="580.7763",="0"
