 ,195049_023,195616_035,200199_069,200579_032,221729_037,194528_009,195047_007,195047_009,195049_033,195049_036,195051_005,195051_019,195051_025,195051_028,195199_019,195199_020,195199_046,195199_050,195199_081,195614_028,195615_012,195618_027,195620_013,195828_056,195839_015,195840_004,195840_107,196548_028,196550_026,200194_058,200194_093,200194_105,200195_005,200195_007,200195_012,200195_015,200195_016,200195_019,200195_023,200196_060,200196_088,200197_001,200197_015,200197_020,200197_026,200197_028,200197_043,200198_019,200198_024,200198_025,200198_029,200198_038,200198_043,200199_008,200199_011,200199_020,200199_023,200199_034,200199_040,200199_061,200199_067,200293_061,200321_008,200321_041,200323_006,200325_003,200579_017,201390_019,201390_022,201760_001,201760_006,220188_022,220189_035,220189_097,220191_063,220191_079,220192_035,220192_069,220192_107,220193_014,221224_143,221224_459,221224_464,221224_484,221224_493,221224_494,221225_226,221423_109,221423_140,221424_014,221424_057,221472_019,221472_021,221531_118,221531_123,221703_335,221703_349,221703_356,221703_359,221703_371,221703_379,221703_380,221703_448,221729_033,195199_039,195830_026,195831_037,200324_007,220188_071,220189_009,195047_033,195049_001,195828_052,195838_030,195839_022,200194_097,200196_041,200197_005,200198_015,201390_007,220188_054,220192_063,220193_011,220193_012,221224_144,221224_428,221224_439,221224_486,221224_496,221225_094,221225_098,221225_099,221225_100,221225_102,221225_104,221225_107,221225_108,221225_119,221225_120,221225_142,221225_148,221225_185,221225_196,221225_199,221225_200,221225_201,221225_235,221423_125,221424_002,221424_023,221531_133,221531_171
="ACAd6a",="2621.8467",="3686.3756999999996",="905.4747",="2352.7583",="1168.8237",="11946.8461",="17368.0042",="7803.3168",="9095.4659",="15763.3502",="2212.3972",="5875.6216",="10505.9931",="8635.6407",="2627.6036000000004",="1914.2436",="9676.199",="4660.2458",="5708.5315",="1872.3822999999998",="7857.3775000000005",="5263.5255",="2366.3266000000003",="8068.0512",="2941.4699",="4985.4138",="7094.791800000001",="5268.9357",="14319.8871",="19267.1528",="5618.2875",="3085.602",="3853.182",="6134.867",="17058.1755",="3814.8704",="4660.2182",="2766.2039999999997",="4072.4737999999998",="10689.0491",="8432.0175",="5399.1112",="1769.7465",="6113.9702",="4180.3324999999995",="7750.6918000000005",="1533.049",="4679.3994999999995",="7037.6752",="10603.8901",="13641.237099999998",="2044.5957",="13523.5183",="13198.5258",="10151.2275",="991.6891",="5270.7197",="11067.5599",="5812.7330999999995",="2967.3637",="1333.8528999999999",="6761.564200000001",="21415.808599999997",="1654.4424999999999",="11188.1307",="5212.652",="1022.9",="16865.089500000002",="16880.0567",="5578.8863",="6745.5563",="11434.0095",="4786.0860999999995",="4173.689899999999",="1800.755",="2715.6305",="1100.2676999999999",="8651.452800000001",="2799.1113",="2083.1419",="6516.7791",="7858.2775",="1950.1837",="8041.3452",="3489.326",="9131.6003",="2441.3381",="6436.9799",="3677.7466000000004",="3329.5059",="7659.906",="13942.5104",="4449.8658",="6215.3926",="2997.4497",="8363.9208",="5400.073",="6573.8",="2360.9899",="6899.2256",="2617.1957",="4475.3314",="2493.5966",="1581.8377",="16933.2209",="18953.1016",="26006.0689",="11333.7603",="18463.4464",="14037.385300000002",="2056.9947",="3494.8431",="3926.0855",="1950.3573",="4669.2269",="2466.4483",="8633.0921",="3970.2377",="1919.375",="7006.9033",="5131.8265",="8605.6304",="8030.0451",="5278.1441",="9972.4337",="9515.0634",="3577.7995",="3369.3815",="1713.5111",="1718.778",="1442.8599",="1858.825",="4858.4005",="1226.2404",="1234.0525",="4893.105",="4071.8553",="5300.0776",="6206.4439",="2367.5767",="2130.2913",="6978.717",="4472.7634",="10219.7842",="11152.1775",="4084.7339",="6052.6438",="6030.3051",="3406.8283",="6570.0885",="1170.482",="5945.4373"
="ACAd6b",="75.15280000000001",="24.0176",="43.7762",="41.7839",="62.3154",="142.9337",="359.0996",="249.0076",="221.16809999999998",="230.92540000000002",="68.568",="127.9373",="591.3481",="95.3888",="61.6611",="38.4616",="142.4244",="43.0446",="163.5765",="0",="58.0291",="155.566",="115.66380000000001",="0",="0",="40.9365",="123.4133",="40.5176",="174.123",="29.6946",="674.9194",="6.6012",="63.2276",="76.88419999999999",="279.774",="196.1507",="33.1707",="31.4312",="76.9154",="235.47660000000002",="278.6129",="81.75200000000001",="58.5833",="37.3127",="303.0176",="66.57679999999999",="33.0024",="74.3972",="167.9622",="95.02279999999999",="205.4273",="52.9469",="228.0281",="117.743",="72.2675",="63.782",="0",="227.6284",="206.72930000000002",="41.868",="108.9525",="887.0112",="274.6615",="0",="109.4656",="330.8444",="0",="104.99",="0",="70.8793",="80.9657",="0",="27.1374",="53.5451",="103.8106",="97.9531",="82.6009",="76.465",="62.595800000000004",="38.4986",="139.3974",="299.5721",="39.6391",="161.0382",="85.8489",="167.8702",="10.2954",="382.1595",="105.6679",="33.1795",="122.52350000000001",="43.1436",="131.7568",="73.7216",="239.89939999999999",="149.3802",="34.7324",="67.29169999999999",="114.2075",="101.3447",="22.8936",="147.4413",="201.98700000000002",="174.5358",="1392.4215",="318.7455",="1092.7567",="0",="451.9151",="318.8127",="88.4797",="30.4735",="0",="0",="40.7332",="0",="98.8717",="24.6294",="30.8732",="0",="107.8558",="31.2158",="74.9592",="31.7014",="0",="45.3981",="41.9324",="30.5191",="21.5486",="107.6883",="123.9547",="0",="38.7395",="28.5298",="41.3312",="23.5866",="30.6052",="35.8284",="28.1691",="40.1396",="28.9787",="152.3914",="27.6519",="24.2086",="38.944",="77.3294",="67.5984",="92.1266",="28.9831",="60.6844",="97.6156",="48.655"
="ACAv1",="3317.5929",="0",="163.8648",="429.5117",="842.2288",="4369.3119",="984.7081000000001",="4752.0273",="341.2841",="4920.7428",="0",="394.0683",="4710.093199999999",="2005.4527",="5641.0149",="1851.7866",="3793.5461999999998",="198.3809",="206.7944",="1772.4034",="397.2622",="0",="0",="0",="208.2842",="0",="0",="404.42650000000003",="3507.0874",="0",="4406.8447",="2171.0146999999997",="600.8668",="451.947",="9487.797",="4948.8132000000005",="16.5061",="0",="0",="503.255",="464.5179",="80.4951",="402.0464",="102.6534",="352.7959",="2963.0203",="0",="258.863",="483.0968",="665.2497",="0",="3770.9724",="0",="1250.9526",="0",="104.5142",="1550.0869",="4571.8092",="0",="2817.0493",="539.0003",="0",="3157.3973",="0",="7546.6739",="0",="0",="9783.8259",="0",="86.6821",="334.8915",="0",="0",="24.1447",="0",="1411.7961",="127.23590000000002",="991.8258000000001",="42.4957",="154.6322",="0",="1412.6719",="0",="3018.8799",="92.0736",="0",="0",="240.2671",="407.4902",="0",="2346.8327",="757.4735",="0",="754.3243",="2451.1983999999998",="0",="0",="400.0289",="321.7333",="0",="404.1096",="9446.118999999999",="2075.9485999999997",="467.1949",="0",="0",="0",="0",="0",="0",="229.7035",="276.4387",="283.0121",="304.1485",="720.586",="4032.9767",="704.6189",="289.4625",="201.9327",="1433.5315",="0",="0",="0",="836.83",="193.5635",="558.6687",="0",="0",="0",="8.8077",="710.1496",="1451.3426",="1233.6313",="143.2038",="300.8948",="0",="0",="1446.4058",="0",="422.07500000000005",="0",="0",="131.094",="0",="153.4813",="38.0007",="0",="0",="0",="1006.2609",="0",="0"
="ACAv5",="89.4456",="643.8936",="0",="744.3614",="320.2993",="2326.6391",="0",="2336.8394",="98.8948",="1776.5828000000001",="252.3558",="425.4266",="1094.7449",="618.4556",="1835.9624999999999",="4129.2441",="4707.9048",="4792.5243",="878.9585000000001",="856.3723",="988.2801",="344.6865",="654.4816",="822.9533",="1415.4771",="27.3492",="1817.3003",="740.3183",="1884.8176",="2037.9248",="3385.366",="532.6694",="1468.3475",="5208.0334",="1366.6015",="4530.872600000001",="3406.0044000000003",="722.6377",="544.3186000000001",="4837.6382",="1291.576",="1885.4022",="553.9721",="2862.3354000000004",="529.9172",="1461.4346",="582.6587999999999",="1512.13",="0",="2974.8075000000003",="285.1502",="3615.6485999999995",="0",="1025.7621",="4491.6709",="357.709",="3566.9279",="1458.0823",="754.6396",="3598.4055",="577.5778",="0",="3720.1447",="339.2085",="4328.0366",="192.8369",="0",="5761.9842",="3574.5264",="651.2048",="2899.9631999999997",="3190.3014999999996",="0",="1506.7859",="418.4234",="1206.4325000000001",="302.1473",="2869.3858",="293.4918",="1550.4832999999999",="0",="1096.3193",="103.6478",="1221.1268",="0",="0",="0",="376.5565",="0",="1267.5401",="1407.9185",="4044.9078999999997",="125.3839",="2485.2187000000004",="1144.4365",="54.1033",="557.0264",="333.6886",="0",="89.1678",="0",="2988.0487",="655.1376",="1722.6063",="4724.4046",="639.6463",="360.0778",="4848.2291000000005",="697.3077",="0",="1681.1608",="848.1034",="4794.6468",="1002.3217",="5251.0757",="2420.0729",="1220.5201",="364.1531",="1031.1434",="1155.7071",="0",="1060.2522",="2254.8594",="987.6593",="201.416",="5949.4128",="1421.0722",="0",="364.814",="4385.4619",="768.9149",="9284.7638",="4223.7174",="834.9751",="4665.5857",="957.7157",="0",="2387.9727",="0",="3572.345",="0",="253.5262",="95.5276",="1998.1429",="2109.1638",="317.7432",="0",="1896.0561",="606.9529",="907.7525",="2471.0559",="7.7749"
="ACAv6a",="716.7",="733.156",="143.19639999999998",="518.0383",="0",="1328.3588",="2982.8519",="2234.7884",="625.6272",="3840.5309",="69.4986",="1501.9482",="2171.0564",="1964.1984",="1706.0603",="505.7439",="3819.4425",="3133.3258",="223.0415",="319.56410000000005",="1012.3385",="1114.7339",="559.5081",="1634.3131",="662.3242",="0",="2413.8961",="554.701",="4544.4592",="1397.2471",="4402.437000000001",="134.2001",="666.5346",="3893.6344",="3489.6601",="4049.6493",="1765.4072",="75.07469999999999",="1010.6264000000001",="1117.6386",="147.2652",="132.45329999999998",="400.9488",="468.5471",="409.0173",="1694.8748",="253.5115",="2800.2486",="236.8897",="1608.5383",="12.6805",="700.6873",="2337.0624000000003",="2009.9475000000002",="3484.316",="445.0982",="797.3054",="1676.5733",="260.8721",="335.2724",="62.625",="309.53790000000004",="6154.6585",="598.7518",="1178.1124",="123.1574",="0",="3705.7924999999996",="3444.4331",="1481.5458999999998",="1104.4508",="1371.5365",="0",="588.6442",="183.6635",="531.9459",="0",="647.7665999999999",="28.5581",="526.5985",="0",="472.1379",="53.4813",="206.0812",="381.3359",="0",="0",="38.9924",="0",="897.6538",="433.46000000000004",="4792.2311",="0",="777.4572",="739.3967",="461.22810000000004",="1018.1957",="0",="0",="286.0551",="317.7377",="370.926",="155.3758",="0",="5807.4353",="2600.3534",="611.4971",="2123.293",="2413.4428",="492.8987",="151.5401",="0",="420.2464",="1134.3478",="3248.4615",="458.3705",="2767.6209",="0",="28.9766",="1460.7139",="0",="1065.509",="817.2113",="228.8471",="1080.9376",="665.9948",="443.134",="0",="0",="66.6871",="0",="1599.9235",="2468.1324",="44.2417",="1975.9295",="0",="0",="60.6093",="0",="155.7936",="0",="827.7228",="436.8649",="1943.6164",="2548.9451",="0",="54.7241",="429.5835",="320.2614",="3019.7521",="884.1195",="69.6997"
="ACAv6b",="149.2338",="256.2229",="79.8896",="358.7019",="19.8415",="139.07049999999998",="751.9978",="205.2593",="325.8847",="454.6369",="0",="33.6203",="470.8733",="248.064",="250.1433",="77.0633",="961.5435",="247.9485",="126.3956",="142.3638",="838.7619",="83.3653",="99.3131",="237.8481",="110.85239999999999",="0",="201.6422",="164.0538",="1163.4755",="333.90409999999997",="525.3506",="51.4027",="194.2072",="356.5584",="1241.6751",="850.2013",="70.4205",="100.8438",="231.8233",="491.3262",="308.4379",="182.8014",="87.7597",="61.9992",="261.1362",="386.9211",="770.7248",="376.4441",="52.9569",="222.1447",="74.7288",="281.49",="264.8181",="1330.3268",="1039.8214",="199.7432",="384.83599999999996",="165.41160000000002",="402.0326",="239.9421",="17.7959",="42.8118",="315.3344",="89.8032",="666.036",="47.4959",="0",="178.5616",="239.5037",="214.3999",="635.5116",="0",="0",="823.3478",="125.7413",="37.2251",="0",="44.939",="0",="578.7297",="0",="223.379",="0",="0",="36.859",="144.6296",="0",="0",="0",="80.1422",="85.874",="738.7855",="0",="311.1413",="119.7084",="138.81509999999997",="185.9066",="0",="0",="0",="50.3401",="110.0189",="0",="0",="1416.4389",="484.4153",="10.9331",="106.8149",="126.6256",="28.581",="0",="0",="76.0308",="222.4882",="32.1354",="97.666",="299.5143",="0",="0",="46.1215",="0",="115.7385",="0",="0",="269.8483",="0",="0",="0",="0",="46.7708",="0",="91.9436",="234.5373",="24.5539",="0",="0",="0",="0",="0",="137.9842",="0",="305.1928",="384.1706",="108.8652",="67.1484",="0",="0",="0",="0",="20.7659",="299.7837",="0"
="RSPagl5",="271.8767",="1637.8052",="682.5283",="479.3412",="1621.6277",="779.444",="0",="144.9619",="530.691",="669.5873",="0",="4656.6537",="2.6466",="1295.6514",="0",="0",="4394.8234",="3589.9032",="2092.1421",="83.0434",="1493.6310999999998",="1001.9423",="149.7189",="0",="5908.2471",="0",="0",="0",="570.0041",="1334.6387",="0",="282.5639",="688.1203",="695.9671000000001",="1143.2491",="635.1971",="25.8137",="362.1481",="3026.0348",="946.2163",="0",="128.7233",="503.673",="1210.4852",="169.7087",="1734.9732",="1645.5928",="0",="52.1702",="376.0171",="78.765",="0",="0",="643.1612",="5904.2171",="0",="4039.6858",="279.6579",="111.389",="0",="1015.9749",="1569.1477",="718.5362",="0",="498.1129",="0",="1163.4501",="5187.9506",="542.2106",="1118.7289",="1970.8703",="0",="887.4152",="4306.3958",="0",="767.6372",="0",="1148.9436",="0",="557.137",="99.2183",="906.0114",="0",="0",="0",="0",="441.1392",="492.5512",="0",="427.1422",="0",="2276.147",="0",="0",="0",="2470.6386",="1983.1528",="878.391",="0",="71.2115",="1428.5083",="1053.4914",="1222.9735",="786.3768",="986.0789",="0",="31.1097",="0",="716.9455",="706.8992",="330.3827",="65.2911",="0",="262.9647",="2295.113",="430.8695",="0",="759.4863",="0",="916.5423",="408.0105",="1801.7865",="0",="1517.9288",="0",="1383.0251",="0",="0",="0",="0",="196.8349",="458.8532",="348.1794",="662.2943",="0",="0",="0",="0",="0",="0",="525.6548",="0",="0",="671.4394",="2573.8455",="143.2027",="0",="131.5739",="27.923",="1679.0571",="0",="86.5441"
="RSPagl6a",="1940.0555",="6426.2466",="0",="549.3747",="0",="1806.5587",="416.6263",="1013.0271",="1588.4186",="2881.9864",="0",="2784.8079",="551.1316",="3866.8968",="833.6349",="182.8246",="5810.9692",="4444.1248",="1486.6346",="0",="1791.3613999999998",="1318.9416",="4009.2135000000003",="660.0316",="5429.9375",="2569.0473",="267.6853",="0",="1068.3693",="3794.4184",="20.0345",="1635.0568",="1379.7479",="6431.5635999999995",="2771.4127",="3701.6482",="2954.3239",="1261.7826",="1736.2302",="3014.4352",="867.7707",="439.5104",="2249.8047",="3433.5123",="2133.433",="4653.5787",="2297.854",="0",="794.7961",="2008.5821",="5414.4992",="0",="58.4997",="678.5897",="8291.589",="843.094",="3443.4093",="8142.9393",="2669.6362",="4.1249",="768.3961",="424.175",="1948.1813",="0",="898.2205",="852.9986",="2844.4184",="3339.8545",="2060.5733",="2677.6506",="7981.8884",="0",="0",="5455.3662",="1883.4522",="619.026",="0",="1651.2293",="1318.8341",="5143.9598",="131.1222",="752.7063",="0",="397.6569",="0",="0",="0",="1382.6985",="0",="1297.8747",="0",="5431.3437",="0",="1025.7543",="1550.889",="1602.3961",="552.4282",="0",="0",="1690.228",="612.9803",="807.4844",="1196.3545",="0",="5281.4478",="3761.5643",="883.1213",="1667.6874",="1447.0246",="3231.8295",="1844.519",="1083.0618",="1654.0353",="47.3762",="2387.7317",="4082.0383",="1505.5517",="343.2591",="237.8998",="1639.0762",="0",="1948.9083",="0",="2155.4022",="0",="5593.2428",="0",="0",="0",="757.7495",="1367.4033",="2212.6575",="1501.2686",="1550.2808",="611.7473",="0",="83.6486",="0",="353.9915",="0",="1888.6168",="786.4018",="893.0427",="0",="2825.3047",="0",="236.5732",="369.1131",="992.463",="734.2746",="262.9122",="975.973"
="RSPagl6b",="111.4888",="0",="0",="0",="0",="0",="0",="105.31819999999999",="37.1117",="512.9896",="15.1341",="0",="296.056",="815.8752",="128.1269",="173.1288",="480.2099",="0",="0",="0",="0",="0",="186.72469999999998",="0",="757.1567",="147.0216",="469.4943",="0",="334.7263",="1336.6962",="86.5292",="26.7156",="137.9383",="410.841",="1234.0193",="2369.5964999999997",="852.2706",="518.1738",="286.8166",="138.9112",="120.2146",="0",="0",="140.5371",="239.0282",="249.2932",="174.4187",="22.7041",="167.4046",="263.93809999999996",="28.4482",="0",="594.1252",="0",="67.0414",="0",="0",="0",="0",="0",="0",="55.2801",="308.8754",="0",="775.778",="0",="61.8941",="411.0551",="0",="412.9649",="1274.3862",="0",="0",="102.3539",="0",="0",="0",="0",="0",="658.0868",="0",="22.3918",="0",="129.1242",="0",="0",="0",="129.6609",="0",="0",="0",="714.732",="0",="1171.2444",="62.1429",="46.5342",="0",="0",="0",="0",="0",="0",="0",="22.106",="1130.1012",="319.7637",="841.6542",="242.9164",="0",="0",="1.4219",="152.9937",="57.844",="0",="0",="190.9103",="0",="0",="91.599",="0",="0",="0",="0",="0",="0",="934.6438",="0",="0",="0",="0",="0",="0",="44.7891",="0",="0",="0",="0",="0",="0",="0",="146.3783",="0",="0",="0",="312.5388",="0",="0",="0",="0",="0",="0",="0"
="RSPd1",="8576.3985",="2000.1423",="3236.8867",="4879.5673",="3494.2357",="3207.9148",="658.0396",="5512.6578",="9887.5957",="1528.6327",="0",="5376.5635",="10654.3654",="3704.8049",="0",="0",="1833.5132",="2570.9051",="39.8765",="1719.2809",="0",="1776.494",="0",="151.7843",="514.8034",="0",="25.7816",="0",="597.7299",="0",="1739.9123",="0",="0",="1074.5061",="83.2703",="2831.5683999999997",="203.6732",="186.1303",="3533.5021",="0",="104.7601",="11315.024099999999",="1317.0518",="1412.1313",="0",="3435.7156",="1752.6344",="73.0183",="2409.1064",="1002.6894",="0",="0",="924.8251",="423.8207",="133.3569",="0",="6375.4515",="40.1355",="1289.6414",="10052.1411",="11534.901",="2845.1429",="2295.4732",="0",="5846.2722",="166.6368",="667.5802",="8648.0032",="0",="2390.2598",="48.3441",="0",="0",="180.4296",="241.6189",="5912.0384",="0",="1454.6432",="0",="607.3878",="820.1059",="56.2927",="0",="1884.7313",="0",="0",="5264.5457",="0",="0",="113.4361",="0",="1835.3884",="0",="2417.3104000000003",="1380.2302",="596.4957",="1486.6998",="1004.4702",="502.3152",="4277.8611",="5162.7411",="4441.1905",="207.6386",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="308.6036",="580.4817",="0",="2150.8726",="4080.1268",="797.2511",="0",="253.1023",="0",="0",="0",="505.593",="2208.3726",="0",="0",="5205.730699999999",="0",="1790.0264",="0",="3239.6983",="1358.5932",="0",="0",="0",="0",="0",="0",="0",="0",="0",="91.5237",="858.703",="0",="0",="0",="0",="0",="0"
="RSPd2/3",="828.996",="252.8978",="2398.1977",="901.7779",="1340.1782",="3003.5504",="11.5853",="2234.0358",="3238.3625",="2473.6836",="0",="1802.4149",="1848.7415",="741.0199",="0",="0",="8283.2068",="2408.4057",="376.2607",="188.8088",="0",="360.4898",="0",="488.2516",="236.9461",="0",="0",="0",="948.0931",="0",="1044.0729",="88.4682",="0",="365.1404",="1381.3547",="560.7817",="1442.0039",="685.0173",="3314.322",="964.4795",="570.6252",="1383.9327",="1224.3777",="1968.2552",="0",="688.1599",="185.8811",="247.4673",="392.1495",="1262.1756",="373.6489",="0",="1086.972",="112.4561",="4247.9344",="0",="3337.8393",="0",="694.8067",="1580.5796",="1958.6677",="371.7036",="1081.013",="0",="5241.497",="0",="931.7989",="3906.7729",="0",="2096.5175",="366.2476",="0",="0",="894.2766",="548.5158",="1832.1898",="24.3303",="1034.1182",="0",="0",="1315.9547",="275.3918",="0",="1417.4857",="0",="0",="2514.2521",="0",="0",="100.454",="0",="433.9909",="0",="2782.405",="389.8906",="166.0202",="406.0188",="711.8953",="179.7883",="1168.2685",="3800.3373",="580.3932",="239.3191",="1449.8065",="0",="7.9594",="0",="0",="0",="0",="0",="0",="0",="0",="651.4136",="438.9659",="0",="739.9098",="1259.7472",="538.437",="0",="245.8487",="0",="0",="0",="427.255",="234.2019",="0",="0",="1166.5314",="0",="635.6183",="0",="1189.9228",="858.4693",="0",="30.5881",="0",="0",="0",="0",="0",="0",="0",="416.8255",="520.1224",="0",="0",="77.7573",="0",="0",="0"
="RSPd5",="1029.972",="444.7705",="5273.1584",="309.5646",="2234.1521",="1987.1571",="0",="1205.641",="2467.9552000000003",="1555.2915",="0",="1969.9369",="1777.8412",="1247.8748",="0",="0",="2490.7011",="2065.4578",="1086.3217",="0",="528.5873",="680.814",="0",="2158.0431",="3.6772",="742.4945",="0",="0",="505.5316",="254.0042",="672.8071",="638.8580000000001",="478.4424",="2565.4574000000002",="1806.567",="460.266",="2707.8033",="925.3121",="5080.1823",="3730.1710000000003",="3412.4484",="3721.4736",="3638.9343",="3731.3708",="0",="1060.2376",="317.2227",="658.5805",="1011.008",="2143.1492",="2397.1505",="0",="1604.3602999999998",="131.7328",="6600.6647",="0",="2611.1797",="873.3185",="1309.9794",="2132.6249",="2216.8185",="292.1103",="996.2752",="0",="1701.0774",="156.8269",="0",="3636.0295",="851.8135",="3225.9122",="1975.2742",="0",="13.0443",="3234.0701",="1105.8496",="1193.9924",="164.7814",="7083.633699999999",="388.0799",="484.7995",="2050.3171",="700.3854",="0",="631.7201",="0",="1.9916",="2555.3443",="0",="0",="810.1644",="0",="1357.7734",="0",="4992.7546",="258.1124",="0",="519.3877",="147.928",="0",="668.8841",="248.1151",="92.1581",="737.2944",="3697.6096",="122.3142",="0",="1266.0849",="0",="69.7791",="0",="0",="225.5906",="0",="146.5652",="3789.2838",="4259.2681",="0",="2444.9694",="4608.0664",="445.1029",="0",="1982.6225",="0",="0",="0",="3189.4512",="453.4719",="0",="0",="2094.4113",="593.1236",="1168.9822",="280.2852",="1918.8106",="0",="0",="2314.9196",="0",="0",="0",="292.9339",="0",="0",="0",="1997.2808",="1996.3153",="0",="0",="2781.1049",="610.9562",="645.3604",="3342.8201"
