 ,221057_058,221057_059,221057_061,221057_062,221057_063,221057_074,221057_075,221057_076,221057_077,221057_078,221364_054,221364_055,221364_130,221364_131,221364_132,221364_134,221364_135,221364_136,221481_476,221703_215,221703_221,221703_248,221703_266,221703_328,221728_157,221728_158,230011_191,230011_192,230011_205,230011_206,230011_208,230011_209,230011_216,230066_130,230066_131,230066_141,230066_142,230116_001,230116_005,221089_035,221229_106,221229_119,221478_225,221479_149,221703_268,231686_047,221089_037,221229_105,221416_017,221474_206,221476_071,221476_092,221478_209,233285_098,221474_195,221474_202,221474_203,221476_070,233282_078,233285_080,233285_081,221367_101,221367_130,233285_099
="VISa6b",="0",="0",="26.0207",="207.7015",="122.4258",="85.0213",="0",="0",="118.4584",="0",="59.6653",="52.1717",="0",="0",="0",="255.1318",="90.2239",="0",="0",="53.4774",="70.0774",="0",="0",="0",="0",="0",="822.3501000000001",="73.5508",="185.9463",="112.5052",="0",="0",="0",="91.6422",="9.5322",="42.3261",="2.9073",="0",="318.2709",="0",="162.4225",="0",="160.635",="9.6904",="0",="40.384",="241.3776",="43.3746",="0",="0",="1778.8283",="248.7176",="446.5023",="0",="347.9596",="0",="434.9284",="0",="571.4385",="238.4346",="0",="325.1567",="411.2785",="0"
="scwm",="0",="0",="663.3841",="29.3291",="182.2513",="78.1928",="42.8719",="6.9063",="490.9812",="0",="39.5954",="158.907",="0",="0",="0",="202.5131",="200.6699",="246.4635",="64.9219",="0",="138.5184",="0",="0",="70.2233",="1358.4501",="351.20910000000003",="132.4483",="259.9614",="395.7239",="0",="0",="0",="0",="5.2143",="273.3657",="1587.0962",="773.0668",="624.9525",="621.7207999999999",="130.9141",="57.2153",="546.854",="408.5822",="766.2604",="18.9299",="166.1507",="527.2686",="283.73879999999997",="779.1771",="570.0955",="1226.9094",="532.1992",="176.0376",="0",="1340.5355",="0",="945.0142",="0",="0",="26.9261",="0",="773.5652",="360.9998",="41.4227"
="SSp-bfd1",="0",="0",="0",="286.6951",="674.0805",="0",="0",="0",="0",="0",="1772.7248",="0",="0",="0",="0",="4962.5797",="0",="0",="0",="28.1201",="0",="0",="48.4418",="0",="1235.1479",="0",="0",="0",="0",="0",="0",="0",="0",="0",="27.8189",="0",="213.854",="0",="0",="0",="1437.8859",="0",="0",="0",="0",="0",="0",="1761.9192",="0",="0",="0",="0",="65.7159",="0",="0",="0",="0",="0",="5512.6554",="0",="0",="0",="0",="0"
="SSp-bfd6a",="0",="0",="0",="164.9863",="0",="0",="0",="0",="0",="0",="184.6596",="0",="0",="0",="0",="541.8273",="179.8605",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="334.4633",="0",="0",="317.3311",="0",="0",="0",="0",="0",="111.8816",="0",="0",="0",="114.8682",="0",="0",="473.1443",="414.3364",="0",="0",="0",="792.1538",="0",="1087.5543",="0",="852.1082",="0",="0",="917.7569",="0",="0"
="SSp-bfd6b",="0",="0",="0",="91.0711",="0",="0",="0",="0",="65.577",="0",="38.5058",="0",="0",="0",="0",="310.3533",="0",="0",="0",="0",="0",="0",="0",="0",="292.7608",="0",="4.5823",="0",="0",="0",="0",="0",="0",="51.3213",="0",="96.9997",="70.4011",="0",="0",="0",="52.9458",="0",="308.5094",="0",="0",="0",="92.0411",="0",="0",="0",="14.2772",="0",="0",="0",="418.801",="0",="0",="0",="6.6506",="0",="0",="281.689",="0",="0"
="VISal5",="0",="0",="0",="904.567",="0",="149.8038",="0",="0",="0",="0",="0",="1053.579",="0",="0",="0",="0",="592.2105",="1016.007",="838.5745",="0",="0",="0",="2214.8288",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1012.749",="0",="0",="108.9486",="0",="0",="179.3898",="0",="0",="1029.7506",="0",="0",="223.0877",="1889.5549",="651.8156",="405.1071",="0",="20.1033",="0",="0",="563.116",="0",="446.2958",="386.6382",="0",="0",="62.2183",="0",="15.1561",="956.7642",="0"
="VISl1",="0",="0",="0",="2603.9263",="0",="2205.3655",="2.5175",="1198.9805",="0",="166.8201",="0",="1252.0654",="0",="0",="2357.0921",="0",="0",="132.8113",="0",="0",="0",="0",="1995.9789",="0",="805.6948",="0",="0",="0",="405.6561",="0",="0",="0",="0",="0",="2791.1807",="0",="0",="0",="3523.8115",="892.1419",="0",="76.9877",="652.4645",="0",="0",="419.5685",="0",="3003.7629",="1930.5223",="539.9098",="5966.5929",="0",="0",="0",="0",="0",="0",="0",="0",="2445.9963",="0",="0",="1744.0209",="0"
="VISl2/3",="0",="0",="0",="91.7693",="0",="848.6592",="23.841",="922.6615",="0",="261.2757",="0",="0",="0",="0",="327.6201",="0",="0",="200.7221",="105.3046",="0",="0",="0",="499.1336",="0",="342.166",="0",="0",="0",="1705.8531",="0",="0",="0",="0",="0",="1301.7285",="0",="0",="0",="1149.2757",="941.3719",="0",="1082.9413",="290.1938",="0",="0",="670.98",="0",="5533.9249",="494.1038",="0",="576.0225",="0",="0",="0",="0",="0",="0",="0",="0",="460.7092",="0",="0",="368.959",="0"
="VISp2/3",="0",="0",="0",="1531.3879",="0",="1627.0897",="143.5457",="0",="724.6306",="2102.8366",="0",="0",="0",="1.6122",="88.204",="580.5296",="0",="2474.6979",="714.6391",="322.2686",="643.3808",="2570.7314",="0",="0",="292.803",="4086.2026",="0",="0",="73.0962",="0",="0",="0",="0",="0",="1371.1623",="439.6451",="1653.0553",="0",="0",="2834.0211",="481.7554",="594.741",="489.2617",="0",="536.0959",="0",="757.9161",="2356.336",="1438.7078",="0",="3327.0146",="0",="637.6303",="0",="0",="0",="0",="0",="0",="253.9843",="117.2613",="0",="631.6838",="0"
="VISp4",="0",="0",="0",="692.4938",="36.6917",="1085.7497",="0",="234.033",="444.1044",="1799.7199",="0",="0",="0",="0",="0",="134.7055",="158.8722",="167.2965",="169.0519",="584.6446",="230.1324",="1034.2326",="0",="0",="75.0404",="930.4978",="0",="0",="166.0673",="0",="0",="247.0299",="0",="0",="1064.9995",="160.9416",="517.8211",="0",="0",="3279.8019",="0",="818.3571",="336.384",="0",="442.9",="163.5108",="178.6381",="1247.2726",="489.56589999999994",="0",="1522.3817",="0",="387.8958",="84.3552",="0",="0",="0",="0",="0",="178.8536",="0",="0",="437.4182",="503.6046"
="VISli1",="0",="0",="0",="94.9738",="0",="0",="0",="0",="0",="0",="0",="1234.2922",="0",="0",="946.0036",="113.756",="230.3531",="3619.3039",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="57.3868",="0",="0",="0",="0",="0",="0",="0",="458.9768",="0",="0",="0",="283.1234",="617.6683",="2942.9332000000004",="886.4548",="1849.053",="0",="0",="0",="0",="0",="0",="0",="300.6391",="735.8728",="0",="518.6536",="11.9888",="0"
="VISrl6a",="0",="0",="0",="185.9246",="0",="0",="0",="0",="0",="0",="21.1403",="0",="0",="0",="0",="232.2321",="1834.6553",="0",="0",="0",="0",="0",="0",="0",="295.1349",="0",="0",="0",="0",="0",="0",="0",="0",="0",="587.5886",="0",="0",="0",="90.0855",="0",="0",="0",="0",="0",="0",="1010.1832",="207.8214",="0",="0",="371.486",="0",="0",="0",="511.468",="451.3836",="267.8548",="3208.5332",="0",="1231.6696",="1226.2651",="0",="0",="530.8284",="0"
="or",="0",="0",="0",="563.9116",="0",="516.3559",="0",="0",="0",="0",="1027.089",="141.8646",="0",="0",="0",="405.1045",="162.1446",="1684.9782",="0",="4.2592",="273.5631",="0",="154.347",="824.7432",="1300.1091",="0",="2305.9375",="1039.7996",="11.2164",="0",="123.7875",="0",="0",="1693.8722",="43.1779",="239.8343",="3471.9802",="0",="982.229",="709.9488",="3385.7136",="2427.3749",="2147.0451",="127.3288",="1567.7657",="1455.1171",="1780.2497",="121.952",="1948.0013",="861.7007",="2193.33",="5.6731",="1729.1261",="0",="3828.3185000000003",="0",="102.0411",="0",="0",="0",="0",="435.078",="452.8732",="1376.8187"
="SSp-ll5",="0",="0",="0",="0",="311.7394",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="291.9736",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="399.7996",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-ul5",="0",="0",="0",="0",="901.4596",="0",="0",="0",="0",="0",="266.1607",="0",="0",="0",="0",="0",="0",="494.8229",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="126.8018",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-ul6a",="0",="0",="0",="0",="1124.092",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="410.2088",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1123.7963",="0",="0",="0",="0",="0"
="SSp-tr5",="0",="0",="0",="0",="428.995",="0",="0",="0",="0",="0",="284.3789",="0",="0",="0",="350.2806",="0",="70.3375",="633.4919",="0",="0",="0",="0",="0",="0",="0",="39.3004",="0",="380.3208",="426.6591",="38.3362",="0",="430.14919999999995",="0",="106.3714",="0",="0",="0",="0",="0",="0",="0",="0",="322.7632",="0",="0",="0",="0",="0",="0",="0",="0",="1310.2193",="0",="0",="0",="0",="0",="109.4027",="0",="0",="211.3573",="0",="173.1355",="0"
="MOp6b",="0",="0",="0",="0",="75.6654",="0",="0",="95.7031",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="76.2568",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="395.5916",="42.2041",="0",="0",="142.2623",="0",="0",="0",="0",="62.5189",="0",="0",="0",="0",="0",="0"
="RSPagl6b",="0",="0",="0",="0",="100.58670000000001",="0",="0",="373.0735",="0",="128.4823",="0",="80.22",="0",="0",="0",="0",="0",="0",="0",="0",="106.3014",="0",="279.9203",="0",="0",="0",="169.4039",="247.9042",="208.305",="86.3981",="35.2956",="0",="0",="0",="0",="249.5997",="0",="0",="71.8275",="0",="506.0197",="122.6463",="127.2462",="0",="63.1981",="118.812",="21.2267",="74.3273",="184.3789",="37.55",="424.1859",="184.6832",="112.3975",="0",="93.8389",="553.2401",="0",="476.4489",="119.2624",="420.015",="724.9734",="0",="0",="0"
="RSPv5",="0",="0",="0",="0",="933.2286",="0",="393.5746",="0",="650.6974",="162.4791",="0",="180.6412",="0",="0",="0",="72.7075",="0",="0",="0",="0",="0",="0",="544.931",="337.743",="0",="0",="0",="0",="0",="0",="98.6629",="604.7953",="0",="0",="0",="0",="0",="0",="425.6768",="4519.9535000000005",="34.4784",="4013.4948",="0",="0",="462.618",="0",="1546.6117",="5560.798",="460.1126",="5715.0392",="2882.1854",="11133.4427",="398.0366",="0",="0",="4670.0575",="545.8356",="3697.1441",="0",="574.8808",="594.2653",="0",="169.3118",="0"
="RSPv6a",="0",="0",="0",="0",="1103.1202",="0",="445.0274",="0",="0",="2718.8448",="0",="154.7204",="0",="0",="0",="676.5767",="0",="0",="0",="0",="0",="0",="125.7866",="0",="0",="0",="2.9537",="0",="0",="0",="222.6867",="1104.7215",="0",="0",="0",="552.5991",="0",="0",="185.38760000000002",="4744.714",="0",="2741.4797",="0",="0",="68.441",="0",="5319.8759",="13584.6666",="696.2838",="5606.625",="463.0864",="2817.9784",="82.0496",="0",="593.3778",="3526.0164",="349.5537",="709.0738",="0",="1307.9324",="916.7186",="0",="0",="0"
="RSPv6b",="0",="0",="0",="0",="108.4481",="0",="59.6417",="50.4518",="0",="36.0873",="0",="0",="0",="0",="0",="15.644",="0",="0",="0",="0",="0",="0",="163.0705",="0",="0",="0",="396.6214",="0",="0",="0",="137.6018",="0",="28.8847",="0",="0",="76.5938",="0",="0",="0",="452.8801",="0",="156.3542",="0",="0",="0",="0",="109.0089",="277.821",="142.461",="527.0697",="0",="155.46710000000002",="0",="0",="602.8196",="413.3951",="364.9798",="0",="0",="69.4114",="186.8978",="0",="0",="0"
="VISl4",="0",="0",="0",="0",="0",="22.3636",="0",="100.166",="0",="130.6183",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="144.8445",="25.6811",="318.4022",="0",="0",="0",="161.7648",="0",="0",="0",="0",="0",="632.8719",="0",="0",="0",="257.9451",="392.699",="0",="730.4884",="523.1726",="0",="0",="1164.7669",="0",="667.2627",="214.1813",="31.8946",="0",="0",="0",="0",="0",="0",="0",="0",="0",="277.1537",="0",="4.3875",="465.146",="0"
="VISl5",="0",="0",="0",="0",="0",="139.5764",="0",="618.2403",="0",="426.4142",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1595.8381",="1853.8146",="565.8959",="0",="0",="0",="572.5908",="0",="0",="0",="0",="0",="1366.6966",="0",="0",="0",="469.9965",="1126.2514",="0",="1333.021",="685.1856",="0",="0",="395.2934",="0",="3570.6078",="587.122",="2401.1739",="0",="0",="0",="56.6274",="681.2771",="439.9213",="3448.4493",="0",="0",="340.4964",="0",="392.3546",="553.4608",="0"
="RSPd6b",="0",="0",="0",="0",="0",="0",="24.015",="44.1376",="0",="107.5808",="0",="182.7176",="0",="0",="0",="46.4838",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="173.0897",="70.925",="172.7927",="0",="83.0405",="0",="0",="0",="0",="0",="0",="0",="0",="186.7895",="0",="102.5627",="0",="0",="0",="0",="502.211",="261.97180000000003",="61.0757",="0",="110.7452",="0",="14.8603",="0",="247.1155",="235.4643",="82.1619",="0",="269.7664",="21.512",="126.8233",="0",="0",="0"
="VISli5",="0",="0",="0",="0",="0",="0",="0",="353.4011",="0",="0",="0",="0",="0",="0",="0",="0",="0",="39.0678",="0",="0",="0",="0",="0",="0",="398.4165",="0",="0",="0",="64.8369",="0",="0",="0",="0",="0",="0",="0",="502.6494",="264.3884",="0",="0",="0",="469.4996",="300.9042",="0",="0",="8.7872",="0",="686.3409",="264.2732",="634.558",="0",="0",="0",="0",="0",="369.0441",="429.1352",="0",="0",="0",="0",="18.9417",="0",="0"
="CP",="0",="0",="0",="0",="0",="0",="0",="4469.1238",="1521.9509",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="16175.8166",="0",="18520.2486",="0",="0",="0",="0",="0",="0",="0",="0",="13946.7183",="0",="0",="34208.7122",="9691.1756",="18306.5494",="0",="41529.2731",="54949.4109",="0",="1647.8288",="18782.1838",="35850.4253",="13134.9006",="0",="29565.796",="0",="0",="7667.1306",="0",="0",="0",="0",="0",="822.2651",="31911.0645",="663.3891"
="ccg",="0",="0",="0",="0",="0",="0",="0",="197.5429",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="144.8647",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="20.577",="363.0062",="0",="414.5088",="596.5456",="0",="0",="0",="0",="0",="0",="38.8627",="0",="0",="0",="0",="0",="0",="74.4458",="0"
="ccb",="0",="0",="0",="0",="0",="0",="0",="2270.4346",="516.3082",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="29.0613",="0",="1129.9219",="0",="2619.2481000000002",="0",="0",="0",="0",="0",="0",="474.3623",="838.734",="406.3045",="0",="244.974",="333.267",="1775.4889",="609.5633",="0",="3200.6077999999998",="2387.3407",="2230.381",="1582.4474",="1255.532",="2039.4589",="817.3796",="0",="525.5377",="0",="0",="0",="0",="0",="0",="0",="0",="720.9731",="790.49",="777.5295"
="SSp-tr6b",="0",="0",="0",="0",="0",="0",="0",="0",="361.3102",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="76.877",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="152.1239",="297.0778",="0",="0",="45.8886",="178.7706",="0",="54.8543",="0",="0",="0",="0",="78.7728",="0",="454.2436",="115.8455",="0"
="SSp-un6a",="0",="0",="0",="0",="0",="0",="0",="0",="330.3166",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="855.522",="0",="0",="0",="0",="0"
="SSp-un6b",="0",="0",="0",="0",="0",="0",="0",="0",="278.722",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPv1",="0",="0",="0",="0",="0",="0",="0",="0",="152.8796",="0",="0",="349.0368",="0",="0",="0",="89.3008",="0",="0",="0",="0",="0",="0",="0",="591.4404",="0",="0",="0",="0",="0",="0",="0",="102.2037",="0",="0",="0",="0",="0",="0",="0",="0",="338.9458",="3991.1549",="0",="0",="1123.6513",="0",="708.5685",="9535.8545",="0",="0",="25.327",="1253.0618",="303.3275",="0",="0",="1769.0506",="85.3432",="185.4306",="240.9439",="8417.5988",="3288.5205",="0",="110.2452",="0"
="RSPv2/3",="0",="0",="0",="0",="0",="0",="0",="0",="667.0565",="0",="0",="487.2788",="0",="0",="0",="322.2099",="0",="0",="0",="0",="0",="0",="551.7096",="844.8705",="0",="0",="0",="0",="0",="0",="0",="825.9038",="0",="0",="0",="0",="0",="0",="114.6746",="820.117",="289.0418",="361.6218",="0",="0",="811.1708",="0",="988.7832",="726.2622",="0",="53.5964",="348.1011",="4990.6489",="94.9647",="0",="0",="1694.9074",="277.8714",="784.1361",="0",="152.3415",="483.3112",="0",="435.8173",="0"
="ACAv6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="62.1324",="0",="0",="0",="0",="0",="1870.2844",="0",="0",="0",="0",="0",="1290.3711",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="867.1565",="463.8083",="0",="0",="0",="0",="2659.0247",="0",="3400.9229",="21.8646",="0",="223.3722",="0",="0",="0",="1315.9734",="0",="0",="0",="0",="0",="0",="0",="0"
="APr",="0",="0",="0",="0",="0",="0",="0",="0",="0",="89.2355",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1417.2072",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="589.2588",="0",="453.0283",="0",="0",="0",="4267.321",="0",="666.1",="0",="0",="706.7594",="0",="0",="0",="0",="0",="0",="0",="0",="0",="361.6929",="0",="0",="0",="0",="2316.5652",="453.5295",="0",="0",="0"
="SSp-bfd2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1222.6677",="0",="0",="0",="0",="1046.9631",="0",="0",="0",="0",="0",="0",="737.0983",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="533.0707",="0",="0",="0",="0",="0",="0",="836.5701",="0",="0",="244.4814",="0",="158.2901",="0",="0",="0",="0",="0",="2628.8292",="0",="0",="0",="0",="0"
="SSp-bfd5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="686.7196",="360.4251",="0",="0",="0",="507.3688",="239.2869",="2030.846",="0",="847.1921",="0",="0",="484.7734",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1076.077",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="925.8168",="0",="0",="663.0059",="0",="0",="0",="0",="0",="660.068",="0",="129.0045",="0",="0",="738.272",="0",="0"
="SSp-ul1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="222.6976",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="122.4989",="0",="0",="0",="0",="0"
="SSp-ul4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="235.5437",="0",="0",="0",="0",="0",="0",="163.7724",="0",="0",="459.3727",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-tr1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="489.4452",="0",="0",="0",="0",="0",="0",="212.6194",="0",="0",="0",="0",="0",="0",="0",="0",="0",="970.9461",="0",="84.9724",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="94.126",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1824.2642",="0",="14.4095",="0",="0",="0",="0",="0",="1259.0531",="0",="0",="0",="0",="0"
="SSp-tr4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1533.6023",="0",="0",="0",="0",="0",="0",="623.5547",="0",="78.8861",="0",="0",="0",="0",="0",="0",="0",="56.1712",="238.9957",="1643.35",="0",="217.609",="0",="0",="0",="0",="0",="0",="0",="0",="138.2756",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="49.2245",="0",="0",="0",="0",="0",="54.4583",="0",="0",="0",="0",="0",="0"
="SSp-un1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="390.0164",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-un2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="96.9255",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-un4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="650.9346",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-un5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="78.1869",="0",="0",="0",="0",="0",="0",="333.7481",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSs2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="348.8408",="0",="0",="0",="0",="128.8561",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="231.6758",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="471.1581",="0",="0",="0",="0",="0"
="SSs4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="324.8915",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="203.4155",="0",="0",="70.3305",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="404.7493",="0",="0",="97.708",="0",="0"
="SSs5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="495.6745",="0",="0",="0",="0",="0",="0",="164.9087",="0",="0",="0",="0",="86.431",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="83.9578",="0",="0",="933.1197",="0",="0",="0",="0",="0",="0",="0",="0",="0",="195.7207",="0",="0",="0",="21.2668",="0",="0",="0",="0",="0",="0",="0",="39.0326",="0",="0",="661.0477",="0",="0"
="SSs6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="264.065",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="15.2255",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1386.6977",="488.5659",="0",="0",="0",="0",="0",="0",="0",="0",="0",="697.2761",="0",="0",="0",="50.8806",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSs6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="188.1885",="0",="0",="0",="0",="0",="0",="171.8359",="0",="0",="0",="0",="0",="0",="432.1042",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="262.8782",="106.1943",="0",="0",="0",="0",="0",="0",="0",="0",="0",="106.5432",="0",="0",="0",="195.6174",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDd1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1203.3453",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1620.6915",="0",="1997.19",="0",="0",="0",="0",="0",="0",="0",="0",="0",="52.695",="0",="0",="0",="0",="0"
="AUDd2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="959.6291",="0",="0",="0",="0",="20.9796",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="588.0469",="60.1643",="744.9963",="0",="0",="0",="0",="0",="0",="0",="0",="0",="271.3026",="0",="0",="205.2809",="0",="0"
="AUDd4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1634.1108",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="104.4826",="120.6743",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="155.3575",="0",="0",="269.8571",="0",="0"
="AUDd5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3257.1976",="0",="0",="0",="0",="0",="0",="440.5744",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="606.0989",="0",="0",="0",="0",="0",="0",="0",="0",="0",="838.4494",="241.0774",="590.9643",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="340.6348",="0",="0"
