 ,212074_008,221450_029,221450_031,221450_036,221450_037,221477_048,221478_364,221478_812,221481_201,221481_296,221481_299,221481_576,221481_602,221714_039,221737_017,221737_018,221737_048,221751_093,221751_094,221751_095,221751_100,221759_018,221759_019,221759_022,230061_037,230061_038,230110_021,230114_004,230114_005,230114_065,230114_066,233795_056,233795_064,233795_065,233795_066,233795_078,233795_079,212074_015,221419_050,221419_051,221419_052,221419_055,221477_062,221478_848,221480_107,221481_203,221481_205,221481_206,221481_208,221481_293,221481_297,221481_578,221481_625,221481_626,230061_039,230114_008,230114_011,230114_013,230114_015,233379_044,233379_046,233379_141,221422_019,230114_010,230114_023,230114_064,221422_002,221224_022,221225_018,221424_048,221426_066,221426_085,221538_001,221538_002,221538_005,221538_028,233285_130
="SSp-tr2/3",="0",="0",="0",="0",="0",="555.9039",="3459.593",="0",="0",="0",="31.2989",="0",="0",="61.0894",="1415.887",="42.4126",="0",="0",="305.8995",="0",="836.8552",="0",="0",="0",="0",="0",="0",="0",="1286.5088",="73.8801",="0",="0",="833.5729",="0",="0",="0",="0",="2.3882",="0",="378.1953",="3875.6261",="93.3795",="630.4217",="1084.9829",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="848.5777",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-tr4",="0",="0",="0",="0",="0",="44.5728",="726.5482",="0",="0",="0",="0",="0",="0",="233.597",="902.8464",="0",="0",="306.6779",="8.2095",="0",="545.6202",="0",="0",="0",="0",="0",="0",="0",="644.8179",="442.9418",="370.5551",="0",="0",="0",="0",="0",="0",="0",="0",="147.2662",="1461.0152",="309.8687",="30.2721",="349.9354",="0",="0",="0",="0",="0",="0",="33.9725",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-tr5",="0",="0",="0",="0",="0",="1353.11",="616.5294",="0",="0",="0",="0",="0",="0",="354.5541",="1304.0174",="0",="0",="0",="27.8215",="0",="473.5145",="0",="0",="0",="82.3895",="0",="0",="435.4037",="367.694",="737.1171",="203.4273",="0",="0",="0",="0",="0",="598.6981",="1270.921",="0",="0",="556.4116",="19.0008",="437.9847",="879.1628",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-un5",="0",="0",="0",="0",="0",="14.7409",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISa6a",="0",="0",="0",="0",="0",="2641.0791",="705.184",="1188.2755",="295.6528",="0",="0",="0",="0",="709.0622",="133.9009",="2381.2028",="0",="680.223",="0",="770.3557",="273.7885",="0",="0",="94.0113",="510.0307",="0",="0",="41.0129",="744.1849",="285.3076",="467.3587",="475.9466",="0",="0",="709.597",="0",="0",="976.7342",="1299.7512",="814.6288",="0",="1222.6662",="687.4582",="45.8249",="456.75159999999994",="0",="0",="0",="0",="0",="65.8639",="1412.3762",="0",="614.0307",="0",="526.4777",="422.5157",="884.0671",="0",="0",="0",="0",="0",="16.3947",="1486.9909",="0",="5600.4980000000005",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISa6b",="0",="0",="0",="0",="0",="19.8771",="0",="66.3432",="0",="0",="0",="0",="0",="170.0724",="317.8907",="0",="0",="121.1052",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="72.9869",="332.0539",="343.55",="0",="0",="0",="395.3243",="0",="0",="0",="126.6422",="0",="0",="592.0959",="87.3368",="0",="81.824",="0",="0",="0",="0",="0",="48.2888",="0",="0",="0",="0",="780.198",="0",="0",="0",="0",="0",="0",="0",="405.7671",="577.242",="0",="102.1339",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSs1",="0",="0",="0",="0",="0",="0",="130.3716",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="238.2651",="0",="0",="0",="0",="0",="0",="0",="60.0699",="0",="0",="63.2297",="214.4007",="75.6724",="0",="0",="0",="0",="0",="1587.0599",="18.121",="0",="891.2175",="0",="0",="0",="0",="0",="0",="907.9556",="2503.0511",="0",="0",="0",="0",="1990.8239",="0",="0",="0",="68.2989",="0",="0",="0",="0",="0",="0",="0",="0",="911.221",="0",="30.2439",="0",="0",="0",="0",="0"
="SSs2/3",="0",="0",="0",="0",="0",="0",="1867.1512",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="415.0745",="688.0539",="0",="0",="0",="0",="0",="0",="0",="202.4454",="74.1766",="0",="647.7471",="212.4939",="96.9016",="0",="0",="0",="0",="0",="3194.0872",="0",="0",="1254.6698",="0",="0",="0",="0",="0",="0",="0",="29.4202",="0",="0",="0",="0",="1190.6873",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5881.7613",="0",="0",="0",="0",="0",="0",="0"
="SSs6a",="0",="0",="0",="0",="0",="0",="353.2513",="0",="0",="0",="0",="0",="0",="149.3672",="0",="0",="0",="0",="0",="170.2456",="0",="484.5089",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="191.7695",="0",="0",="0",="684.3425",="416.1463",="0",="573.7911",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1181.42",="0",="0",="0",="0",="0",="610.7656",="0",="0",="0",="0",="25.0688",="0",="1069.3555",="0",="0",="0",="0",="0",="0",="108.6255"
="AUDd1",="0",="0",="0",="0",="0",="0",="12.761",="0",="0",="2.6722",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2.255",="1992.2572",="1124.3824",="676.23",="77.0266",="686.154",="352.9984",="0",="0",="0",="0",="0",="769.8395",="58.2112",="0",="0",="0",="8.9579",="0",="0",="619.9029",="1552.5125",="0",="9.7849",="10.9274",="0",="1214.3771",="0",="0",="821.7807",="784.8697",="1410.7086",="0",="0",="0",="0",="52.298",="0",="0",="0",="0",="0",="0",="0",="247.5589",="0",="0",="257.3211",="0",="5006.3181",="0",="5541.6634",="0",="0",="0",="0",="0"
="AUDd2/3",="0",="0",="0",="0",="0",="0",="641.3831",="0",="0",="95.9725",="0",="272.1419",="0",="213.6195",="0",="0",="0",="0",="0",="0",="1118.5034",="391.0155",="568.7041",="233.9602",="313.0188",="744.8391",="539.0789",="0",="0",="0",="0",="0",="2080.4184",="44.4018",="0",="0",="0",="143.2257",="11.2941",="0",="1378.0923",="453.9154",="0",="460.8175",="0",="0",="905.8809",="0",="0",="709.2191",="814.3942",="349.899",="0",="0",="0",="0",="83.7622",="0",="0",="0",="0",="0",="0",="0",="425.9012",="0",="0",="253.9003",="0",="1671.721",="0",="203.7242",="0",="0",="0",="0",="0"
="AUDd4",="0",="0",="0",="0",="0",="0",="38.779",="0",="0",="0",="0",="0",="0",="294.2854",="0",="0",="0",="0",="0",="0",="343.8298",="872.5284",="2851.3118",="8.6127",="0",="261.3396",="2023.8462",="0",="0",="1507.8681",="5.1947",="0",="768.3982",="0",="46.1132",="0",="0",="635.3688",="169.7201",="231.8223",="43.943",="454.9305",="0",="125.2989",="490.9511",="0",="390.0476",="0",="0",="486.0716",="422.8775",="131.0452",="0",="0",="0",="0",="145.4141",="0",="0",="0",="0",="0",="0",="0",="463.7256",="0",="0",="129.5555",="0",="1275.792",="0",="15.2382",="0",="0",="0",="0",="10.7921"
="VISam6b",="0",="0",="0",="0",="0",="0",="141.7766",="0",="138.0938",="0",="0",="0",="0",="0",="0",="0",="57.9378",="0",="0",="40.6359",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="13.188",="0",="0",="0",="446.189",="0",="0",="0",="20.019",="0",="0",="31.2091",="61.5674",="44.471",="0",="111.4041",="0",="0",="0",="0",="0",="0",="0",="117.8356",="0",="126.3236",="0",="0",="0",="4.0671",="0",="0",="0",="0",="59.7431",="0",="238.5535",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISrl6b",="0",="0",="0",="0",="0",="0",="0",="60.1518",="44.8923",="0",="0",="0",="0",="0",="502.7592",="0",="0",="0",="0",="0",="251.8472",="0",="0",="67.382",="0",="156.8732",="0",="0",="0",="308.3093",="246.8272",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="465.9297",="86.1217",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="578.5759",="0",="212.8064",="0",="0",="259.88620000000003",="0",="0",="143.5092",="0",="189.9168",="0",="0",="212.7903",="0",="0",="41.7076",="0",="0",="15.0167",="93.5977",="0",="0",="0"
="SSp-bfd6b",="0",="0",="0",="0",="0",="0",="0",="0",="159.8581",="0",="0",="0",="0",="0",="0",="0",="0",="532.08",="0",="787.1555",="477.9471",="0",="0",="0",="0",="0",="0",="0",="872.7986",="0",="0",="0",="78.0759",="0",="120.4397",="0",="0",="58.5258",="0",="0",="9.0191",="0",="0",="0",="175.9076",="0",="0",="0",="0",="0",="0",="184.9002",="0",="0",="0",="0",="685.7707",="0",="0",="87.48",="0",="0",="0",="22.7312",="0",="0",="0",="160.7015",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="CP",="0",="0",="0",="0",="0",="0",="0",="0",="11011.7189",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4780.265",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2263.3762",="0",="0",="9894.3204",="0",="0",="33582.1011",="57373.3115",="34205.6865",="35739.1897",="23715.0936",="33535.7755",="14094.9502",="31884.3137",="29349.4507",="0",="8512.3018",="42394.4821",="18814.3189",="24858.7162",="88314.1456",="0",="59576.5258",="74338.7417",="20865.0157",="95423.1296",="41019.9996",="62115.4371",="47936.7019",="25448.6262",="13145.4114",="41427.4734",="22451.9297",="0",="32842.5208",="0",="8837.6662",="9540.9175",="7816.8899",="1925.9292",="1099.5114",="516.0961",="576.5375",="625.9273",="655.9759",="649.604"
="ccb",="0",="0",="0",="0",="0",="0",="0",="0",="2381.4374",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3980.23",="0",="0",="1033.376",="402.1529",="1255.853",="946.9137",="126.3753",="0",="294.4642",="3080.5524",="60.1619",="0",="1582.6567",="281.0318",="0",="0",="3795.3257",="0",="6299.2063",="2951.3778",="498.2543",="6311.8903",="305.7066",="2709.0569",="2910.264",="2323.4306",="1190.1706",="1306.7265",="2298.7026",="0",="1451.8974",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDp5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="577.8599",="0",="0",="0",="0",="0",="0",="0",="0",="519.4539",="0",="0",="1689.0134",="0",="2839.49",="0",="0",="0",="0",="0",="494.8935",="181.3762",="230.2811",="0",="0",="0",="0",="0",="0",="0",="0",="2221.3931",="0",="0",="0",="0",="0",="0",="0",="1093.0622",="256.3962",="0",="0",="0",="0",="102.7687",="0",="0",="0",="0",="0",="0",="3570.4413",="0",="37.9708",="0",="0",="0",="0",="5632.5013",="0",="1598.1628",="0",="0",="0",="0",="702.3482"
="RSPagl5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="79.8495",="0",="0",="0",="0",="0",="0",="0",="0",="17.0448",="1084.3837",="901.184",="0",="828.6585",="0",="591.6669",="0",="0",="0",="0",="0",="74.1764",="0",="447.0322",="0",="0",="3176.3358",="0",="234.1125",="0",="1498.3186",="1456.1511",="452.5861",="0",="589.9162",="465.6427",="0",="0",="662.4171",="1151.1995",="1393.7392",="0",="0",="0",="0",="816.6918",="412.4686",="11.4431",="0",="0",="0",="0",="1369.5904",="1065.8362000000002",="118.8558",="226.8243",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTm3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="562.5024",="0",="0",="0",="50.7335",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="428.5297",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="100.3593",="0",="0",="106.9783",="0",="0",="0",="0",="0",="0",="0",="0",="170.399",="112.4852",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTm5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="410.3735",="0",="0",="0",="223.0243",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="434.8207",="124.5797",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1246.126",="0",="0",="67.1148",="0",="0",="0",="0",="0",="0",="0",="0",="0",="167.6633",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1071.6285",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTm6",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="87.0001",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="445.1643",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="406.5802",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="145.0062",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="821.0875",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDp4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7.1596",="0",="0",="0",="0",="0",="127.7756",="0",="0",="1188.8377",="0",="211.2283",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="430.8789",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7.205",="0",="0",="0",="0",="181.3965",="0",="126.3812",="0",="0",="0",="0",="0"
="ENTl1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="198.0033",="109.9235",="0",="0",="0",="46.9724",="0",="0",="0",="0",="0",="0",="0",="0",="0",="702.709",="0",="302.6506",="0",="0",="0",="0",="0",="631.7801",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="678.9474",="0",="0",="0",="0",="1500.2157",="656.9268",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2807.7605",="1536.6016",="0",="0",="0",="4028.1863",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1389.711",="0",="3424.9197",="0",="0",="0",="0",="0",="7694.6761",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2612.0259",="0",="0",="0",="0",="4297.2143",="239.3051",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2631.7149",="5260.6357",="0",="0",="0",="4285.6448",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1610.1656",="0",="321.3341",="0",="0",="0",="0",="0",="3400.9835",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4278.8443",="0",="0",="0",="0",="1317.7808",="0",="0",="0",="0",="1073.5667",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1023.2903",="1350.2335",="0",="0",="0",="2760.4252",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1646.6333",="0",="20.5494",="0",="0",="0",="0",="0",="814.7061",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="446.4266",="0",="0",="0",="0",="270.2164",="0",="0",="0",="0",="203.0021",="0",="1668.2267",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="276.0104",="22.4618",="0",="0",="0",="278.6476",="0",="0",="0",="0",="0",="0",="352.9844",="0",="0",="11.7114",="0",="0",="0",="0",="0",="0",="0",="229.3474",="0",="0",="242.77",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="470.1452",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2190.2014",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTm1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="342.6432",="0",="0",="0",="0",="281.327",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="510.952",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="6041.4904",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTm2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="878.6458",="0",="0",="0",="0",="560.1355",="0",="0",="0",="0",="0",="0",="0",="0",="0",="208.4751",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1013.3506",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpor6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="177.607",="343.8915",="0",="0",="0",="117.7264",="0",="0",="0",="0",="0",="0",="498.2351",="0",="349.1866",="45.6442",="64.3754",="225.2244",="0",="0",="0",="0",="0",="176.3847",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="477.3814",="903.0607",="600.1381",="0",="0",="0",="426.6687",="0",="40.6035",="248.721",="0",="0",="0",="638.5204",="665.3944",="838.1164",="359.6549",="0",="0",="0",="0",="0",="0",="0",="0",="2191.1723"
="VISpor6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="745.5523",="0",="0",="0",="0",="103.7828",="0",="0",="0",="0",="0",="0",="164.7574",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="55.9206",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="52.7235",="0",="0",="0",="0",="0",="0",="0",="0",="53.4067",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="146.458"
="PERI2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="69.1582",="0",="0",="0",="0",="209.0525",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="344.5655",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="166.2336",="0",="0",="268.5313",="228.6791",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="PERI5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="572.1547",="111.8126",="0",="0",="0",="83.8995",="0",="0",="0",="0",="0",="0",="0",="0",="0",="996.51",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="683.1728",="0",="0",="0",="0",="0",="0",="0",="0",="0",="43.3827",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDd6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="15.5913",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="50.7191",="0",="0",="0",="0",="0",="172.2352",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="236.6364",="86.2523",="1.9303",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="12.1282",="0",="32.6191",="0",="0",="0",="0",="1066.4804"
="AUDpo6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="85.2816",="0",="178.2464",="0",="0",="0",="0",="61.3553",="0",="0",="0",="0",="0",="0",="57.9372",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="125.3407",="355.6233",="0",="0",="81.7069",="0",="0",="741.3401",="0",="0",="0",="164.2988",="0",="0",="478.4373",="0",="482.8045",="0",="0",="0",="0",="215.6134"
="VISC6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="86.3141",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="142.3119",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-un2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="57.2234",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="70.1512",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDp1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="356.46",="0",="0",="2527.0511",="0",="2542.8651",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="945.0573",="0",="0",="0",="0",="13.5022",="0",="0",="668.5426",="566.8153",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1158.176",="0",="2931.6483",="0",="1705.4934",="0",="0",="0",="0",="0"
="AUDp2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="503.0052",="0",="0",="484.2705",="0",="2544.5186",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="738.5477",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="18.4502",="0",="216.2861",="0",="0",="0",="0",="0"
="SSp-ll6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="130.5588",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="482.899",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="378.7533",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-ul6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="60.1981",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="136.3222",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="158.2966",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-tr6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="715.2111",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="505.1646",="0",="1028.9134",="275.9683",="0",="256.5336",="219.986",="351.5539",="1601.5763",="818.2604",="88.6534",="0",="0",="0",="0",="0",="0",="932.5366",="0",="223.4108",="0",="0",="1183.0918",="0",="0",="0",="0",="0",="0",="1114.2115",="438.5697",="0",="359.3947",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-tr6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="164.5872",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="285.6152",="0",="199.5574",="0",="0",="0",="0",="255.5605",="32.7315",="0",="0",="0",="174.1594",="0",="0",="0",="0",="0",="0",="108.1374",="0",="180.0386",="0",="0",="112.8644",="0",="0",="0",="0",="0",="0",="494.8532",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSs6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="153.0953",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="59.7718",="0",="0",="37.8748",="103.6466",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="146.1716",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="75.91",="0",="0",="0",="0",="0",="0",="302.0468"
="AUDv5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="569.3075",="868.9008",="0",="817.4181",="0",="0",="0",="0",="0",="948.4594",="289.6741",="0",="0",="0",="0",="0",="0",="0",="0",="0",="275.3334",="0",="0",="0",="0",="0",="0",="0",="23.2058",="0",="0",="0",="0",="0",="21.8704",="0",="0",="0",="0",="0",="0",="4116.7462",="0",="0",="0",="0",="0",="0",="1491.1599",="0",="0",="0",="0",="0",="0",="0"
="AUDv4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="379.849",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="913.2792",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPagl6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="80.6874",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="272.0724",="0",="0",="0",="0",="0",="0",="0",="233.0683",="0",="0",="0",="0",="0",="0",="0",="89.1848",="36.2295",="296.4982",="288.25800000000004",="0",="0",="0",="0",="0",="283.8981",="0",="10.511",="0",="247.69",="207.2032",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
